currenttime,option,variant,length,diff,time
2017-06-30 01:04:23.045491,0,1,1,0.10944291928673858,0.5572729110717773
2017-06-30 01:04:23.585267,1,1,1,0.10944291928673858,0.530170202255249
2017-06-30 01:04:24.167480,2,1,1,0.10944291928673859,0.5819351673126221
2017-06-30 01:04:24.713888,3,1,1,0.10944291928673859,0.5461361408233643
2017-06-30 01:04:25.282712,4,1,1,0.10944291926540586,0.5685768127441406
2017-06-30 01:04:25.883579,5,1,1,0.10944291926540586,0.6006009578704834
2017-06-30 01:04:26.537252,6,1,1,0.10944291928673858,0.653357982635498
2017-06-30 01:04:27.131254,7,1,1,0.10944291928673858,0.5937230587005615
2017-06-30 01:04:27.728364,8,1,1,0.10944291928673859,0.5968220233917236
2017-06-30 01:04:28.320117,9,1,1,0.10944291928673859,0.5914630889892578
2017-06-30 01:04:28.965073,10,1,1,0.10944291926540586,0.644658088684082
2017-06-30 01:04:29.551869,11,1,1,0.10944291926540586,0.5864758491516113
2017-06-30 01:04:30.210681,12,1,1,0.10944291928673858,0.6585268974304199
2017-06-30 01:04:30.692630,13,1,1,0.10944291928673858,0.48169803619384766
2017-06-30 01:04:31.240333,14,1,1,0.10944291928673859,0.5474579334259033
2017-06-30 01:04:31.779553,15,1,1,0.10944291928673859,0.5388598442077637
2017-06-30 01:04:32.341227,16,1,1,0.10944291926540586,0.5614068508148193
2017-06-30 01:04:32.885030,17,1,1,0.10944291926540586,0.5435869693756104
2017-06-30 01:04:33.455323,18,1,1,0.10944291928673858,0.5700199604034424
2017-06-30 01:04:33.970491,19,1,1,0.10944291928673858,0.508232831954956
2017-06-30 01:04:34.543625,20,1,1,0.10944291928673859,0.5728549957275391
2017-06-30 01:04:35.115511,21,1,1,0.10944291928673859,0.5715370178222656
2017-06-30 01:04:35.651852,22,1,1,0.10944291926540586,0.5360791683197021
2017-06-30 01:04:36.225452,23,1,1,0.10944291926540586,0.5733139514923096
2017-06-30 01:04:36.794748,24,1,1,0.10944291928673858,0.5689680576324463
2017-06-30 01:04:37.446840,25,1,1,0.10944291928673858,0.6518127918243408
2017-06-30 01:04:37.857463,26,1,1,0.10944291928673859,0.4102909564971924
2017-06-30 01:04:38.187044,27,1,1,0.10944291928673859,0.3292679786682129
2017-06-30 01:04:38.559832,28,1,1,0.10944291926540586,0.37253499031066895
2017-06-30 01:04:38.915376,29,1,1,0.10944291926540586,0.35532689094543457
2017-06-30 01:04:39.282467,30,1,1,0.10944291928673858,0.36686086654663086
2017-06-30 01:04:39.658842,31,1,1,0.10944291928673858,0.3761758804321289
2017-06-30 01:04:40.072200,32,1,1,0.10944291928673859,0.4131491184234619
2017-06-30 01:04:40.499836,33,1,1,0.10944291928673859,0.4273390769958496
2017-06-30 01:04:41.296546,0,1,2,0.62930527702615291,0.7946839332580566
2017-06-30 01:04:42.170683,1,1,2,0.1065741180556465,0.8738400936126709
2017-06-30 01:04:43.019567,2,1,2,0.10563190169635046,0.8487401008605957
2017-06-30 01:04:43.856856,3,1,2,0.1043873368777815,0.8370440006256104
2017-06-30 01:04:44.594253,4,1,2,0.10276621557045498,0.737144947052002
2017-06-30 01:04:45.474843,5,1,2,0.10058923452979421,0.8804020881652832
2017-06-30 01:04:46.189592,6,1,2,0.097732217972145777,0.7144479751586914
2017-06-30 01:04:46.990284,7,1,2,0.094049373728794697,0.8004529476165771
2017-06-30 01:04:47.732013,8,1,2,0.089603239482607205,0.7414789199829102
2017-06-30 01:04:48.487045,9,1,2,0.085644112063445674,0.7547760009765625
2017-06-30 01:04:49.351913,10,1,2,0.083792901430021882,0.864591121673584
2017-06-30 01:04:50.604876,11,1,2,0.083067747531864411,1.2527260780334473
2017-06-30 01:04:51.939696,12,1,2,0.082731633174454991,1.334535837173462
2017-06-30 01:04:53.204299,13,1,2,0.082493587236666027,1.264327049255371
2017-06-30 01:04:54.483077,14,1,2,0.082270307101266135,1.2784779071807861
2017-06-30 01:04:55.680702,15,1,2,0.081994994495965839,1.1973538398742676
2017-06-30 01:04:56.890484,16,1,2,0.081652413504481297,1.2095119953155518
2017-06-30 01:04:58.559839,17,1,2,0.081150349863533852,1.6690218448638916
2017-06-30 01:05:00.224371,18,1,2,0.080465437973866169,1.6642518043518066
2017-06-30 01:05:01.815167,19,1,2,0.079570768074671824,1.5905401706695557
2017-06-30 01:05:03.631076,20,1,2,0.078285823878665783,1.8155629634857178
2017-06-30 01:05:05.312817,21,1,2,0.076602141245603744,1.681246042251587
2017-06-30 01:05:06.790417,22,1,2,0.074321991287183101,1.4773120880126953
2017-06-30 01:05:08.423228,23,1,2,0.071113518611712084,1.6324760913848877
2017-06-30 01:05:09.978001,24,1,2,0.066637236088993829,1.554509162902832
2017-06-30 01:05:11.488732,25,1,2,0.0601161264075422,1.510462999343872
2017-06-30 01:05:13.139618,26,1,2,0.050275187732302197,1.6505777835845947
2017-06-30 01:05:14.929344,27,1,2,0.033433627194160064,1.7893998622894287
2017-06-30 01:05:16.416528,28,1,2,0.012152839764008317,1.4869139194488525
2017-06-30 01:05:17.707073,29,1,2,0.3985809590778307,1.2900540828704834
2017-06-30 01:05:19.220622,30,1,2,0.46662732059445355,1.5133769512176514
2017-06-30 01:05:20.888888,31,1,2,0.50693975665566138,1.6679999828338623
2017-06-30 01:05:22.477266,32,1,2,0.53368294393526772,1.588102102279663
2017-06-30 01:05:23.967381,33,1,2,0.5523045874074427,1.4898440837860107
2017-06-30 01:05:25.457261,0,1,3,0.090269321781136044,1.4895658493041992
2017-06-30 01:05:27.110214,1,1,3,0.10641123199830779,1.652698040008545
2017-06-30 01:05:28.719674,2,1,3,0.10534311823356743,1.6072988510131836
2017-06-30 01:05:30.491421,3,1,3,0.103844705881022,1.7714760303497314
2017-06-30 01:05:32.151884,4,1,3,0.10183774714295925,1.660262107849121
2017-06-30 01:05:33.780890,5,1,3,0.098967140585261945,1.6285858154296875
2017-06-30 01:05:35.427217,6,1,3,0.094821580859483889,1.6460387706756592
2017-06-30 01:05:37.011496,7,1,3,0.088956337563316945,1.5839600563049316
2017-06-30 01:05:38.778901,8,1,3,0.081899247542284295,1.767164945602417
2017-06-30 01:05:40.449588,9,1,3,0.075273830899564118,1.6703510284423828
2017-06-30 01:05:42.079341,10,1,3,0.067500059611659571,1.6093671321868896
2017-06-30 01:05:43.859358,11,1,3,0.057103693472133225,1.7772541046142578
2017-06-30 01:05:45.489178,12,1,3,0.044985603550577458,1.6295080184936523
2017-06-30 01:05:47.256284,13,1,3,0.033978214207532241,1.766937017440796
2017-06-30 01:05:48.991515,14,1,3,0.025888315758815093,1.734816074371338
2017-06-30 01:05:50.827963,15,1,3,0.02063489273241681,1.8360719680786133
2017-06-30 01:05:52.498174,16,1,3,0.01743812078457093,1.6699059009552002
2017-06-30 01:05:54.106910,17,1,3,0.015547274122058819,1.608449935913086
2017-06-30 01:05:55.752913,18,1,3,0.014457069396977227,1.6456589698791504
2017-06-30 01:05:57.477703,19,1,3,0.013834656826309145,1.7245209217071533
2017-06-30 01:05:59.201358,20,1,3,0.013480671183323531,1.7233941555023193
2017-06-30 01:06:00.835960,21,1,3,0.013279512852472813,1.6343019008636475
2017-06-30 01:06:02.450182,22,1,3,0.01316545702568239,1.614063024520874
2017-06-30 01:06:03.674679,23,1,3,0.013100473761941395,1.224194049835205
2017-06-30 01:06:05.398168,24,1,3,0.013063528526094517,1.723242998123169
2017-06-30 01:06:07.309657,25,1,3,0.013042304849356229,1.9112279415130615
2017-06-30 01:06:09.208766,26,1,3,0.01303023618604535,1.885774850845337
2017-06-30 01:06:10.881561,27,1,3,0.013023273960802601,1.6724789142608643
