currenttime,option,f,accuracy
2018-07-18 15:59:23.372314,opt1,0.9,0.0787462031004183
2018-07-18 15:59:25.834398,opt2,0.9,0.07827199978851589
2018-07-18 15:59:27.989578,opt3,0.9,0.07592015369214557
2018-07-18 15:59:31.327010,opt4,0.9,0.07507020354553805
2018-07-18 15:59:52.481550,opt5,0.9,0.07542141444672232
2018-07-18 15:59:53.778439,opt1,0.567861610032174,0.07581506706112515
2018-07-18 15:59:55.783032,opt2,0.567861610032174,0.07501425602130811
2018-07-18 15:59:57.617352,opt3,0.567861610032174,0.07467280830536448
2018-07-18 16:00:01.233797,opt4,0.567861610032174,0.07369740831900001
2018-07-18 16:00:21.077605,opt5,0.567861610032174,0.07352037858613263
2018-07-18 16:00:22.508197,opt1,0.35829645349814754,0.0728524935208939
2018-07-18 16:00:24.623088,opt2,0.35829645349814754,0.07133582721414514
2018-07-18 16:00:26.425993,opt3,0.35829645349814754,0.07062714623784726
2018-07-18 16:00:29.686492,opt4,0.35829645349814754,0.07104078386011069
2018-07-18 16:00:47.645800,opt5,0.35829645349814754,0.0702955662232481
2018-07-18 16:00:49.051035,opt1,0.2260697788358622,0.07026146422263951
2018-07-18 16:00:51.380314,opt2,0.2260697788358622,0.06491647190414135
2018-07-18 16:00:53.294975,opt3,0.2260697788358622,0.06488775908535499
2018-07-18 16:00:56.928797,opt4,0.2260697788358622,0.06764436505172645
2018-07-18 16:01:33.729891,opt5,0.2260697788358622,0.06770282613315137
2018-07-18 16:01:35.093571,opt1,0.14264038732150022,0.0672695936240823
2018-07-18 16:01:37.778567,opt2,0.14264038732150022,0.058265548240321485
2018-07-18 16:01:39.622069,opt3,0.14264038732150022,0.060362361536501895
2018-07-18 16:01:43.168419,opt4,0.14264038732150022,0.06845250124889009
2018-07-18 16:02:30.166396,opt5,0.14264038732150022,0.06852590030232655
2018-07-18 16:02:31.611005,opt1,0.09000000000000001,0.06412605813081544
2018-07-18 16:02:35.079036,opt2,0.09000000000000001,0.06446927748632293
2018-07-18 16:02:37.020054,opt3,0.09000000000000001,0.055113247749447584
2018-07-18 16:02:40.500749,opt4,0.09000000000000001,0.06497367409825693
2018-07-18 16:02:59.245930,opt5,0.09000000000000001,0.0636351311958969
2018-07-18 16:03:00.748645,opt1,0.0567861610032174,0.060061366148865154
2018-07-18 16:03:07.419454,opt2,0.0567861610032174,0.0500129737372206
