currenttime,option,lensplit,f,accuracy,timetaken
2017-07-03 14:38:35.726123,opt5,split1,0.003,0.44613841524573722,105.36783480644226
2017-07-03 14:38:37.775939,opt5,split2,0.003,0.48405215646940825,183.86890387535095
2017-07-03 14:38:39.956973,opt5,split4,0.003,0.45937813440320963,454.4591579437256
2017-07-03 14:38:42.323911,opt6,0,0.003,0.61043129388164497,0
2017-07-03 14:38:44.416832,opt1,len5,0.003,0.51965897693079233,0.03373384475708008
2017-07-03 14:38:46.338686,opt2,len5,0.003,0.50020060180541626,0.1368541717529297
2017-07-03 14:38:48.444357,opt3,len5,0.003,0.60942828485456368,0.05266404151916504
2017-07-03 14:38:50.557256,opt4,len5,0.003,0.61183550651955865,0.14133310317993164
2017-07-03 15:02:00.287038,opt5,split8,0.003,0.61584754262788366,743.8822031021118
2017-07-03 15:02:02.630948,opt5,split1,0.003,0.61584754262788366,83.65486288070679
2017-07-03 15:02:04.691139,opt5,split2,0.003,0.61584754262788366,179.33641600608826
2017-07-03 15:02:06.858909,opt5,split4,0.003,0.61584754262788366,381.0056641101837
2017-07-03 15:02:08.755248,opt6,0,0.003,0.60852557673019059,0
2017-07-03 15:02:10.682005,opt1,len5,0.003,0.54373119358074218,0.036856889724731445
2017-07-03 15:02:12.608769,opt2,len5,0.003,0.5454363089267803,0.07821202278137207
2017-07-03 15:02:14.419404,opt3,len5,0.003,0.60300902708124371,0.02337789535522461
2017-07-03 15:02:16.320117,opt4,len5,0.003,0.6026078234704112,0.11347699165344238
2017-07-03 15:27:00.070512,opt5,split8,0.003,0.5274824473420261,810.7328279018402
2017-07-03 15:27:02.241001,opt5,split1,0.003,0.46028084252758272,95.73269987106323
2017-07-03 15:27:04.441476,opt5,split2,0.003,0.59167502507522562,170.07439494132996
2017-07-03 15:27:06.729503,opt5,split4,0.003,0.57482447342026077,405.3999819755554
2017-07-03 15:27:08.963257,opt6,0,0.003,0.60712136409227679,0
2017-07-03 15:27:10.969664,opt1,len5,0.003,0.58445336008024074,0.0207979679107666
2017-07-03 15:27:13.379078,opt2,len5,0.003,0.58034102306920765,0.1459791660308838
2017-07-03 15:27:15.233607,opt3,len5,0.003,0.57863590772316953,0.025249958038330078
2017-07-03 15:27:17.414590,opt4,len5,0.003,0.57632898696088264,0.13852810859680176
2017-07-03 15:52:05.689062,opt5,split8,0.003,0.57151454363089271,811.1866018772125
2017-07-03 15:52:08.053503,opt5,split1,0.003,0.58074222668004016,90.57207822799683
2017-07-03 15:52:10.334467,opt5,split2,0.003,0.55386158475426284,208.21160292625427
2017-07-03 15:52:12.574343,opt5,split4,0.003,0.55566700100300903,376.58884382247925
2017-07-03 15:52:14.388373,opt6,0,0.003,0.58445336008024074,0
2017-07-03 15:52:16.395738,opt1,len5,0.003,0.59087261785356071,0.018115997314453125
2017-07-03 15:52:18.392656,opt2,len5,0.003,0.58535606820461383,0.09197497367858887
2017-07-03 15:52:20.341594,opt3,len5,0.003,0.62968906720160478,0.025892019271850586
2017-07-03 15:52:22.417407,opt4,len5,0.003,0.63009027081243729,0.13221502304077148
2017-07-03 16:17:56.220708,opt5,split8,0.003,0.55636910732196587,820.5003261566162
2017-07-03 16:17:58.605214,opt5,split1,0.003,0.47893681043129388,96.65071392059326
2017-07-03 16:18:01.076615,opt5,split2,0.003,0.59348044132397193,181.15981817245483
2017-07-03 16:18:03.325843,opt5,split4,0.003,0.4990972918756269,433.64387011528015
2017-07-03 16:18:05.569570,opt6,0,0.003,0.62918756268806419,0
2017-07-03 16:18:07.631674,opt1,len5,0.003,0.36659979939819459,0.03403306007385254
2017-07-03 16:18:09.956775,opt2,len5,0.003,0.44854563691073218,0.16503405570983887
2017-07-03 16:18:12.038375,opt3,len5,0.003,0.56579739217652958,0.053369998931884766
2017-07-03 16:18:14.089539,opt4,len5,0.003,0.65496489468405217,0.1744840145111084
2017-07-03 16:43:47.240864,opt5,split8,0.003,0.63259779338014044,787.8168230056763
2017-07-03 16:43:49.406967,opt5,split1,0.003,0.58395185556670015,85.61646699905396
2017-07-03 16:43:51.886988,opt5,split2,0.003,0.59759277833500501,205.9083080291748
2017-07-03 16:43:54.473299,opt5,split4,0.003,0.52437311935807418,452.01971912384033
2017-07-03 16:43:56.560232,opt6,0,0.003,0.65917753259779333,0
2017-07-03 16:44:04.454037,opt1,len5,0.003,0.62668004012036105,0.020962953567504883
2017-07-03 16:44:06.755572,opt2,len5,0.003,0.60210631895687061,0.12466311454772949
2017-07-03 16:44:08.824837,opt3,len5,0.003,0.61735205616850553,0.04253983497619629
2017-07-03 16:44:11.113505,opt4,len5,0.003,0.61614844533600799,0.14942193031311035
2017-07-03 17:08:46.362089,opt5,split8,0.003,0.48535606820461386,800.3543338775635
2017-07-03 17:08:48.286690,opt5,split1,0.003,0.47191574724172519,87.45019793510437
2017-07-03 17:08:50.525965,opt5,split2,0.003,0.59448345035105321,182.2560420036316
2017-07-03 17:08:52.865429,opt5,split4,0.003,0.55055165496489467,403.4441499710083
2017-07-03 17:08:55.124218,opt6,0,0.003,0.62668004012036105,0
2017-07-03 17:08:57.456393,opt1,len5,0.003,0.40401203610832498,0.03571510314941406
2017-07-03 17:08:59.912790,opt2,len5,0.003,0.42357071213640923,0.10981583595275879
2017-07-03 17:09:01.919733,opt3,len5,0.003,0.59979939819458372,0.062294960021972656
2017-07-03 17:09:03.763002,opt4,len5,0.003,0.60050150451354067,0.10369086265563965
2017-07-03 17:32:17.040865,opt5,split8,0.003,0.54694082246740217,756.0916109085083
2017-07-03 17:32:19.192324,opt5,split1,0.003,0.47101303911735204,96.76102995872498
2017-07-03 17:32:21.289024,opt5,split2,0.003,0.5787362086258776,180.73315811157227
2017-07-03 17:32:23.293641,opt5,split4,0.003,0.5787362086258776,357.8740060329437
2017-07-03 17:32:25.263178,opt6,0,0.003,0.60160481444333003,0
2017-07-03 17:32:27.156694,opt1,len5,0.003,0.54784353059177537,0.03663492202758789
2017-07-03 17:32:29.533700,opt2,len5,0.003,0.54623871614844532,0.12273597717285156
2017-07-03 17:32:31.690018,opt3,len5,0.003,0.62657973921765298,0.044026851654052734
2017-07-03 17:32:33.694074,opt4,len5,0.003,0.62657973921765298,0.13858509063720703
2017-07-03 17:56:20.445684,opt5,split8,0.003,0.59658976930792373,704.9098219871521
2017-07-03 17:56:22.912708,opt5,split1,0.003,0.48625877632898695,97.4452691078186
2017-07-03 17:56:25.206412,opt5,split2,0.003,0.59658976930792373,176.7933931350708
2017-07-03 17:56:27.540144,opt5,split4,0.003,0.58696088264794388,445.87077713012695
2017-07-03 17:56:29.379069,opt6,0,0.003,0.6268806419257773,0
2017-07-03 17:56:31.124001,opt1,len5,0.003,0.54152457372116347,0.015438079833984375
2017-07-03 17:56:33.198380,opt2,len5,0.003,0.5414242728184554,0.1326429843902588
2017-07-03 17:56:35.289612,opt3,len5,0.003,0.61263791374122367,0.04717588424682617
2017-07-03 17:56:37.484593,opt4,len5,0.003,0.61213640922768309,0.1482841968536377
2017-07-03 18:21:19.163239,opt5,split8,0.003,0.47803410230692078,826.2083399295807
2017-07-03 18:21:21.397825,opt5,split1,0.003,0.45646940822467402,99.57238483428955
2017-07-03 18:21:23.605011,opt5,split2,0.003,0.54112337011033096,194.45262908935547
2017-07-03 18:21:25.699261,opt5,split4,0.003,0.57602808425275831,359.585746049881
2017-07-03 18:21:27.774462,opt6,0,0.003,0.61965897693079242,0
2017-07-03 18:21:29.619841,opt1,len5,0.003,0.6120361083249749,0.017544031143188477
2017-07-03 18:21:31.500496,opt2,len5,0.003,0.49849548645937813,0.08168983459472656
2017-07-03 18:21:33.416169,opt3,len5,0.003,0.64092276830491479,0.030717849731445312
2017-07-03 18:21:35.442357,opt4,len5,0.003,0.64012036108324977,0.18853497505187988
2017-07-03 18:43:40.845456,opt5,split8,0.003,0.62718154463390174,657.9738550186157
2017-07-03 18:43:43.116640,opt5,split1,0.003,0.62718154463390174,81.32466006278992
2017-07-03 18:43:45.073446,opt5,split2,0.003,0.61323971915747244,182.6498692035675
2017-07-03 18:43:47.314393,opt5,split4,0.003,0.53580742226680045,401.68312191963196
2017-07-03 18:43:49.242979,opt6,0,0.003,0.64152457372116345,0
2017-07-03 18:43:51.427103,opt1,len5,0.003,0.58886659979939815,0.036897897720336914
2017-07-03 18:43:53.311187,opt2,len5,0.003,0.49017051153460384,0.06490588188171387
2017-07-03 18:43:55.280503,opt3,len5,0.003,0.59638916750250748,0.022099018096923828
2017-07-03 18:43:57.696068,opt4,len5,0.003,0.59658976930792373,0.1522369384765625
2017-07-03 19:07:37.580680,opt5,split8,0.003,0.52577733199598797,771.089882850647
2017-07-03 19:07:39.892932,opt5,split1,0.003,0.48555667001003011,88.40620112419128
2017-07-03 19:07:41.957323,opt5,split2,0.003,0.58555667001003009,174.56042098999023
2017-07-03 19:07:43.940355,opt5,split4,0.003,0.57803410230692076,383.9818229675293
2017-07-03 19:07:46.194142,opt6,0,0.003,0.60240722166499494,0
2017-07-03 19:07:48.397397,opt1,len5,0.003,0.51424272818455363,0.017436981201171875
2017-07-03 19:07:50.697606,opt2,len5,0.003,0.51334002006018054,0.05814409255981445
2017-07-03 19:07:52.794324,opt3,len5,0.003,0.62748244734202607,0.05622506141662598
2017-07-03 19:07:54.890731,opt4,len5,0.003,0.62908726178535612,0.1381089687347412
2017-07-03 19:34:09.714231,opt5,split8,0.003,0.47462387161484454,884.9921960830688
2017-07-03 19:34:11.826860,opt5,split1,0.003,0.55857572718154458,89.65862703323364
2017-07-03 19:34:13.918615,opt5,split2,0.003,0.6044132397191575,177.65969491004944
2017-07-03 19:34:16.196805,opt5,split4,0.003,0.5940822467402207,420.7195680141449
2017-07-03 19:34:18.182733,opt6,0,0.003,0.62988966900702104,0
2017-07-03 19:34:20.174704,opt1,len5,0.003,0.43460381143430293,0.017920970916748047
2017-07-03 19:34:22.280450,opt2,len5,0.003,0.44182547642928788,0.11051321029663086
2017-07-03 19:34:24.282398,opt3,len5,0.003,0.60952858575727187,0.029838085174560547
2017-07-03 19:34:26.374679,opt4,len5,0.003,0.60792377131394182,0.12241411209106445
2017-07-03 19:59:21.300800,opt5,split8,0.003,0.60040120361083249,861.5284888744354
2017-07-03 19:59:23.803977,opt5,split1,0.003,0.59628886659979941,84.51772689819336
2017-07-03 19:59:25.917841,opt5,split2,0.003,0.58054162487462391,172.32267093658447
2017-07-03 19:59:28.322655,opt5,split4,0.003,0.60581745235707118,374.7916359901428
2017-07-03 19:59:30.695330,opt6,0,0.003,0.61063189568706122,0
2017-07-03 19:59:33.033767,opt1,len5,0.003,0.31795386158475425,0.03684401512145996
2017-07-03 19:59:35.421715,opt2,len5,0.003,0.48144433299899697,0.13629484176635742
2017-07-03 19:59:37.400453,opt3,len5,0.003,0.61855566700100306,0.05097603797912598
2017-07-03 19:59:39.855086,opt4,len5,0.003,0.61675025075225676,0.13814282417297363
2017-07-03 20:24:56.918182,opt5,split8,0.003,0.5949849548645938,791.7432930469513
2017-07-03 20:24:59.134936,opt5,split1,0.003,0.53460381143430291,101.43454313278198
2017-07-03 20:25:01.314626,opt5,split2,0.003,0.4473420260782347,217.18881392478943
2017-07-03 20:25:03.618354,opt5,split4,0.003,0.59067201604814445,404.93600702285767
2017-07-03 20:25:05.726222,opt6,0,0.003,0.62256770310932796,0
2017-07-03 20:25:07.562001,opt1,len5,0.003,0.3087261785356068,0.017436981201171875
2017-07-03 20:25:09.561487,opt2,len5,0.003,0.47743229689067201,0.06479477882385254
2017-07-03 20:25:11.453239,opt3,len5,0.003,0.61785356068204611,0.04626584053039551
2017-07-03 20:25:13.505254,opt4,len5,0.003,0.61634904714142424,0.12231087684631348
2017-07-03 20:49:54.453330,opt5,split8,0.003,0.57402206619859575,786.3746650218964
2017-07-03 20:49:56.807964,opt5,split1,0.003,0.43721163490471415,99.90004301071167
2017-07-03 20:49:58.992832,opt5,split2,0.003,0.56870611835506524,182.83405685424805
2017-07-03 20:50:01.135210,opt5,split4,0.003,0.57141424272818453,410.03682589530945
2017-07-03 20:50:03.507150,opt6,0,0.003,0.62527582748244737,0
2017-07-03 20:50:05.754764,opt1,len5,0.003,0.52076228686058179,0.036802053451538086
2017-07-03 20:50:08.269829,opt2,len5,0.003,0.54393179538615843,0.1661388874053955
2017-07-03 20:50:10.738760,opt3,len5,0.003,0.61464393179538612,0.02411508560180664
2017-07-03 20:50:12.882297,opt4,len5,0.003,0.61675025075225676,0.16998600959777832
2017-07-03 21:15:33.295844,opt5,split8,0.003,0.50852557673019061,864.9436268806458
2017-07-03 21:15:35.643923,opt5,split1,0.003,0.48686058174523572,88.14906907081604
2017-07-03 21:15:37.815045,opt5,split2,0.003,0.48395185556670012,171.83178400993347
2017-07-03 21:15:40.156782,opt5,split4,0.003,0.55777331995987967,392.9991970062256
2017-07-03 21:15:42.463965,opt6,0,0.003,0.61895687061183546,0
2017-07-03 21:15:44.672219,opt1,len5,0.003,0.57141424272818453,0.03539109230041504
2017-07-03 21:15:47.043438,opt2,len5,0.003,0.57362086258776324,0.13897109031677246
2017-07-03 21:15:49.431857,opt3,len5,0.003,0.65677031093279836,0.02268815040588379
2017-07-03 21:15:51.986302,opt4,len5,0.003,0.65606820461384152,0.17731690406799316
2017-07-03 21:39:36.934236,opt5,split8,0.003,0.6156469408224674,767.3356809616089
2017-07-03 21:39:39.246654,opt5,split1,0.003,0.55065195586760285,95.88585996627808
2017-07-03 21:39:41.672829,opt5,split2,0.003,0.632296890672016,164.72377920150757
2017-07-03 21:39:44.029858,opt5,split4,0.003,0.6156469408224674,394.51265501976013
2017-07-03 21:39:45.941903,opt6,0,0.003,0.6615847542627884,0
2017-07-03 21:39:48.055506,opt1,len5,0.003,0.4444332998996991,0.03804802894592285
2017-07-03 21:39:49.991971,opt2,len5,0.003,0.44583751253761283,0.13553404808044434
2017-07-03 21:39:51.810867,opt3,len5,0.003,0.58826479438314949,0.0291140079498291
2017-07-03 21:39:53.731059,opt4,len5,0.003,0.58746238716148447,0.17454290390014648
2017-07-03 22:02:47.512422,opt5,split8,0.003,0.54854563691073221,749.1896998882294
2017-07-03 22:02:49.540645,opt5,split1,0.003,0.55687061183550657,89.55609393119812
2017-07-03 22:02:51.375052,opt5,split2,0.003,0.55015045135406215,189.54535508155823
2017-07-03 22:02:53.199584,opt5,split4,0.003,0.55687061183550657,343.6718969345093
2017-07-03 22:02:54.993677,opt6,0,0.003,0.59187562688064188,0
2017-07-03 22:02:57.128285,opt1,len5,0.003,0.50882647943831494,0.051262855529785156
2017-07-03 22:02:59.128856,opt2,len5,0.003,0.47221664994984958,0.12288403511047363
2017-07-03 22:03:00.950167,opt3,len5,0.003,0.58756268806419254,0.029346942901611328
2017-07-03 22:03:02.905583,opt4,len5,0.003,0.58746238716148447,0.16218996047973633
2017-07-03 22:26:54.042246,opt5,split8,0.003,0.55125376128385151,772.694797039032
2017-07-03 22:26:56.398644,opt5,split1,0.003,0.55847542627883651,88.07101702690125
2017-07-03 22:26:58.346689,opt5,split2,0.003,0.53289869608826479,214.55689597129822
2017-07-03 22:27:00.653415,opt5,split4,0.003,0.46680040120361083,353.9822428226471
2017-07-03 22:27:02.498370,opt6,0,0.003,0.59157472417251755,0
2017-07-03 22:27:04.275565,opt1,len5,0.003,0.0,0.016906023025512695
2017-07-03 22:27:06.307932,opt2,len5,0.003,0.0,0.03253912925720215
2017-07-03 22:27:08.114717,opt3,len5,0.003,0.0,0.017399072647094727
2017-07-03 22:27:10.052648,opt4,len5,0.003,0.61775325977933804,0.14288115501403809
2017-07-03 22:49:45.716376,opt5,split8,0.003,0.57462387161484452,727.5908598899841
2017-07-03 22:49:48.179547,opt5,split1,0.003,0.49979939819458374,89.29904794692993
2017-07-03 22:49:50.682188,opt5,split2,0.003,0.46278836509528587,166.81873989105225
2017-07-03 22:49:53.105949,opt5,split4,0.003,0.57462387161484452,370.22471380233765
2017-07-03 22:49:55.339348,opt6,0,0.003,0.61725175526579734,0
2017-07-03 22:49:57.562956,opt1,len5,0.003,0.5665997993981946,0.036089181900024414
2017-07-03 22:49:59.566086,opt2,len5,0.003,0.56128385155466398,0.13591289520263672
2017-07-03 22:50:01.458177,opt3,len5,0.003,0.60210631895687061,0.025538921356201172
2017-07-03 22:50:03.573149,opt4,len5,0.003,0.60772316950852556,0.13948416709899902
2017-07-03 23:13:50.563774,opt5,split8,0.003,0.55325977933801407,760.1713418960571
2017-07-03 23:13:52.745670,opt5,split1,0.003,0.55325977933801407,91.24159097671509
2017-07-03 23:13:54.939124,opt5,split2,0.003,0.52116349047141419,180.86782097816467
2017-07-03 23:13:57.180446,opt5,split4,0.003,0.55325977933801407,392.8991849422455
2017-07-03 23:13:59.422416,opt6,0,0.003,0.59378134403209626,0
2017-07-03 23:14:01.439381,opt1,len5,0.003,0.51273821464393177,0.03731894493103027
2017-07-03 23:14:03.696740,opt2,len5,0.003,0.49759277833500504,0.08641195297241211
2017-07-03 23:14:05.904143,opt3,len5,0.003,0.5940822467402207,0.05564713478088379
2017-07-03 23:14:07.951025,opt4,len5,0.003,0.58966900702106317,0.1311511993408203
2017-07-03 23:37:06.779449,opt5,split8,0.003,0.56148445336008024,777.021518945694
2017-07-03 23:37:09.064408,opt5,split1,0.003,0.48214643931795387,83.1677930355072
2017-07-03 23:37:11.258846,opt5,split2,0.003,0.48214643931795387,171.95239996910095
2017-07-03 23:37:13.448676,opt5,split4,0.003,0.57973921765295888,344.9229898452759
2017-07-03 23:37:15.365552,opt6,0,0.003,0.60712136409227679,0
2017-07-03 23:37:17.277151,opt1,len5,0.003,0.48014042126379136,0.01806497573852539
2017-07-03 23:37:19.416890,opt2,len5,0.003,0.5027081243731194,0.10559892654418945
2017-07-03 23:37:21.310541,opt3,len5,0.003,0.54433299899699095,0.05053210258483887
2017-07-03 23:37:23.228921,opt4,len5,0.003,0.59739217652958876,0.11056399345397949
2017-07-04 00:04:12.927198,opt5,split8,0.003,0.58635907723169511,937.6750910282135
2017-07-04 00:04:15.492148,opt5,split1,0.003,0.54393179538615843,103.03439116477966
2017-07-04 00:04:17.502696,opt5,split2,0.003,0.48214643931795387,177.15928506851196
2017-07-04 00:04:19.885307,opt5,split4,0.003,0.538716148445336,390.01293992996216
2017-07-04 00:04:22.129295,opt6,0,0.003,0.60411233701103306,0
2017-07-04 00:04:24.154310,opt1,len5,0.003,0.50100300902708128,0.017839908599853516
2017-07-04 00:04:26.434933,opt2,len5,0.003,0.50060180541624877,0.13758301734924316
2017-07-04 00:04:28.526987,opt3,len5,0.003,0.64052156469408228,0.04869198799133301
2017-07-04 00:04:30.811344,opt4,len5,0.003,0.639518555667001,0.14824318885803223
2017-07-04 00:29:05.130551,opt5,split8,0.003,0.54312938816449352,797.970165014267
2017-07-04 00:29:06.979203,opt5,split1,0.003,0.48134403209628884,93.67341613769531
2017-07-04 00:29:08.812840,opt5,split2,0.003,0.43821464393179538,219.90756511688232
2017-07-04 00:29:10.583536,opt5,split4,0.003,0.60732196589769305,360.9514811038971
2017-07-04 00:29:12.392117,opt6,0,0.003,0.64332998996990975,0
2017-07-04 00:29:14.249640,opt1,len5,0.003,0.63039117352056173,0.018777132034301758
2017-07-04 00:29:16.649785,opt2,len5,0.003,0.63099297893681039,0.1526341438293457
2017-07-04 00:29:18.631687,opt3,len5,0.003,0.63119358074222665,0.02641916275024414
2017-07-04 00:29:20.578923,opt4,len5,0.003,0.63129388164493483,0.15428996086120605
2017-07-04 00:53:29.484400,opt5,split8,0.003,0.61494483450351056,796.3539221286774
2017-07-04 00:53:31.278680,opt5,split1,0.003,0.61273821464393174,85.36703586578369
2017-07-04 00:53:33.295514,opt5,split2,0.003,0.52357071213640927,207.4250829219818
2017-07-04 00:53:35.702901,opt5,split4,0.003,0.59037111334002002,357.9665539264679
2017-07-04 00:53:37.652212,opt6,0,0.003,0.63039117352056173,0
2017-07-04 00:53:45.474582,opt1,len5,0.003,0.5647943831494483,0.015421152114868164
2017-07-04 00:53:47.645328,opt2,len5,0.003,0.56449348044132397,0.12019896507263184
2017-07-04 00:53:49.467929,opt3,len5,0.003,0.65325977933801405,0.04584193229675293
2017-07-04 00:53:51.620292,opt4,len5,0.003,0.65315947843530586,0.1432950496673584
2017-07-04 01:18:01.872755,opt5,split8,0.003,0.61795386158475429,792.6402451992035
2017-07-04 01:18:04.222405,opt5,split1,0.003,0.49628886659979937,94.61397910118103
2017-07-04 01:18:06.455858,opt5,split2,0.003,0.56339017051153462,176.59900498390198
2017-07-04 01:18:08.854547,opt5,split4,0.003,0.61815446339017055,384.61237502098083
2017-07-04 01:18:11.398940,opt6,0,0.003,0.65486459378134398,0
2017-07-04 01:18:13.898596,opt1,len5,0.003,0.54463390170511539,0.03668689727783203
2017-07-04 01:18:16.354666,opt2,len5,0.003,0.54914744232698098,0.07348918914794922
2017-07-04 01:18:18.277939,opt3,len5,0.003,0.6017051153460381,0.02518486976623535
2017-07-04 01:18:20.495466,opt4,len5,0.003,0.60140421263791377,0.17579102516174316
2017-07-04 01:42:50.831521,opt5,split8,0.003,0.61213640922768309,807.5786380767822
2017-07-04 01:42:53.096495,opt5,split1,0.003,0.61494483450351056,84.31454801559448
2017-07-04 01:42:55.348857,opt5,split2,0.003,0.61494483450351056,192.5488920211792
2017-07-04 01:42:57.531286,opt5,split4,0.003,0.47061183550651958,384.08768796920776
2017-07-04 01:42:59.515727,opt6,0,0.003,0.60310932798395189,0
2017-07-04 01:43:01.474381,opt1,len5,0.003,0.50280842527582748,0.04361915588378906
2017-07-04 01:43:03.455395,opt2,len5,0.003,0.49327983951855564,0.15513896942138672
2017-07-04 01:43:05.358709,opt3,len5,0.003,0.62246740220661989,0.02793407440185547
2017-07-04 01:43:07.259051,opt4,len5,0.003,0.6192577733199599,0.1731090545654297
2017-07-04 02:05:54.610430,opt5,split8,0.003,0.5904714142427282,715.1174840927124
2017-07-04 02:05:56.748924,opt5,split1,0.003,0.41875626880641925,103.68108177185059
2017-07-04 02:05:59.115563,opt5,split2,0.003,0.4696088264794383,176.99693608283997
2017-07-04 02:06:01.469590,opt5,split4,0.003,0.56559679037111332,369.7144470214844
2017-07-04 02:06:03.649096,opt6,0,0.003,0.62858575727181543,0
2017-07-04 02:06:05.578360,opt1,len5,0.003,0.57713139418254766,0.043807029724121094
2017-07-04 02:06:07.957457,opt2,len5,0.003,0.56850551654964898,0.10894894599914551
2017-07-04 02:06:09.932690,opt3,len5,0.003,0.57833500501504509,0.040888071060180664
2017-07-04 02:06:12.128753,opt4,len5,0.003,0.57893681043129386,0.1291658878326416
2017-07-04 02:33:28.993139,opt5,split8,0.003,0.5423269809428285,915.5445609092712
2017-07-04 02:33:31.527051,opt5,split1,0.003,0.49047141424272817,95.81714582443237
2017-07-04 02:33:33.468968,opt5,split2,0.003,0.45035105315947843,192.73604202270508
2017-07-04 02:33:35.373834,opt5,split4,0.003,0.44553660982948845,431.1023690700531
2017-07-04 02:33:37.405264,opt6,0,0.003,0.57713139418254766,0
2017-07-04 02:33:39.532210,opt1,len5,0.003,0.45215646940822468,0.03692197799682617
2017-07-04 02:33:41.907196,opt2,len5,0.003,0.44784353059177534,0.16090798377990723
2017-07-04 02:33:43.834005,opt3,len5,0.003,0.60541624874623867,0.030668020248413086
2017-07-04 02:33:46.033700,opt4,len5,0.003,0.60521564694082242,0.1362438201904297
2017-07-04 02:58:47.790585,opt5,split8,0.003,0.59699097291875625,833.0942740440369
2017-07-04 02:58:50.216361,opt5,split1,0.003,0.61424272818455361,88.18490409851074
2017-07-04 02:58:52.495305,opt5,split2,0.003,0.61424272818455361,173.1151828765869
2017-07-04 02:58:54.549036,opt5,split4,0.003,0.59207622868605814,405.5506160259247
2017-07-04 02:58:56.725536,opt6,0,0.003,0.61003009027081245,0
2017-07-04 02:58:58.889835,opt1,len5,0.003,0.63159478435305916,0.04230785369873047
2017-07-04 02:59:01.080008,opt2,len5,0.003,0.59067201604814445,0.12445497512817383
2017-07-04 02:59:03.221025,opt3,len5,0.003,0.63269809428284851,0.05638408660888672
2017-07-04 02:59:05.417539,opt4,len5,0.003,0.63350050150451354,0.17004990577697754
2017-07-04 03:23:25.766848,opt5,split8,0.003,0.50521564694082244,763.4894549846649
2017-07-04 03:23:28.275692,opt5,split1,0.003,0.59107321965897697,91.8321521282196
2017-07-04 03:23:30.056849,opt5,split2,0.003,0.53841524573721167,195.77267217636108
2017-07-04 03:23:32.447635,opt5,split4,0.003,0.57392176529588768,407.49328088760376
2017-07-04 03:23:34.585189,opt6,0,0.003,0.63159478435305916,0
2017-07-04 03:23:36.398862,opt1,len5,0.003,0.0,0.03481602668762207
2017-07-04 03:23:38.252393,opt2,len5,0.003,0.0,0.017344951629638672
2017-07-04 03:23:40.251213,opt3,len5,0.003,0.0,0.017941951751708984
2017-07-04 03:23:42.441088,opt4,len5,0.003,0.57221664994984955,0.13889789581298828
2017-07-04 03:46:02.090802,opt5,split8,0.003,0.53009027081243731,731.8176839351654
2017-07-04 03:46:04.136751,opt5,split1,0.003,0.47683049147442325,92.83672595024109
2017-07-04 03:46:06.257950,opt5,split2,0.003,0.52447342026078236,168.84369611740112
2017-07-04 03:46:08.760405,opt5,split4,0.003,0.54292878635907726,344.3342390060425
2017-07-04 03:46:10.749846,opt6,0,0.003,0.57211634904714137,0
2017-07-04 03:46:12.633988,opt1,len5,0.003,0.50481444332998993,0.037104129791259766
2017-07-04 03:46:14.529322,opt2,len5,0.003,0.512136409227683,0.0681769847869873
2017-07-04 03:46:16.468679,opt3,len5,0.003,0.62226680040120363,0.02562093734741211
2017-07-04 03:46:18.383016,opt4,len5,0.003,0.62216649949849545,0.16225814819335938
2017-07-04 04:10:44.900284,opt5,split8,0.003,0.58294884653961887,830.2960529327393
2017-07-04 04:10:47.152055,opt5,split1,0.003,0.48104312938816451,91.13893413543701
2017-07-04 04:10:49.265956,opt5,split2,0.003,0.59468405215646936,176.39531707763672
2017-07-04 04:10:51.491010,opt5,split4,0.003,0.59247743229689065,366.9159309864044
2017-07-04 04:10:53.503824,opt6,0,0.003,0.6237713139418255,0
2017-07-04 04:10:55.595703,opt1,len5,0.003,0.30160481444332998,0.01766490936279297
2017-07-04 04:10:57.622745,opt2,len5,0.003,0.48355065195586761,0.056825876235961914
2017-07-04 04:10:59.581948,opt3,len5,0.003,0.63109327983951857,0.024754047393798828
2017-07-04 04:11:01.523745,opt4,len5,0.003,0.63059177532597799,0.14902901649475098
2017-07-04 04:33:18.676808,opt5,split8,0.003,0.61183550651955865,675.5878069400787
2017-07-04 04:33:20.760399,opt5,split1,0.003,0.5009027081243731,89.74538493156433
2017-07-04 04:33:22.892528,opt5,split2,0.003,0.61183550651955865,167.94948291778564
2017-07-04 04:33:25.139144,opt5,split4,0.003,0.45747241725175525,402.1458971500397
2017-07-04 04:33:27.105425,opt6,0,0.003,0.62978936810431296,0
2017-07-04 04:33:29.336125,opt1,len5,0.003,0.45376128385155468,0.04464101791381836
2017-07-04 04:33:31.635018,opt2,len5,0.003,0.44633901705115347,0.12807178497314453
2017-07-04 04:33:33.571738,opt3,len5,0.003,0.61554663991975933,0.06270599365234375
2017-07-04 04:33:35.713573,opt4,len5,0.003,0.61494483450351056,0.16244792938232422
2017-07-04 04:57:47.748310,opt5,split8,0.003,0.61313941825476426,804.4199068546295
2017-07-04 04:57:49.825253,opt5,split1,0.003,0.49398194583751254,102.71158194541931
2017-07-04 04:57:52.139962,opt5,split2,0.003,0.6318956870611836,177.08855509757996
2017-07-04 04:57:54.346562,opt5,split4,0.003,0.59598796389167508,366.086238861084
2017-07-04 04:57:56.121145,opt6,0,0.003,0.62026078234704107,0
2017-07-04 04:57:57.925772,opt1,len5,0.003,0.0,0.03495287895202637
2017-07-04 04:57:59.662603,opt2,len5,0.003,0.0,0.017563819885253906
