currenttime,k,restarts,accuracy
2018-06-01 15:04:49.908789,4,5,0.9081318681318682
2018-06-01 15:04:50.253325,4,4,0.9081318681318682
2018-06-01 15:04:50.595805,4,3,0.9081318681318682
2018-06-01 15:04:50.947924,4,2,0.9081318681318682
2018-06-01 15:04:51.292816,4,99,0.9081318681318682
2018-06-01 15:04:53.988978,5,10,0.8740659340659341
2018-06-01 15:04:54.344359,5,5,0.8740659340659341
2018-06-01 15:04:54.701530,5,4,0.8740659340659341
2018-06-01 15:04:55.059376,5,3,0.8740659340659341
2018-06-01 15:04:55.423629,5,2,0.5829670329670329
2018-06-01 15:04:55.780396,5,99,0.8740659340659341
2018-06-01 15:04:58.813150,6,10,0.8502195875572837
2018-06-01 15:04:59.188322,6,5,0.8502195875572837
2018-06-01 15:04:59.548839,6,4,0.8502195875572837
2018-06-01 15:04:59.915405,6,3,0.8502195875572837
2018-06-01 15:05:00.294159,6,2,0.8502195875572837
2018-06-01 15:05:00.665358,6,99,0.8502195875572837
2018-06-01 15:05:05.274484,7,10,0.8261501209447362
2018-06-01 15:05:05.650387,7,5,0.8261501209447362
2018-06-01 15:05:06.019666,7,4,0.8261501209447362
2018-06-01 15:05:06.386995,7,3,0.8261501209447362
2018-06-01 15:05:06.763155,7,2,0.8261501209447362
2018-06-01 15:05:07.141715,7,99,0.8261501209447362
2018-06-01 15:05:12.909362,8,10,0.7929712078804053
2018-06-01 15:05:13.291053,8,5,0.7929712078804053
2018-06-01 15:05:13.653550,8,4,0.7929712078804053
2018-06-01 15:05:14.015790,8,3,0.7929712078804053
2018-06-01 15:05:14.382952,8,2,0.7929712078804053
2018-06-01 15:05:14.745416,8,99,0.7927515242248693
2018-06-01 15:05:17.687388,3,5,0.9512088624775893
2018-06-01 15:05:18.036062,3,4,0.9512088624775893
2018-06-01 15:05:18.376087,3,3,0.9512088624775893
2018-06-01 15:05:18.719266,3,2,0.9512088624775893
2018-06-01 15:05:19.069342,3,99,0.9512088624775893
2018-06-01 15:05:21.817921,4,10,0.9075824175824175
2018-06-01 15:05:22.162230,4,5,0.9075824175824175
2018-06-01 15:05:22.502204,4,4,0.9075824175824175
2018-06-01 15:05:22.839934,4,3,0.9075824175824175
2018-06-01 15:05:23.189607,4,2,0.9075824175824175
2018-06-01 15:05:23.523746,4,99,0.9075824175824175
2018-06-01 15:05:26.203912,5,10,0.8756043956043957
2018-06-01 15:05:26.570464,5,5,0.872967032967033
2018-06-01 15:05:26.929483,5,4,0.872967032967033
2018-06-01 15:05:27.291458,5,3,0.872967032967033
2018-06-01 15:05:27.659880,5,2,0.872967032967033
2018-06-01 15:05:28.016046,5,99,0.8756043956043957
2018-06-01 15:05:31.157637,6,10,0.8542878882562608
2018-06-01 15:05:31.518020,6,5,0.8542878882562608
2018-06-01 15:05:31.873274,6,4,0.8542878882562608
2018-06-01 15:05:32.232342,6,3,0.8542878882562608
2018-06-01 15:05:32.596516,6,2,0.8542878882562608
2018-06-01 15:05:32.959413,6,99,0.8542878882562608
2018-06-01 15:05:37.448178,7,10,0.8184634581908062
2018-06-01 15:05:37.866136,7,5,0.8184634581908062
2018-06-01 15:05:38.249394,7,4,0.8184634581908062
2018-06-01 15:05:38.621851,7,3,0.8184634581908062
2018-06-01 15:05:39.002077,7,2,0.8184634581908062
2018-06-01 15:05:39.387802,7,99,0.8184634581908062
2018-06-01 15:05:45.591092,8,10,0.7969262885783097
2018-06-01 15:05:45.967809,8,5,0.7969262885783097
2018-06-01 15:05:46.339921,8,4,0.7969262885783097
2018-06-01 15:05:46.715875,8,3,0.7969262885783097
2018-06-01 15:05:47.094071,8,2,0.7969262885783097
2018-06-01 15:05:47.464985,8,99,0.7970361304060778
2018-06-01 15:05:50.429828,3,5,0.9514281959458192
2018-06-01 15:05:50.779518,3,4,0.9514281959458192
2018-06-01 15:05:51.122342,3,3,0.9514281959458192
2018-06-01 15:05:51.462024,3,2,0.9514281959458192
2018-06-01 15:05:51.815973,3,99,0.9514281959458192
2018-06-01 15:05:54.621039,4,10,0.9035164835164835
2018-06-01 15:05:54.965794,4,5,0.9035164835164835
2018-06-01 15:05:55.304334,4,4,0.9035164835164835
2018-06-01 15:05:55.646219,4,3,0.9035164835164835
2018-06-01 15:05:55.990712,4,2,0.9035164835164835
2018-06-01 15:05:56.329837,4,99,0.9035164835164835
2018-06-01 15:05:59.015011,5,10,0.8646153846153848
2018-06-01 15:05:59.391044,5,5,0.8646153846153848
2018-06-01 15:05:59.753097,5,4,0.8646153846153848
2018-06-01 15:06:00.115163,5,3,0.8646153846153848
2018-06-01 15:06:00.490651,5,2,0.8646153846153848
2018-06-01 15:06:00.851854,5,99,0.8646153846153848
2018-06-01 15:06:03.816580,6,10,0.8474777808637689
2018-06-01 15:06:04.187458,6,5,0.8474777808637689
2018-06-01 15:06:04.547426,6,4,0.8474777808637689
2018-06-01 15:06:04.910986,6,3,0.8474777808637689
2018-06-01 15:06:05.280054,6,2,0.8474777808637689
2018-06-01 15:06:05.647384,6,99,0.8474777808637689
2018-06-01 15:06:09.750571,7,10,0.819231172075002
2018-06-01 15:06:10.125306,7,5,0.819231172075002
2018-06-01 15:06:10.502413,7,4,0.819231172075002
2018-06-01 15:06:10.876058,7,3,0.819231172075002
2018-06-01 15:06:11.259249,7,2,0.819231172075002
2018-06-01 15:06:11.645884,7,99,0.819231172075002
2018-06-01 15:06:17.381809,8,10,0.7869237081671177
2018-06-01 15:06:17.762057,8,5,0.7869237081671177
2018-06-01 15:06:18.131691,8,4,0.7869237081671177
2018-06-01 15:06:18.511955,8,3,0.7869237081671177
2018-06-01 15:06:18.892099,8,2,0.7869237081671177
2018-06-01 15:06:19.269205,8,99,0.7870335499948857
2018-06-01 15:32:30.510720,3,5,0.9531867758327915
2018-06-01 15:32:30.861104,3,4,0.9531867758327915
2018-06-01 15:32:31.212324,3,3,0.9531867758327915
2018-06-01 15:32:31.591817,3,2,0.9546153593703713
2018-06-01 15:32:32.017614,3,99,0.9531867758327915
2018-06-01 15:32:35.175999,4,10,0.9075824175824175
2018-06-01 15:32:35.785649,4,5,0.9075824175824175
2018-06-01 15:32:36.151536,4,4,0.9075824175824175
2018-06-01 15:32:36.656946,4,3,0.9075824175824175
2018-06-01 15:32:37.087498,4,2,0.9075824175824175
2018-06-01 15:32:37.551386,4,99,0.9075824175824175
2018-06-01 15:32:41.515636,5,10,0.8734065934065935
2018-06-01 15:32:42.030298,5,5,0.8734065934065935
2018-06-01 15:32:42.527879,5,4,0.8734065934065935
2018-06-01 15:32:42.999378,5,3,0.8734065934065935
2018-06-01 15:32:43.372045,5,2,0.8734065934065935
2018-06-01 15:32:43.736238,5,99,0.8734065934065935
2018-06-01 15:32:47.409695,6,10,0.8494471253992502
2018-06-01 15:32:47.796778,6,5,0.8494471253992502
2018-06-01 15:32:48.198960,6,4,0.8494471253992502
2018-06-01 15:32:48.785767,6,3,0.8494471253992502
2018-06-01 15:32:49.173323,6,2,0.3795690991991853
2018-06-01 15:32:49.667348,6,99,0.8494471253992502
2018-06-01 15:32:53.449797,7,10,0.8233053836883869
2018-06-01 15:32:53.830219,7,5,0.8233053836883869
2018-06-01 15:32:54.199923,7,4,0.8233053836883869
2018-06-01 15:32:54.646906,7,3,0.8233053836883869
2018-06-01 15:32:55.031303,7,2,0.8233053836883869
2018-06-01 15:32:55.423200,7,99,0.8233053836883869
2018-06-01 15:33:03.606451,8,10,0.7919865059217724
2018-06-01 15:33:04.079539,8,5,0.7919865059217724
2018-06-01 15:33:04.623871,8,4,0.7919865059217724
2018-06-01 15:33:05.008407,8,3,0.7919865059217724
2018-06-01 15:33:05.519597,8,2,0.7919865059217724
2018-06-01 15:33:05.903415,8,99,0.7919865059217724
2018-06-01 15:33:08.930385,3,5,0.9527472757551646
2018-06-01 15:33:09.294850,3,4,0.9527472757551646
2018-06-01 15:33:09.649104,3,3,0.9527472757551646
2018-06-01 15:33:09.980302,3,2,0.9527472757551646
2018-06-01 15:33:10.344373,3,99,0.9527472757551646
2018-06-01 15:33:13.163699,4,10,0.9104395604395603
2018-06-01 15:33:13.514189,4,5,0.9104395604395603
2018-06-01 15:33:13.857518,4,4,0.9104395604395603
2018-06-01 15:33:14.206239,4,3,0.9104395604395603
2018-06-01 15:33:14.571396,4,2,0.9104395604395603
2018-06-01 15:33:14.928595,4,99,0.9104395604395603
2018-06-01 15:33:17.758570,5,10,0.8776923076923075
2018-06-01 15:33:18.134441,5,5,0.8776923076923075
2018-06-01 15:33:18.487587,5,4,0.43582417582417576
2018-06-01 15:33:18.843316,5,3,0.43582417582417576
2018-06-01 15:33:19.205550,5,2,0.29285714285714287
2018-06-01 15:33:19.564553,5,99,0.8776923076923075
2018-06-01 15:33:22.845618,6,10,0.8487898092857473
2018-06-01 15:33:23.210596,6,5,0.8487898092857473
2018-06-01 15:33:23.585098,6,4,0.8487898092857473
2018-06-01 15:33:23.963778,6,3,0.8487898092857473
2018-06-01 15:33:24.340650,6,2,0.8487898092857473
2018-06-01 15:33:24.732223,6,99,0.8487898092857473
2018-06-01 15:33:28.808080,7,10,0.8159429049954341
2018-06-01 15:33:29.184307,7,5,0.8159429049954341
2018-06-01 15:33:29.572069,7,4,0.8159429049954341
2018-06-01 15:33:29.946866,7,3,0.8159429049954341
2018-06-01 15:33:30.313518,7,2,0.8159429049954341
2018-06-01 15:33:30.675872,7,99,0.8159429049954341
2018-06-01 15:33:37.109004,8,10,0.7987874004643191
2018-06-01 15:33:37.699457,8,5,0.7987874004643191
2018-06-01 15:33:38.312721,8,4,0.7987874004643191
2018-06-01 15:33:38.876848,8,3,0.7987874004643191
2018-06-01 15:33:39.482329,8,2,0.7987874004643191
2018-06-01 15:33:40.038967,8,99,0.7987874004643191
2018-06-01 15:33:43.835690,3,5,0.9518679495881494
2018-06-01 15:33:44.208737,3,4,0.9518679495881494
2018-06-01 15:33:44.557576,3,3,0.9518679495881494
2018-06-01 15:33:44.899790,3,2,0.9518679495881494
2018-06-01 15:33:45.254813,3,99,0.9518679495881494
2018-06-01 15:33:48.134672,4,10,0.9035164835164836
2018-06-01 15:33:48.484224,4,5,0.9035164835164836
2018-06-01 15:33:48.828073,4,4,0.9035164835164836
2018-06-01 15:33:49.176647,4,3,0.9035164835164836
2018-06-01 15:33:49.669201,4,2,0.9035164835164836
2018-06-01 15:33:50.196360,4,99,0.9035164835164836
2018-06-01 15:33:54.337416,5,10,0.8827472527472526
2018-06-01 15:33:54.819174,5,5,0.8827472527472526
2018-06-01 15:33:55.369693,5,4,0.8827472527472526
2018-06-01 15:33:55.754607,5,3,0.8827472527472526
2018-06-01 15:33:56.148132,5,2,0.8827472527472526
2018-06-01 15:33:56.523753,5,99,0.8827472527472526
2018-06-01 15:33:59.579153,6,10,0.8504449613479609
2018-06-01 15:33:59.943480,6,5,0.8504449613479609
2018-06-01 15:34:00.318358,6,4,0.8504449613479609
2018-06-01 15:34:00.694447,6,3,0.8504449613479609
2018-06-01 15:34:01.061592,6,2,0.8504449613479609
2018-06-01 15:34:01.432573,6,99,0.8504449613479609
2018-06-01 15:34:05.065588,7,10,0.8210973644718944
2018-06-01 15:34:05.564935,7,5,0.8210973644718944
2018-06-01 15:34:06.175292,7,4,0.8210973644718944
2018-06-01 15:34:06.770234,7,3,0.8210973644718944
2018-06-01 15:34:07.370943,7,2,0.8210973644718944
2018-06-01 15:34:07.949384,7,99,0.8210973644718944
2018-06-01 15:34:15.584087,8,10,0.796809085217111
2018-06-01 15:34:15.984352,8,5,0.796809085217111
2018-06-01 15:34:16.383418,8,4,0.796809085217111
2018-06-01 15:34:16.743881,8,3,0.796809085217111
2018-06-01 15:34:17.107788,8,2,0.796809085217111
2018-06-01 15:34:17.485316,8,99,0.796919314494007
2018-06-01 15:34:21.661369,3,5,0.9535162650527781
2018-06-01 15:34:22.210563,3,4,0.9535162650527781
2018-06-01 15:34:22.761552,3,3,0.9535162650527781
2018-06-01 15:34:23.260487,3,2,0.9535162650527781
2018-06-01 15:34:23.722063,3,99,0.9535162650527781
2018-06-01 15:34:26.927959,4,10,0.9113186813186812
2018-06-01 15:34:27.310107,4,5,0.9113186813186812
2018-06-01 15:34:27.664457,4,4,0.9113186813186812
2018-06-01 15:34:28.229896,4,3,0.9113186813186812
2018-06-01 15:34:28.677756,4,2,0.9113186813186812
2018-06-01 15:34:29.279581,4,99,0.9113186813186812
2018-06-01 15:34:32.339668,5,10,0.8748351648351648
2018-06-01 15:34:32.710409,5,5,0.8747252747252748
2018-06-01 15:34:33.079256,5,4,0.8747252747252748
2018-06-01 15:34:33.455335,5,3,0.8747252747252748
2018-06-01 15:34:33.822908,5,2,0.8747252747252748
2018-06-01 15:34:34.193260,5,99,0.8748351648351648
2018-06-01 15:34:37.267082,6,10,0.8495663218071563
2018-06-01 15:34:37.632882,6,5,0.8495663218071563
2018-06-01 15:34:38.012949,6,4,0.8495663218071563
2018-06-01 15:34:38.370928,6,3,0.37615666805536274
2018-06-01 15:34:38.735605,6,2,0.37615666805536274
2018-06-01 15:34:39.109085,6,99,0.8495663218071563
2018-06-01 15:34:43.370713,7,10,0.816372756775146
2018-06-01 15:34:43.747055,7,5,0.816372756775146
2018-06-01 15:34:44.109849,7,4,0.816372756775146
2018-06-01 15:34:44.470274,7,3,0.816372756775146
2018-06-01 15:34:44.843972,7,2,0.816372756775146
2018-06-01 15:34:45.215289,7,99,0.8162627820693283
2018-06-01 15:34:51.675194,8,10,0.7933034455076049
2018-06-01 15:34:52.051487,8,5,0.7933034455076049
2018-06-01 15:34:52.424111,8,4,0.7933034455076049
2018-06-01 15:34:52.804753,8,3,0.7933034455076049
2018-06-01 15:34:53.177517,8,2,0.7933034455076049
2018-06-01 15:34:53.642515,8,99,0.7929739200243009
2018-06-01 15:34:57.930198,3,5,0.9504392573799826
2018-06-01 15:34:58.514602,3,4,0.9504392573799826
2018-06-01 15:34:58.987180,3,3,0.9504392573799826
2018-06-01 15:34:59.451170,3,2,0.9504392573799826
2018-06-01 15:34:59.823355,3,99,0.9504392573799826
2018-06-01 15:35:02.963748,4,10,0.907032967032967
2018-06-01 15:35:03.348658,4,5,0.907032967032967
2018-06-01 15:35:03.981108,4,4,0.907032967032967
2018-06-01 15:35:04.398088,4,3,0.907032967032967
2018-06-01 15:35:04.730672,4,2,0.5375824175824175
2018-06-01 15:35:05.190537,4,99,0.907032967032967
2018-06-01 15:35:08.049263,5,10,0.8834065934065933
2018-06-01 15:35:08.443702,5,5,0.8834065934065933
2018-06-01 15:35:08.867961,5,4,0.8834065934065933
2018-06-01 15:35:09.251834,5,3,0.8834065934065933
2018-06-01 15:35:09.620059,5,2,0.8834065934065933
2018-06-01 15:35:09.995112,5,99,0.8834065934065933
2018-06-01 15:35:13.855015,6,10,0.8463714530389298
2018-06-01 15:35:14.323837,6,5,0.8463714530389298
2018-06-01 15:35:14.874124,6,4,0.8463714530389298
2018-06-01 15:35:15.314094,6,3,0.8463714530389298
2018-06-01 15:35:15.778074,6,2,0.8463714530389298
2018-06-01 15:35:16.173549,6,99,0.8463714530389298
2018-06-01 15:35:20.601012,7,10,0.8186720943470748
2018-06-01 15:35:20.979203,7,5,0.8186720943470748
2018-06-01 15:35:21.346152,7,4,0.8186720943470748
2018-06-01 15:35:21.711329,7,3,0.8186720943470748
2018-06-01 15:35:22.198857,7,2,0.8186720943470748
2018-06-01 15:35:22.670104,7,99,0.8186720943470748
2018-06-01 15:35:32.889671,8,10,0.7952685874844634
2018-06-01 15:35:33.349517,8,5,0.7952685874844634
2018-06-01 15:35:33.840121,8,4,0.7952685874844634
2018-06-01 15:35:34.424479,8,3,0.7952685874844634
2018-06-01 15:35:34.858493,8,2,0.7953788167613591
2018-06-01 15:35:35.492042,8,99,0.7950489038289272
2018-06-01 15:35:39.069324,3,5,0.946372622894299
2018-06-01 15:35:39.444696,3,4,0.946372622894299
2018-06-01 15:35:39.790617,3,3,0.946372622894299
2018-06-01 15:35:40.147396,3,2,0.946372622894299
2018-06-01 15:35:40.526049,3,99,0.946372622894299
2018-06-01 15:35:44.262262,4,10,0.9093406593406592
2018-06-01 15:35:44.849873,4,5,0.9093406593406592
2018-06-01 15:35:45.303301,4,4,0.9093406593406592
2018-06-01 15:35:45.788716,4,3,0.9093406593406592
2018-06-01 15:35:46.177703,4,2,0.5294505494505495
2018-06-01 15:35:46.560159,4,99,0.9093406593406592
2018-06-01 15:35:49.791308,5,10,0.8772527472527472
2018-06-01 15:35:50.322906,5,5,0.43791208791208786
2018-06-01 15:35:50.780342,5,4,0.4428571428571428
2018-06-01 15:35:51.273123,5,3,0.3012087912087912
2018-06-01 15:35:51.871218,5,2,0.3012087912087912
2018-06-01 15:35:52.416230,5,99,0.8772527472527472
2018-06-01 15:35:57.034917,6,10,0.8469275100680461
2018-06-01 15:35:57.557016,6,5,0.8469275100680461
2018-06-01 15:35:57.957629,6,4,0.8469275100680461
2018-06-01 15:35:58.354856,6,3,0.8469275100680461
2018-06-01 15:35:58.740760,6,2,0.8469275100680461
2018-06-01 15:35:59.114268,6,99,0.8469275100680461
2018-06-01 15:36:03.795178,7,10,0.8175818867586871
2018-06-01 15:36:04.221994,7,5,0.8175818867586871
2018-06-01 15:36:04.661198,7,4,0.8175818867586871
2018-06-01 15:36:05.045134,7,3,0.8175818867586871
2018-06-01 15:36:05.414749,7,2,0.8175818867586871
2018-06-01 15:36:05.792368,7,99,0.8175818867586871
2018-06-01 15:36:12.624430,8,10,0.7870265759105829
2018-06-01 15:36:13.051024,8,5,0.7870265759105829
2018-06-01 15:36:13.632247,8,4,0.7870265759105829
2018-06-01 15:36:14.139253,8,3,0.7872462595661189
2018-06-01 15:36:14.566449,8,2,0.7872462595661189
2018-06-01 15:36:14.966986,8,99,0.787136417738351
2018-06-01 15:36:18.094858,3,5,0.9506593153187928
2018-06-01 15:36:18.455257,3,4,0.9506593153187928
2018-06-01 15:36:18.808676,3,3,0.9506593153187928
2018-06-01 15:36:19.151102,3,2,0.9506593153187928
2018-06-01 15:36:19.501019,3,99,0.9506593153187928
2018-06-01 15:36:23.084113,4,10,0.9082417582417582
2018-06-01 15:36:23.653251,4,5,0.9082417582417582
2018-06-01 15:36:24.207225,4,4,0.9082417582417582
2018-06-01 15:36:24.785157,4,3,0.9082417582417582
2018-06-01 15:36:25.346547,4,2,0.1542857142857143
2018-06-01 15:36:25.903306,4,99,0.9082417582417582
2018-06-01 15:36:29.064588,5,10,0.878131868131868
2018-06-01 15:36:29.412822,5,5,0.878131868131868
2018-06-01 15:36:29.779751,5,4,0.878131868131868
2018-06-01 15:36:30.135640,5,3,0.878131868131868
2018-06-01 15:36:30.495341,5,2,0.878131868131868
2018-06-01 15:36:30.864049,5,99,0.878131868131868
2018-06-01 15:36:33.940354,6,10,0.8497821483127344
2018-06-01 15:36:34.346149,6,5,0.8497821483127344
2018-06-01 15:36:34.700600,6,4,0.8497821483127344
2018-06-01 15:36:35.056278,6,3,0.8497821483127344
2018-06-01 15:36:35.421050,6,2,0.8497821483127344
2018-06-01 15:36:35.785793,6,99,0.8497821483127344
2018-06-01 15:36:41.589392,7,10,0.8156038639973888
2018-06-01 15:36:42.181311,7,5,0.8156038639973888
2018-06-01 15:36:42.671407,7,4,0.8156038639973888
2018-06-01 15:36:43.134189,7,3,0.8156038639973888
2018-06-01 15:36:43.525917,7,2,0.8156038639973888
2018-06-01 15:36:44.061526,7,99,0.8156038639973888
2018-06-01 15:36:50.388775,8,10,0.7899872684216562
2018-06-01 15:36:50.992638,8,5,0.7897675847661203
2018-06-01 15:36:51.579532,8,4,0.7897675847661203
2018-06-01 15:36:52.180914,8,3,0.7897675847661203
2018-06-01 15:36:52.771628,8,2,0.7899872684216562
2018-06-01 15:36:53.384877,8,99,0.7899872684216562
2018-06-01 15:36:57.328378,3,5,0.950879409481132
2018-06-01 15:36:57.686871,3,4,0.950879409481132
2018-06-01 15:36:58.042288,3,3,0.19329643025090662
2018-06-01 15:36:58.388481,3,2,0.16857140849324392
2018-06-01 15:36:58.742849,3,99,0.950879409481132
2018-06-01 15:37:02.391805,4,10,0.9057142857142857
2018-06-01 15:37:02.751820,4,5,0.9057142857142857
2018-06-01 15:37:03.107010,4,4,0.9057142857142857
2018-06-01 15:37:03.462429,4,3,0.9057142857142857
2018-06-01 15:37:03.814067,4,2,0.9057142857142857
2018-06-01 15:37:04.174508,4,99,0.9057142857142857
2018-06-01 15:37:07.453705,5,10,0.8784615384615385
2018-06-01 15:37:07.822234,5,5,0.8784615384615385
2018-06-01 15:37:08.200945,5,4,0.8784615384615385
2018-06-01 15:37:08.577809,5,3,0.8784615384615385
2018-06-01 15:37:08.955925,5,2,0.8784615384615385
2018-06-01 15:37:09.320110,5,99,0.8784615384615385
2018-06-01 15:37:12.953615,6,10,0.8547247488774707
2018-06-01 15:37:13.353735,6,5,0.8547247488774707
2018-06-01 15:37:13.728479,6,4,0.8547247488774707
2018-06-01 15:37:14.096229,6,3,0.8547247488774707
2018-06-01 15:37:14.479170,6,2,0.8547247488774707
2018-06-01 15:37:14.860027,6,99,0.8547247488774707
2018-06-01 15:37:18.701148,7,10,0.8159299879236377
2018-06-01 15:37:19.098629,7,5,0.8159299879236377
2018-06-01 15:37:19.479999,7,4,0.8159299879236377
2018-06-01 15:37:19.864431,7,3,0.33519332710710287
2018-06-01 15:37:20.237673,7,2,0.33519332710710287
2018-06-01 15:37:20.618407,7,99,0.8159299879236377
2018-06-01 15:37:26.615977,8,10,0.7914314850460133
2018-06-01 15:37:27.011856,8,5,0.7915413268737814
2018-06-01 15:37:27.391696,8,4,0.7915413268737814
2018-06-01 15:37:27.766492,8,3,0.7915413268737814
2018-06-01 15:37:28.145960,8,2,0.7915413268737814
2018-06-01 15:37:28.530248,8,99,0.7913216432182455
2018-06-01 15:37:31.778135,3,5,0.9524172431822429
2018-06-01 15:37:32.129151,3,4,0.9524172431822429
2018-06-01 15:37:32.484731,3,3,0.17021983262845966
2018-06-01 15:37:32.837843,3,2,0.17021983262845966
2018-06-01 15:37:33.181722,3,99,0.9524172431822429
2018-06-01 15:37:36.247478,4,10,0.907032967032967
2018-06-01 15:37:36.602404,4,5,0.907032967032967
2018-06-01 15:37:36.964963,4,4,0.907032967032967
2018-06-01 15:37:37.319272,4,3,0.907032967032967
2018-06-01 15:37:37.666124,4,2,0.907032967032967
2018-06-01 15:37:38.025968,4,99,0.907032967032967
2018-06-01 15:37:41.214720,5,10,0.8786813186813187
2018-06-01 15:37:41.590847,5,5,0.8786813186813187
2018-06-01 15:37:41.974659,5,4,0.8786813186813187
2018-06-01 15:37:42.347761,5,3,0.8786813186813187
2018-06-01 15:37:42.721833,5,2,0.8786813186813187
2018-06-01 15:37:43.103651,5,99,0.8786813186813187
2018-06-01 15:37:46.961856,6,10,0.8505520066657407
2018-06-01 15:37:47.471666,6,5,0.8505520066657407
2018-06-01 15:37:47.936654,6,4,0.8505520066657407
2018-06-01 15:37:48.322901,6,3,0.8505520066657407
2018-06-01 15:37:48.799157,6,2,0.8505520066657407
2018-06-01 15:37:49.187009,6,99,0.8505520066657407
2018-06-01 15:37:55.929822,7,10,0.8171444345965668
2018-06-01 15:37:56.320929,7,5,0.8171444345965668
2018-06-01 15:37:56.678843,7,4,0.8171444345965668
2018-06-01 15:37:57.047350,7,3,0.8171444345965668
2018-06-01 15:37:57.436328,7,2,0.8172540716977619
2018-06-01 15:37:57.815951,7,99,0.8172540716977619
2018-06-01 15:38:05.320443,8,10,0.794061102277271
2018-06-01 15:38:05.722503,8,5,0.794061102277271
2018-06-01 15:38:06.123212,8,4,0.794061102277271
2018-06-01 15:38:06.551343,8,3,0.794061102277271
2018-06-01 15:38:07.192292,8,2,0.794061102277271
2018-06-01 15:38:07.747975,8,99,0.794061102277271
2018-06-01 15:38:12.270122,3,5,0.9529673336939748
2018-06-01 15:38:12.759846,3,4,0.9529673336939748
2018-06-01 15:38:13.162146,3,3,0.9529673336939748
2018-06-01 15:38:13.600551,3,2,0.9529673336939748
2018-06-01 15:38:14.051602,3,99,0.9529673336939748
2018-06-01 15:38:17.461569,4,10,0.9094505494505495
2018-06-01 15:38:17.906392,4,5,0.9094505494505495
2018-06-01 15:38:18.286856,4,4,0.9094505494505495
2018-06-01 15:38:18.657170,4,3,0.9094505494505495
2018-06-01 15:38:19.139811,4,2,0.9094505494505495
2018-06-01 15:38:19.537437,4,99,0.9094505494505495
2018-06-01 15:38:23.297477,5,10,0.8787912087912086
2018-06-01 15:38:23.885392,5,5,0.8787912087912086
2018-06-01 15:38:24.384366,5,4,0.8787912087912086
2018-06-01 15:38:24.766508,5,3,0.8787912087912086
2018-06-01 15:38:25.151109,5,2,0.8787912087912086
2018-06-01 15:38:25.550061,5,99,0.8787912087912086
2018-06-01 15:38:28.752247,6,10,0.8421975535805212
2018-06-01 15:38:29.137134,6,5,0.8421975535805212
2018-06-01 15:38:29.541458,6,4,0.8421975535805212
2018-06-01 15:38:29.944155,6,3,0.8421975535805212
2018-06-01 15:38:30.334612,6,2,0.8421975535805212
2018-06-01 15:38:30.750251,6,99,0.8421975535805212
2018-06-01 15:38:35.401280,7,10,0.8212080159427388
2018-06-01 15:38:35.836210,7,5,0.8212080159427388
2018-06-01 15:38:36.274312,7,4,0.8212080159427388
2018-06-01 15:38:36.719936,7,3,0.8212080159427388
2018-06-01 15:38:37.220534,7,2,0.8212080159427388
2018-06-01 15:38:37.727881,7,99,0.8212080159427388
2018-06-01 15:38:46.668058,8,10,0.7915463637124446
2018-06-01 15:38:47.061191,8,5,0.7915463637124446
2018-06-01 15:38:47.455842,8,4,0.7915463637124446
2018-06-01 15:38:47.851460,8,3,0.7915463637124446
2018-06-01 15:38:48.251708,8,2,0.7915463637124446
2018-06-01 15:38:48.647059,8,99,0.7916562055402125
2018-06-01 15:49:18.617491,3,5,0.9491211556059208
2018-06-01 15:49:18.971596,3,4,0.9491211556059208
2018-06-01 15:49:19.315645,3,3,0.9491211556059208
2018-06-01 15:49:19.658292,3,2,0.9491211556059208
2018-06-01 15:49:19.997320,3,99,0.9491211556059208
2018-06-01 16:38:47.342924,3,5,0.9508788661281966
2018-06-01 16:38:47.687541,3,4,0.9508788661281966
2018-06-01 16:38:48.057490,3,3,0.9508788661281966
2018-06-01 16:38:48.420764,3,2,0.1752748261035154
2018-06-01 16:38:48.786781,3,99,0.9508788661281966
2018-06-01 16:38:52.354449,4,10,0.9063736263736264
2018-06-01 16:38:52.937227,4,5,0.9063736263736264
2018-06-01 16:38:53.468295,4,4,0.9063736263736264
2018-06-01 16:38:53.988118,4,3,0.158021978021978
2018-06-01 16:38:54.499298,4,2,0.158021978021978
2018-06-01 16:38:55.044418,4,99,0.9063736263736264
2018-06-01 16:38:58.470065,5,10,0.8716483516483517
2018-06-01 16:38:58.823450,5,5,0.8716483516483517
2018-06-01 16:38:59.172827,5,4,0.8716483516483517
2018-06-01 16:38:59.522248,5,3,0.8716483516483517
2018-06-01 16:38:59.891677,5,2,0.8716483516483517
2018-06-01 16:39:00.246273,5,99,0.8716483516483517
2018-06-01 16:39:03.618003,6,10,0.8502169837522566
2018-06-01 16:39:03.992756,6,5,0.8502169837522566
2018-06-01 16:39:04.353286,6,4,0.8502169837522566
2018-06-01 16:39:04.716652,6,3,0.8502169837522566
2018-06-01 16:39:05.077894,6,2,0.8502169837522566
2018-06-01 16:39:05.444466,6,99,0.8502169837522566
2018-06-01 16:39:09.857275,7,10,0.8198865433536767
2018-06-01 16:39:10.255739,7,5,0.8198865433536767
2018-06-01 16:39:10.621879,7,4,0.8198865433536767
2018-06-01 16:39:10.979761,7,3,0.6206222558201571
2018-06-01 16:39:11.638243,7,2,0.5324881169794634
2018-06-01 16:39:12.143585,7,99,0.8198865433536767
2018-06-01 16:39:19.597078,8,10,0.7936294839487575
