currenttime,option,f,scaling,diff
2017-07-01 01:50:15.489665,opt2,0.10903748927657292,10,0.004498356917780404
2017-07-01 01:50:16.302641,opt3,0.10903748927657292,100,0.0044787626003734305
2017-07-01 01:50:16.431722,opt1,0.08999999999999997,0,0.035500346966196021
2017-07-01 01:50:16.568815,opt2,0.08999999999999997,10,0.0056231866801710259
2017-07-01 01:50:17.402559,opt3,0.08999999999999997,100,0.0055499348937086291
2017-07-01 01:50:17.537010,opt1,0.07428637667412162,0,0.072145234284723081
2017-07-01 01:50:17.681273,opt2,0.07428637667412162,10,0.0050452239989938084
2017-07-01 01:50:18.441558,opt3,0.07428637667412162,100,0.00498592822770635
2017-07-01 01:50:18.584908,opt1,0.061316286215216495,0,0.026873423525116052
2017-07-01 01:50:18.813705,opt2,0.061316286215216495,10,0.0077281488860857289
2017-07-01 01:50:19.495462,opt3,0.061316286215216495,100,0.0077447353535251761
2017-07-01 01:50:19.641767,opt1,0.05061071926713139,0,0.030422432887351785
2017-07-01 01:50:19.818287,opt2,0.05061071926713139,10,0.0098618910028348914
2017-07-01 01:50:20.891561,opt3,0.05061071926713139,100,0.0098492642803746037
2017-07-01 01:50:21.041101,opt1,0.04177429950251499,0,0.049787662605473994
2017-07-01 01:50:21.185159,opt2,0.04177429950251499,10,0.0048470375028410251
2017-07-01 01:50:21.970119,opt3,0.04177429950251499,100,0.0048774345594722055
2017-07-01 01:50:22.113209,opt1,0.03448068164601557,0,0.062866713734554741
2017-07-01 01:50:22.287695,opt2,0.03448068164601557,10,0.014301791427325393
2017-07-01 01:50:23.878066,opt3,0.03448068164601557,100,nan
2017-07-01 01:50:24.003218,opt1,0.0284604989415154,0,0.040094402242423742
2017-07-01 01:50:24.169574,opt2,0.0284604989415154,10,0.0081163709841565717
2017-07-01 01:50:24.969607,opt3,0.0284604989415154,100,0.0079591056329573768
2017-07-01 01:50:25.116625,opt1,0.023491414941142815,0,0.054676405448511899
2017-07-01 01:50:25.298320,opt2,0.023491414941142815,10,0.0091468818548167234
2017-07-01 01:50:26.039211,opt3,0.023491414941142815,100,0.0091082212301771479
2017-07-01 01:50:26.216862,opt1,0.01938991221028694,0,0.14076091592099671
2017-07-01 01:50:26.437499,opt2,0.01938991221028694,10,0.0084206973312250591
2017-07-01 01:50:27.195413,opt3,0.01938991221028694,100,0.0080667683389729506
2017-07-01 01:50:27.303754,opt1,0.016004514690350295,0,0.14392155370624907
2017-07-01 01:50:27.492834,opt2,0.016004514690350295,10,0.020811104761387911
2017-07-01 01:50:28.265887,opt3,0.016004514690350295,100,0.020816360169949397
2017-07-01 01:50:28.394582,opt1,0.013210193408598617,0,0.2794920325944778
2017-07-01 01:50:28.536308,opt2,0.013210193408598617,10,0.0060158064744951474
2017-07-01 01:50:29.131383,opt3,0.013210193408598617,100,0.0058166806303989044
2017-07-01 01:50:29.240742,opt1,0.010903748927657287,0,0.074902024561403033
2017-07-01 01:50:29.362080,opt2,0.010903748927657287,10,0.012544919581390656
2017-07-01 01:50:29.898344,opt3,0.010903748927657287,100,0.012183147349154219
2017-07-01 01:50:30.049986,opt1,0.008999999999999992,0,0.096308726283851398
2017-07-01 01:50:30.211519,opt2,0.008999999999999992,10,0.02069280985342558
2017-07-01 01:50:30.742867,opt3,0.008999999999999992,100,0.020864411427237162
2017-07-01 01:50:30.870799,opt1,0.0074286376674121595,0,0.63313567616927224
2017-07-01 01:50:31.011764,opt2,0.0074286376674121595,10,0.0042735735124323788
2017-07-01 01:50:31.514964,opt3,0.0074286376674121595,100,0.0042678088469816468
2017-07-01 01:50:31.648291,opt1,0.006131628621521646,0,0.21305920946405499
2017-07-01 01:50:31.782767,opt2,0.006131628621521646,10,0.0227164097045051
2017-07-01 01:50:32.401077,opt3,0.006131628621521646,100,0.02164638166859658
2017-07-01 01:50:32.579302,opt1,0.005061071926713137,0,0.42426433054960011
2017-07-01 01:50:32.766613,opt2,0.005061071926713137,10,0.012689542028549957
2017-07-01 01:50:33.491616,opt3,0.005061071926713137,100,0.012608917734264799
2017-07-01 01:50:33.618684,opt1,0.004177429950251497,0,0.93814730013544889
2017-07-01 01:50:33.941001,opt2,0.004177429950251497,10,0.7806497293414425
2017-07-01 01:50:34.612843,opt3,0.004177429950251497,100,0.023372455093614786
2017-07-01 01:50:34.787389,opt1,0.0034480681646015554,0,0.47380698065866733
2017-07-01 01:50:34.956335,opt2,0.0034480681646015554,10,0.026779218763887745
2017-07-01 01:50:35.592245,opt3,0.0034480681646015554,100,0.025788721163720454
2017-07-01 01:50:35.729507,opt1,0.002846049894151538,0,0.47380698071528693
2017-07-01 01:50:35.871082,opt2,0.002846049894151538,10,0.027866650595452343
2017-07-01 01:50:36.510948,opt3,0.002846049894151538,100,0.028077981837555967
2017-07-01 01:50:36.637035,opt1,0.0023491414941142806,0,0.98994949366116669
2017-07-01 01:50:36.797792,opt2,0.0023491414941142806,10,0.9899494936611668
2017-07-01 01:50:37.371243,opt3,0.0023491414941142806,100,0.034510163480353365
2017-07-01 01:50:37.474008,opt1,0.0019389912210286931,0,0.70076681994938594
2017-07-01 01:50:37.558386,opt2,0.0019389912210286931,10,0.012080649649858707
2017-07-01 01:50:38.261073,opt3,0.0019389912210286931,100,0.012360363911072767
2017-07-01 01:50:38.433013,opt1,0.0016004514690350288,0,0.47380698071528699
2017-07-01 01:50:38.581684,opt2,0.0016004514690350288,10,0.025228965289361201
2017-07-01 01:50:39.322475,opt3,0.0016004514690350288,100,0.025150284774275201
2017-07-01 01:50:39.476061,opt1,0.001321019340859861,0,0.9899494936611668
2017-07-01 01:50:39.570326,opt2,0.001321019340859861,10,0.98994949366116669
2017-07-01 01:50:40.345943,opt3,0.001321019340859861,100,0.033410637467949332
2017-07-01 01:50:40.463041,opt1,0.0010903748927657284,0,0.98994949366116669
2017-07-01 01:50:40.544712,opt2,0.0010903748927657284,10,0.9899494936611668
2017-07-01 01:50:41.184319,opt3,0.0010903748927657284,100,0.082438539167455346
2017-07-01 01:50:41.306753,opt1,0.0008999999999999989,0,0.98994949366116669
2017-07-01 01:50:41.414463,opt2,0.0008999999999999989,10,0.98994949366116669
2017-07-01 01:50:42.188250,opt3,0.0008999999999999989,100,0.027772906722981546
2017-07-01 01:50:42.297217,opt1,0.0007428637667412156,0,0.9899494936611668
2017-07-01 01:50:42.376204,opt2,0.0007428637667412156,10,0.9899494936611668
2017-07-01 01:50:42.988312,opt3,0.0007428637667412156,100,0.040153210491353959
2017-07-01 01:50:43.127756,opt1,0.0006131628621521644,0,0.9899494936611668
2017-07-01 01:50:43.243294,opt2,0.0006131628621521644,10,0.98994949366116669
2017-07-01 01:50:44.041993,opt3,0.0006131628621521644,100,0.042356261011388049
2017-07-01 01:50:44.156380,opt1,0.0005061071926713135,0,0.98994949366116669
2017-07-01 01:50:44.268101,opt2,0.0005061071926713135,10,0.9899494936611668
2017-07-01 01:50:45.000076,opt3,0.0005061071926713135,100,0.02993722489041864
2017-07-01 01:50:45.156442,opt1,0.00041774299502514954,0,0.98994949366116669
2017-07-01 01:50:45.275014,opt2,0.00041774299502514954,10,0.9899494936611668
2017-07-01 01:50:45.926390,opt3,0.00041774299502514954,100,0.16309330585043208
2017-07-01 01:50:46.067773,opt1,0.0003448068164601554,0,0.98994949366116669
2017-07-01 01:50:46.173038,opt2,0.0003448068164601554,10,0.98994949366116669
2017-07-01 01:50:46.786315,opt3,0.0003448068164601554,100,0.10015749274918505
2017-07-01 01:50:46.929971,opt1,0.9,0,0.0014848020517892885
2017-07-01 01:50:47.114175,opt2,0.9,10,0.0024743568498435836
2017-07-01 01:50:47.816768,opt3,0.9,100,0.0024989400078132694
2017-07-01 01:50:47.985267,opt1,0.7428637667412166,0,0.0016964168216782312
2017-07-01 01:50:48.130210,opt2,0.7428637667412166,10,0.0025130059966849902
2017-07-01 01:50:48.725025,opt3,0.7428637667412166,100,0.0025362770508261571
2017-07-01 01:50:48.957637,opt1,0.6131628621521651,0,0.0073427419409199867
2017-07-01 01:50:49.092703,opt2,0.6131628621521651,10,0.003751930362892454
2017-07-01 01:50:49.752350,opt3,0.6131628621521651,100,0.0037338276864176995
2017-07-01 01:50:49.917799,opt1,0.5061071926713142,0,0.00772663390127521
2017-07-01 01:50:50.143704,opt2,0.5061071926713142,10,0.0039760279622295521
2017-07-01 01:50:50.933110,opt3,0.5061071926713142,100,0.0039596295064018789
2017-07-01 01:50:51.097086,opt1,0.41774299502515005,0,0.0040351065484434843
2017-07-01 01:50:51.281603,opt2,0.41774299502515005,10,0.0025483429805313227
2017-07-01 01:50:52.078007,opt3,0.41774299502515005,100,0.0025689568512338484
2017-07-01 01:50:52.218200,opt1,0.3448068164601558,0,0.002594839623882724
2017-07-01 01:50:52.377240,opt2,0.3448068164601558,10,0.0039242098876719885
2017-07-01 01:50:53.024366,opt3,0.3448068164601558,100,0.0039526756704191769
2017-07-01 01:50:53.187154,opt1,0.2846049894151541,0,0.01503807278599534
2017-07-01 01:50:53.317235,opt2,0.2846049894151541,10,0.0019836624386420369
2017-07-01 01:50:53.870431,opt3,0.2846049894151541,100,0.0020146424267461099
2017-07-01 01:50:53.988895,opt1,0.23491414941142824,0,0.0099690606771776127
2017-07-01 01:50:54.160346,opt2,0.23491414941142824,10,0.0031695079289622151
2017-07-01 01:50:54.845459,opt3,0.23491414941142824,100,0.0031956778437868647
2017-07-01 01:50:54.987786,opt1,0.19389912210286947,0,0.010412976749571994
2017-07-01 01:50:55.161499,opt2,0.19389912210286947,10,0.0068771164966685422
2017-07-01 01:50:55.952724,opt3,0.19389912210286947,100,0.0068705223209680538
2017-07-01 01:50:56.113631,opt1,0.16004514690350302,0,0.011205684044783941
2017-07-01 01:50:56.309151,opt2,0.16004514690350302,10,0.0041563910167119918
2017-07-01 01:50:57.500742,opt3,0.16004514690350302,100,0.0041330190987480565
2017-07-01 01:50:57.605849,opt1,0.13210193408598622,0,0.017094901342782597
2017-07-01 01:50:57.919296,opt2,0.13210193408598622,10,0.0055707349924536565
2017-07-01 01:50:58.658292,opt3,0.13210193408598622,100,0.0055751654338516508
2017-07-01 01:50:58.830088,opt1,0.10903748927657292,0,0.012282852626140692
2017-07-01 01:50:59.139344,opt2,0.10903748927657292,10,0.0063323693784417857
2017-07-01 01:50:59.954887,opt3,0.10903748927657292,100,0.0062278843877097605
2017-07-01 01:51:00.212659,opt1,0.08999999999999997,0,0.021165240381189717
2017-07-01 01:51:00.358507,opt2,0.08999999999999997,10,0.0022412178161336531
2017-07-01 01:51:01.082310,opt3,0.08999999999999997,100,0.0022754097457246079
2017-07-01 01:51:01.216940,opt1,0.07428637667412162,0,0.039692921062984471
2017-07-01 01:51:01.411282,opt2,0.07428637667412162,10,0.0025438322839710726
2017-07-01 01:51:02.263239,opt3,0.07428637667412162,100,0.0025636353035998279
2017-07-01 01:51:02.434964,opt1,0.061316286215216495,0,0.061861638546360675
2017-07-01 01:51:02.763682,opt2,0.061316286215216495,10,0.0021558266287288836
2017-07-01 01:51:03.490625,opt3,0.061316286215216495,100,0.0022082485633295422
2017-07-01 01:51:03.649046,opt1,0.05061071926713139,0,0.036876409383886866
2017-07-01 01:51:03.891064,opt2,0.05061071926713139,10,0.0090793169245829558
2017-07-01 01:51:04.822315,opt3,0.05061071926713139,100,0.0090166206624074895
2017-07-01 01:51:04.975760,opt1,0.04177429950251499,0,0.058252740129767749
2017-07-01 01:51:05.108622,opt2,0.04177429950251499,10,0.016377946708403045
2017-07-01 01:51:05.842367,opt3,0.04177429950251499,100,0.016320596737137635
2017-07-01 01:51:05.970537,opt1,0.03448068164601557,0,0.061088242797129398
2017-07-01 01:51:06.135158,opt2,0.03448068164601557,10,0.0052229942942334439
2017-07-01 01:51:06.925435,opt3,0.03448068164601557,100,0.0051586158191087843
2017-07-01 01:51:07.092020,opt1,0.0284604989415154,0,0.059512537884678349
2017-07-01 01:51:07.262104,opt2,0.0284604989415154,10,0.0047038002290591937
2017-07-01 01:51:07.970639,opt3,0.0284604989415154,100,0.0046668007638674455
2017-07-01 01:51:08.181703,opt1,0.023491414941142815,0,0.13543048874125832
2017-07-01 01:51:08.339265,opt2,0.023491414941142815,10,0.014112095843948163
2017-07-01 01:51:09.002857,opt3,0.023491414941142815,100,0.014041693848901528
2017-07-01 01:51:09.116678,opt1,0.01938991221028694,0,0.12112477366361804
2017-07-01 01:51:09.251593,opt2,0.01938991221028694,10,0.024776337356207028
2017-07-01 01:51:09.900547,opt3,0.01938991221028694,100,0.024624781486472184
2017-07-01 01:51:10.029768,opt1,0.016004514690350295,0,0.26563701390921979
2017-07-01 01:51:10.163845,opt2,0.016004514690350295,10,0.025734968968115741
2017-07-01 01:51:10.829113,opt3,0.016004514690350295,100,0.0254217685064075
2017-07-01 01:51:10.937320,opt1,0.013210193408598617,0,0.11238489757679836
2017-07-01 01:51:11.116252,opt2,0.013210193408598617,10,0.01341065154810717
2017-07-01 01:51:11.762226,opt3,0.013210193408598617,100,0.013188897919978621
2017-07-01 01:51:11.899667,opt1,0.010903748927657287,0,0.1580920250175458
2017-07-01 01:51:12.018291,opt2,0.010903748927657287,10,0.0049912624174349952
2017-07-01 01:51:12.770130,opt3,0.010903748927657287,100,0.0049329947485165114
2017-07-01 01:51:12.938367,opt1,0.008999999999999992,0,0.071302240063724862
2017-07-01 01:51:13.177564,opt2,0.008999999999999992,10,0.02059336057178604
2017-07-01 01:51:13.742046,opt3,0.008999999999999992,100,0.020722164476170736
2017-07-01 01:51:13.961153,opt1,0.0074286376674121595,0,0.20144024252621243
2017-07-01 01:51:14.104946,opt2,0.0074286376674121595,10,0.0081175527338395673
2017-07-01 01:51:14.791342,opt3,0.0074286376674121595,100,0.0078696377327993079
2017-07-01 01:51:14.929414,opt1,0.006131628621521646,0,0.42426252319803637
2017-07-01 01:51:15.060771,opt2,0.006131628621521646,10,0.010215954015400744
2017-07-01 01:51:15.621487,opt3,0.006131628621521646,100,0.010049084506235963
2017-07-01 01:51:15.779080,opt1,0.005061071926713137,0,0.42426252319803637
2017-07-01 01:51:15.907356,opt2,0.005061071926713137,10,0.029512151730055135
2017-07-01 01:51:16.526923,opt3,0.005061071926713137,100,0.029493823870427188
2017-07-01 01:51:16.679929,opt1,0.004177429950251497,0,0.3243912208451068
2017-07-01 01:51:16.819505,opt2,0.004177429950251497,10,0.025737223867878731
2017-07-01 01:51:17.504866,opt3,0.004177429950251497,100,0.025279741100297362
2017-07-01 01:51:17.685676,opt1,0.0034480681646015554,0,0.42426433054960011
2017-07-01 01:51:17.858946,opt2,0.0034480681646015554,10,0.040218923760837695
2017-07-01 01:51:18.601507,opt3,0.0034480681646015554,100,0.038971355752493483
2017-07-01 01:51:18.743417,opt1,0.002846049894151538,0,0.47380698065866733
2017-07-01 01:51:18.964525,opt2,0.002846049894151538,10,0.026521272396779975
2017-07-01 01:51:19.525612,opt3,0.002846049894151538,100,0.026579313593918019
2017-07-01 01:51:19.669097,opt1,0.0023491414941142806,0,0.47380698071528699
2017-07-01 01:51:19.817127,opt2,0.0023491414941142806,10,0.054693706172957351
2017-07-01 01:51:20.519456,opt3,0.0023491414941142806,100,0.05162039890834029
2017-07-01 01:51:20.626775,opt1,0.0019389912210286931,0,0.70076681976056454
2017-07-01 01:51:20.763794,opt2,0.0019389912210286931,10,0.029080524328908133
2017-07-01 01:51:21.399701,opt3,0.0019389912210286931,100,0.029463929051466307
2017-07-01 01:51:21.538514,opt1,0.0016004514690350288,0,0.98994949366116669
2017-07-01 01:51:21.619896,opt2,0.0016004514690350288,10,0.98994949366116669
2017-07-01 01:51:22.206576,opt3,0.0016004514690350288,100,0.063215914692329456
2017-07-01 01:51:22.335802,opt1,0.001321019340859861,0,0.98994949366116669
2017-07-01 01:51:22.417482,opt2,0.001321019340859861,10,0.98994949366116669
2017-07-01 01:51:23.371779,opt3,0.001321019340859861,100,0.058562024665075381
2017-07-01 01:51:23.509933,opt1,0.0010903748927657284,0,0.98994949366116669
2017-07-01 01:51:23.601742,opt2,0.0010903748927657284,10,0.9899494936611668
2017-07-01 01:51:24.510984,opt3,0.0010903748927657284,100,0.13442255756144619
2017-07-01 01:51:24.644247,opt1,0.0008999999999999989,0,0.9899494936611668
2017-07-01 01:51:24.747633,opt2,0.0008999999999999989,10,0.98994949366116669
2017-07-01 01:51:25.800405,opt3,0.0008999999999999989,100,0.03414174115852129
2017-07-01 01:51:25.911650,opt1,0.0007428637667412156,0,0.98994949366116669
2017-07-01 01:51:26.021301,opt2,0.0007428637667412156,10,0.98994949366116669
2017-07-01 01:51:26.954746,opt3,0.0007428637667412156,100,0.04769989778704245
2017-07-01 01:51:27.115355,opt1,0.0006131628621521644,0,0.47380698065866733
2017-07-01 01:51:27.258326,opt2,0.0006131628621521644,10,0.064211637716788755
2017-07-01 01:51:28.132731,opt3,0.0006131628621521644,100,0.064337580937945227
2017-07-01 01:51:28.253418,opt1,0.0005061071926713135,0,0.98994949366116669
2017-07-01 01:51:28.358579,opt2,0.0005061071926713135,10,0.9899494936611668
2017-07-01 01:51:29.308871,opt3,0.0005061071926713135,100,0.033947016956052296
2017-07-01 01:51:29.423525,opt1,0.00041774299502514954,0,0.98994949366116669
2017-07-01 01:51:29.539147,opt2,0.00041774299502514954,10,0.98994949366116669
2017-07-01 01:51:30.416727,opt3,0.00041774299502514954,100,0.17437072531295519
2017-07-01 01:51:30.553338,opt1,0.0003448068164601554,0,0.9899494936611668
2017-07-01 01:51:30.649455,opt2,0.0003448068164601554,10,0.9899494936611668
2017-07-01 01:51:31.586037,opt3,0.0003448068164601554,100,0.13330244701331245
2017-07-01 01:51:31.743317,opt1,0.9,0,0.0017058305985684431
2017-07-01 01:51:31.996751,opt2,0.9,10,0.0023459817447610337
2017-07-01 01:51:32.780857,opt3,0.9,100,0.0023765136646065688
2017-07-01 01:51:32.919070,opt1,0.7428637667412166,0,0.0015879708926240588
2017-07-01 01:51:33.218896,opt2,0.7428637667412166,10,0.0028937547919275662
2017-07-01 01:51:34.077916,opt3,0.7428637667412166,100,0.0029020460293104986
2017-07-01 01:51:34.204509,opt1,0.6131628621521651,0,0.0019281019901111016
2017-07-01 01:51:34.369572,opt2,0.6131628621521651,10,0.0024214507597691906
2017-07-01 01:51:35.520083,opt3,0.6131628621521651,100,0.0024382770079896094
2017-07-01 01:51:35.658359,opt1,0.5061071926713142,0,0.0061167040844415143
2017-07-01 01:51:35.849487,opt2,0.5061071926713142,10,0.0031767250544712283
2017-07-01 01:51:36.832499,opt3,0.5061071926713142,100,0.0031802047344839652
2017-07-01 01:51:36.995825,opt1,0.41774299502515005,0,0.0049880756932884187
2017-07-01 01:51:37.137856,opt2,0.41774299502515005,10,0.0033123011765805702
2017-07-01 01:51:38.259810,opt3,0.41774299502515005,100,0.003307379479340288
2017-07-01 01:51:38.414575,opt1,0.3448068164601558,0,0.0051745907581381674
2017-07-01 01:51:38.603326,opt2,0.3448068164601558,10,0.0021633991688444726
2017-07-01 01:51:39.681926,opt3,0.3448068164601558,100,0.0021844753891103112
2017-07-01 01:51:39.838573,opt1,0.2846049894151541,0,0.0067633902088912656
2017-07-01 01:51:40.037326,opt2,0.2846049894151541,10,0.0029566971342167379
2017-07-01 01:51:40.804156,opt3,0.2846049894151541,100,0.0029606549904801129
2017-07-01 01:51:40.936861,opt1,0.23491414941142824,0,0.004960140461522205
2017-07-01 01:51:41.076593,opt2,0.23491414941142824,10,0.0028929618918682141
2017-07-01 01:51:42.082984,opt3,0.23491414941142824,100,0.0029243731468172997
2017-07-01 01:51:42.195073,opt1,0.19389912210286947,0,0.0086179945844525752
2017-07-01 01:51:42.326458,opt2,0.19389912210286947,10,0.0020647040687082016
2017-07-01 01:51:43.261272,opt3,0.19389912210286947,100,0.0020976876822319077
2017-07-01 01:51:43.374547,opt1,0.16004514690350302,0,0.018023414208612872
2017-07-01 01:51:43.509692,opt2,0.16004514690350302,10,0.0045405314418946211
2017-07-01 01:51:44.382534,opt3,0.16004514690350302,100,0.0045557503445298993
2017-07-01 01:51:44.496211,opt1,0.13210193408598622,0,0.017697768289961578
2017-07-01 01:51:44.678689,opt2,0.13210193408598622,10,0.0027056159480335906
2017-07-01 01:51:45.696750,opt3,0.13210193408598622,100,0.0026114756746788191
2017-07-01 01:51:45.888823,opt1,0.10903748927657292,0,0.026823302858524446
2017-07-01 01:51:46.082371,opt2,0.10903748927657292,10,0.0048869156697529765
2017-07-01 01:51:47.113026,opt3,0.10903748927657292,100,0.0048142001371416368
2017-07-01 01:51:47.251995,opt1,0.08999999999999997,0,0.015607392834054859
2017-07-01 01:51:47.390622,opt2,0.08999999999999997,10,0.0045135074242722327
2017-07-01 01:51:48.296338,opt3,0.08999999999999997,100,0.0044761305597105713
2017-07-01 01:51:48.419159,opt1,0.07428637667412162,0,0.032801107646133358
2017-07-01 01:51:48.587846,opt2,0.07428637667412162,10,0.0056646148737703409
2017-07-01 01:51:49.542715,opt3,0.07428637667412162,100,0.0056258480136357446
2017-07-01 01:51:49.656698,opt1,0.061316286215216495,0,0.039091882174674478
2017-07-01 01:51:49.783733,opt2,0.061316286215216495,10,0.0042957938130528239
2017-07-01 01:51:50.729395,opt3,0.061316286215216495,100,0.0043474906652053906
2017-07-01 01:51:50.898974,opt1,0.05061071926713139,0,0.044854888487270754
2017-07-01 01:51:51.029629,opt2,0.05061071926713139,10,0.0047627559259641513
2017-07-01 01:51:52.195133,opt3,0.05061071926713139,100,0.0046667742121820439
2017-07-01 01:51:52.351408,opt1,0.04177429950251499,0,0.03074111121100051
2017-07-01 01:51:52.516238,opt2,0.04177429950251499,10,0.001255300768303132
2017-07-01 01:51:53.463499,opt3,0.04177429950251499,100,0.0012121943748922058
2017-07-01 01:51:53.605547,opt1,0.03448068164601557,0,0.060259776492862779
2017-07-01 01:51:53.761393,opt2,0.03448068164601557,10,0.0040461957737812195
2017-07-01 01:51:54.560997,opt3,0.03448068164601557,100,0.0040709140389501687
2017-07-01 01:51:54.725257,opt1,0.0284604989415154,0,0.12254256252954732
2017-07-01 01:51:54.873597,opt2,0.0284604989415154,10,0.0071572911879485184
2017-07-01 01:51:55.821704,opt3,0.0284604989415154,100,0.007022521086672907
2017-07-01 01:51:55.927819,opt1,0.023491414941142815,0,0.051027082657677726
2017-07-01 01:51:56.056984,opt2,0.023491414941142815,10,0.0072089204128147335
2017-07-01 01:51:57.056067,opt3,0.023491414941142815,100,0.0070537267226703738
2017-07-01 01:51:57.172478,opt1,0.01938991221028694,0,0.16787650910888485
2017-07-01 01:51:57.354735,opt2,0.01938991221028694,10,0.0091492281298829227
2017-07-01 01:51:58.175514,opt3,0.01938991221028694,100,0.0090948282232432998
2017-07-01 01:51:58.379322,opt1,0.016004514690350295,0,0.093165209703416768
2017-07-01 01:51:58.608465,opt2,0.016004514690350295,10,0.013865641310164083
2017-07-01 01:51:59.610628,opt3,0.016004514690350295,100,0.014081938613741098
2017-07-01 01:51:59.745098,opt1,0.013210193408598617,0,0.054778125438799369
2017-07-01 01:51:59.890402,opt2,0.013210193408598617,10,0.014715304655738667
2017-07-01 01:52:00.941499,opt3,0.013210193408598617,100,0.014607798272554897
2017-07-01 01:52:01.115896,opt1,0.010903748927657287,0,0.22311933287761476
2017-07-01 01:52:01.262238,opt2,0.010903748927657287,10,0.026168418564364051
2017-07-01 01:52:02.146714,opt3,0.010903748927657287,100,0.026005759659844589
2017-07-01 01:52:02.247235,opt1,0.008999999999999992,0,0.093842469364559478
2017-07-01 01:52:02.370307,opt2,0.008999999999999992,10,0.024774534008157507
2017-07-01 01:52:03.189796,opt3,0.008999999999999992,100,0.025050462841978281
2017-07-01 01:52:03.343560,opt1,0.0074286376674121595,0,0.3435442420026793
2017-07-01 01:52:03.499521,opt2,0.0074286376674121595,10,0.020095471361359963
2017-07-01 01:52:04.321756,opt3,0.0074286376674121595,100,0.019742633228418134
2017-07-01 01:52:04.475831,opt1,0.006131628621521646,0,0.42426433054960011
2017-07-01 01:52:04.674194,opt2,0.006131628621521646,10,0.0082719694274864548
2017-07-01 01:52:05.522938,opt3,0.006131628621521646,100,0.0079549599640449595
2017-07-01 01:52:05.670228,opt1,0.005061071926713137,0,0.35552714281859377
2017-07-01 01:52:05.833342,opt2,0.005061071926713137,10,0.052576082788569692
2017-07-01 01:52:06.704358,opt3,0.005061071926713137,100,0.052788723949279685
2017-07-01 01:52:06.838109,opt1,0.004177429950251497,0,0.5854944919714471
2017-07-01 01:52:06.997523,opt2,0.004177429950251497,10,0.013884702084147773
2017-07-01 01:52:07.899231,opt3,0.004177429950251497,100,0.013857071768099831
2017-07-01 01:52:08.052145,opt1,0.0034480681646015554,0,0.42426433054960011
2017-07-01 01:52:08.205390,opt2,0.0034480681646015554,10,0.019507442175711241
2017-07-01 01:52:09.164621,opt3,0.0034480681646015554,100,0.018888310688230794
2017-07-01 01:52:09.300173,opt1,0.002846049894151538,0,0.41447537489868591
2017-07-01 01:52:09.438067,opt2,0.002846049894151538,10,0.033513917437785722
2017-07-01 01:52:10.180793,opt3,0.002846049894151538,100,0.033279350605340825
