currenttime,option,k,f,accuracy
2018-02-26 13:56:19.113508,opt6,8,0.01,0.16121212121212122
2018-02-26 13:56:19.742971,opt1,8,0.01,0.27494949494949494
2018-02-26 13:56:23.464445,opt2,8,0.01,0.22121212121212122
2018-02-26 13:56:23.952509,opt3,8,0.01,0.22151515151515153
2018-02-26 13:56:24.511694,opt4,8,0.01,0.23373737373737374
2018-02-26 13:58:23.066401,opt5,8,0.01,0.2291919191919192
2018-02-26 14:00:12.489587,opt6,8,0.01,0.1501010101010101
2018-02-26 14:00:13.029204,opt1,8,0.01,0.28383838383838383
2018-02-26 14:00:15.619261,opt2,8,0.01,0.22393939393939394
2018-02-26 14:00:16.436436,opt3,8,0.01,0.23585858585858585
2018-02-26 14:00:17.121700,opt4,8,0.01,0.24636363636363637
2018-02-26 14:02:14.936513,opt5,8,0.01,0.23525252525252524
2018-02-26 14:04:04.736429,opt6,8,0.01,0.19292929292929292
2018-02-26 14:04:05.286153,opt1,8,0.01,0.28666666666666668
2018-02-26 14:04:07.476311,opt2,8,0.01,0.23373737373737374
2018-02-26 14:04:08.098532,opt3,8,0.01,0.24808080808080807
2018-02-26 14:04:08.853357,opt4,8,0.01,0.26040404040404042
2018-02-26 14:06:08.636196,opt5,8,0.01,0.26010101010101011
2018-02-26 14:09:03.522319,opt6,8,0.01,0.17404040404040405
2018-02-26 14:09:04.069339,opt1,8,0.01,0.29808080808080806
2018-02-26 14:09:06.847481,opt2,8,0.01,0.26151515151515153
2018-02-26 14:09:07.487283,opt3,8,0.01,0.25777777777777777
2018-02-26 14:09:08.206482,opt4,8,0.01,0.28424242424242424
2018-02-26 14:11:07.321347,opt5,8,0.01,0.27020202020202022
2018-02-26 14:12:35.830964,opt6,8,0.01,0.19767676767676767
2018-02-26 14:12:36.385008,opt1,8,0.01,0.2913131313131313
2018-02-26 14:12:38.611598,opt2,8,0.01,0.22
2018-02-26 14:12:39.075887,opt3,8,0.01,0.22151515151515153
2018-02-26 14:12:39.647587,opt4,8,0.01,0.22484848484848485
2018-02-26 14:14:37.078473,opt5,8,0.01,0.2408080808080808
2018-02-26 14:17:06.648534,opt6,8,0.01,0.2106060606060606
2018-02-26 14:17:07.109207,opt1,8,0.01,0.28494949494949495
2018-02-26 14:17:09.401908,opt2,8,0.01,0.21888888888888888
2018-02-26 14:17:09.924476,opt3,8,0.01,0.21323232323232325
2018-02-26 14:17:10.584490,opt4,8,0.01,0.23030303030303031
2018-02-26 14:19:09.566599,opt5,8,0.01,0.23373737373737374
2018-02-26 14:20:58.894853,opt6,8,0.01,0.15080808080808081
2018-02-26 14:20:59.470593,opt1,8,0.01,0.28646464646464648
2018-02-26 14:21:01.901785,opt2,8,0.01,0.22868686868686869
2018-02-26 14:21:02.461033,opt3,8,0.01,0.24111111111111111
2018-02-26 14:21:03.063012,opt4,8,0.01,0.25141414141414142
2018-02-26 14:24:45.037162,opt1,2,0.01,0.88212121212121208
2018-02-26 14:24:45.387347,opt2,2,0.01,0.88212121212121208
2018-02-26 14:24:45.703205,opt3,2,0.01,0.88212121212121208
2018-02-26 14:24:46.074253,opt4,2,0.01,0.88212121212121208
2018-02-26 14:24:46.457852,opt5,2,0.01,0.88212121212121208
2018-02-26 14:24:56.536226,opt6,2,0.01,0.60333333333333339
2018-02-26 14:24:56.901012,opt1,2,0.01,0.87313131313131309
2018-02-26 14:24:57.297871,opt2,2,0.01,0.87313131313131309
2018-02-26 14:24:57.670764,opt3,2,0.01,0.87313131313131309
2018-02-26 14:24:58.194016,opt4,2,0.01,0.87313131313131309
2018-02-26 14:24:58.861239,opt5,2,0.01,0.87313131313131309
2018-02-26 14:25:09.153757,opt6,2,0.01,0.60888888888888892
2018-02-26 14:25:09.523602,opt1,2,0.01,0.87060606060606061
2018-02-26 14:25:09.907098,opt2,2,0.01,0.87060606060606061
2018-02-26 14:25:10.327066,opt3,2,0.01,0.87060606060606061
2018-02-26 14:25:10.752829,opt4,2,0.01,0.87060606060606061
2018-02-26 14:25:11.313843,opt5,2,0.01,0.87060606060606061
2018-02-26 14:25:21.403294,opt6,2,0.01,0.61545454545454548
2018-02-26 14:25:21.867944,opt1,2,0.01,0.88101010101010102
2018-02-26 14:25:22.420299,opt2,2,0.01,0.88101010101010102
2018-02-26 14:25:22.745558,opt3,2,0.01,0.88101010101010102
2018-02-26 14:25:23.085461,opt4,2,0.01,0.88101010101010102
2018-02-26 14:25:23.529133,opt5,2,0.01,0.88101010101010102
2018-02-26 14:25:34.395728,opt6,2,0.01,0.62222222222222223
2018-02-26 14:25:34.827797,opt1,2,0.01,0.87787878787878793
2018-02-26 14:25:35.324216,opt2,2,0.01,0.87787878787878793
2018-02-26 14:25:35.730220,opt3,2,0.01,0.87787878787878793
2018-02-26 14:25:36.073584,opt4,2,0.01,0.87787878787878793
2018-02-26 14:25:36.539507,opt5,2,0.01,0.87787878787878793
2018-02-26 14:25:46.757911,opt6,2,0.01,0.61191919191919197
2018-02-26 14:25:47.122446,opt1,2,0.01,0.88707070707070712
2018-02-26 14:25:47.500217,opt2,2,0.01,0.88707070707070712
2018-02-26 14:25:47.825272,opt3,2,0.01,0.88707070707070712
2018-02-26 14:25:48.247641,opt4,2,0.01,0.88707070707070712
2018-02-26 14:25:48.704671,opt5,2,0.01,0.88707070707070712
2018-02-26 14:25:59.399379,opt6,2,0.01,0.61868686868686873
2018-02-26 14:25:59.854982,opt1,2,0.01,0.86777777777777776
2018-02-26 14:26:00.287846,opt2,2,0.01,0.86777777777777776
2018-02-26 14:26:00.618948,opt3,2,0.01,0.86777777777777776
2018-02-26 14:26:01.037559,opt4,2,0.01,0.86777777777777776
2018-02-26 14:26:01.592489,opt5,2,0.01,0.86777777777777776
2018-02-26 14:26:11.480818,opt6,2,0.01,0.58030303030303032
2018-02-26 14:26:11.921384,opt1,2,0.01,0.87484848484848488
2018-02-26 14:26:12.360223,opt2,2,0.01,0.87484848484848488
2018-02-26 14:26:12.693378,opt3,2,0.01,0.87484848484848488
2018-02-26 14:26:13.024316,opt4,2,0.01,0.87484848484848488
2018-02-26 14:26:13.451752,opt5,2,0.01,0.87484848484848488
2018-02-26 14:26:23.973244,opt6,2,0.01,0.62030303030303036
2018-02-26 14:26:24.377447,opt1,2,0.01,0.8831313131313131
2018-02-26 14:26:24.771292,opt2,2,0.01,0.8831313131313131
2018-02-26 14:26:25.163194,opt3,2,0.01,0.8831313131313131
2018-02-26 14:26:25.557859,opt4,2,0.01,0.8831313131313131
2018-02-26 14:26:25.940263,opt5,2,0.01,0.8831313131313131
2018-02-26 14:26:36.832952,opt6,2,0.01,0.61636363636363634
2018-02-26 14:26:37.309051,opt1,2,0.01,0.88303030303030305
2018-02-26 14:26:37.759401,opt2,2,0.01,0.88303030303030305
2018-02-26 14:26:38.107800,opt3,2,0.01,0.88303030303030305
2018-02-26 14:26:38.506289,opt4,2,0.01,0.88303030303030305
2018-02-26 14:26:38.908817,opt5,2,0.01,0.88303030303030305
2018-02-26 14:26:49.544372,opt6,2,0.01,0.60777777777777775
2018-02-26 14:26:49.887045,opt1,2,0.01,0.87616161616161614
2018-02-26 14:26:50.231157,opt2,2,0.01,0.87616161616161614
2018-02-26 14:26:50.558220,opt3,2,0.01,0.87616161616161614
2018-02-26 14:26:50.914570,opt4,2,0.01,0.87616161616161614
2018-02-26 14:26:51.350557,opt5,2,0.01,0.87616161616161614
2018-02-26 14:27:02.017247,opt6,2,0.01,0.6106060606060606
2018-02-26 14:27:02.317620,opt1,2,0.01,0.87202020202020203
2018-02-26 14:27:02.662076,opt2,2,0.01,0.87202020202020203
2018-02-26 14:27:02.971721,opt3,2,0.01,0.87202020202020203
2018-02-26 14:27:03.424918,opt4,2,0.01,0.87202020202020203
2018-02-26 14:27:03.829464,opt5,2,0.01,0.87202020202020203
2018-02-26 14:27:14.839208,opt6,2,0.01,0.60606060606060608
2018-02-26 14:27:15.331855,opt1,2,0.01,0.87222222222222223
2018-02-26 14:27:15.790313,opt2,2,0.01,0.87222222222222223
2018-02-26 14:27:16.161874,opt3,2,0.01,0.87222222222222223
2018-02-26 14:27:16.526519,opt4,2,0.01,0.87222222222222223
2018-02-26 14:27:16.945336,opt5,2,0.01,0.87222222222222223
2018-02-26 14:27:26.890294,opt6,2,0.01,0.61020202020202019
2018-02-26 14:27:27.202825,opt1,2,0.01,0.87555555555555553
2018-02-26 14:27:27.548594,opt2,2,0.01,0.87555555555555553
2018-02-26 14:27:27.908992,opt3,2,0.01,0.87555555555555553
2018-02-26 14:27:28.286272,opt4,2,0.01,0.87555555555555553
2018-02-26 14:27:28.694673,opt5,2,0.01,0.87555555555555553
2018-02-26 14:27:39.601263,opt6,2,0.01,0.60393939393939389
2018-02-26 14:27:39.902760,opt1,2,0.01,0.87383838383838386
2018-02-26 14:27:40.255994,opt2,2,0.01,0.87383838383838386
2018-02-26 14:27:40.572863,opt3,2,0.01,0.87383838383838386
2018-02-26 14:27:40.941738,opt4,2,0.01,0.87383838383838386
2018-02-26 14:27:41.386759,opt5,2,0.01,0.87383838383838386
2018-02-26 14:27:52.185794,opt6,2,0.01,0.61464646464646466
2018-02-26 14:27:52.537093,opt1,2,0.01,0.86959595959595959
2018-02-26 14:27:52.982711,opt2,2,0.01,0.86959595959595959
2018-02-26 14:27:53.489062,opt3,2,0.01,0.86959595959595959
2018-02-26 14:27:53.982261,opt4,2,0.01,0.86959595959595959
2018-02-26 14:27:54.486984,opt5,2,0.01,0.86959595959595959
2018-02-26 14:28:04.919209,opt6,2,0.01,0.57121212121212117
2018-02-26 14:28:05.278642,opt1,2,0.01,0.85939393939393938
2018-02-26 14:28:05.616213,opt2,2,0.01,0.85939393939393938
2018-02-26 14:28:05.947589,opt3,2,0.01,0.85939393939393938
2018-02-26 14:28:06.297825,opt4,2,0.01,0.85939393939393938
2018-02-26 14:28:06.680646,opt5,2,0.01,0.85939393939393938
2018-02-26 14:28:16.349258,opt6,2,0.01,0.60070707070707074
2018-02-26 14:28:16.637823,opt1,2,0.01,0.87767676767676772
2018-02-26 14:28:16.958764,opt2,2,0.01,0.87767676767676772
2018-02-26 14:28:17.286015,opt3,2,0.01,0.87767676767676772
2018-02-26 14:28:17.625276,opt4,2,0.01,0.87767676767676772
2018-02-26 14:28:18.048572,opt5,2,0.01,0.87767676767676772
2018-02-26 14:28:27.649251,opt6,2,0.01,0.61181818181818182
2018-02-26 14:28:27.940344,opt1,2,0.01,0.88424242424242427
2018-02-26 14:28:28.294816,opt2,2,0.01,0.88424242424242427
2018-02-26 14:28:28.646887,opt3,2,0.01,0.88424242424242427
2018-02-26 14:28:29.045666,opt4,2,0.01,0.88424242424242427
2018-02-26 14:28:29.408732,opt5,2,0.01,0.88424242424242427
2018-02-26 14:28:38.840523,opt6,2,0.01,0.59101010101010099
2018-02-26 14:28:39.189525,opt1,2,0.01,0.87808080808080813
2018-02-26 14:28:39.563027,opt2,2,0.01,0.87808080808080813
2018-02-26 14:28:39.914952,opt3,2,0.01,0.87808080808080813
2018-02-26 14:28:40.329426,opt4,2,0.01,0.87808080808080813
2018-02-26 14:28:40.784536,opt5,2,0.01,0.87808080808080813
2018-02-26 14:28:50.504223,opt6,2,0.01,0.60111111111111115
2018-02-26 14:28:50.801074,opt1,2,0.01,0.87101010101010101
2018-02-26 14:28:51.173450,opt2,2,0.01,0.87101010101010101
2018-02-26 14:28:51.620374,opt3,2,0.01,0.87101010101010101
2018-02-26 14:28:52.003255,opt4,2,0.01,0.87101010101010101
2018-02-26 14:28:52.414227,opt5,2,0.01,0.87101010101010101
2018-02-26 14:29:01.538009,opt6,2,0.01,0.61676767676767674
2018-02-26 14:29:01.904454,opt1,2,0.01,0.87292929292929289
2018-02-26 14:29:02.233901,opt2,2,0.01,0.87292929292929289
2018-02-26 14:29:02.538691,opt3,2,0.01,0.87292929292929289
2018-02-26 14:29:02.852362,opt4,2,0.01,0.87292929292929289
2018-02-26 14:29:03.276594,opt5,2,0.01,0.87292929292929289
2018-02-26 14:29:13.301167,opt6,2,0.01,0.6106060606060606
2018-02-26 14:29:13.591004,opt1,2,0.01,0.87656565656565655
2018-02-26 14:29:13.913722,opt2,2,0.01,0.87656565656565655
2018-02-26 14:29:14.231180,opt3,2,0.01,0.87656565656565655
2018-02-26 14:29:14.579923,opt4,2,0.01,0.87656565656565655
2018-02-26 14:29:14.983417,opt5,2,0.01,0.87656565656565655
2018-02-26 14:29:24.842373,opt6,2,0.01,0.61646464646464649
2018-02-26 14:29:25.152405,opt1,2,0.01,0.88282828282828285
2018-02-26 14:29:25.511498,opt2,2,0.01,0.88282828282828285
2018-02-26 14:29:25.818472,opt3,2,0.01,0.88282828282828285
2018-02-26 14:29:26.183672,opt4,2,0.01,0.88282828282828285
2018-02-26 14:29:26.703774,opt5,2,0.01,0.88282828282828285
2018-02-26 14:29:36.716607,opt6,2,0.01,0.62
2018-02-26 14:29:37.073913,opt1,2,0.01,0.87656565656565655
2018-02-26 14:29:37.482535,opt2,2,0.01,0.87656565656565655
2018-02-26 14:29:37.837392,opt3,2,0.01,0.87656565656565655
2018-02-26 14:29:38.236659,opt4,2,0.01,0.87656565656565655
2018-02-26 14:29:38.689735,opt5,2,0.01,0.87656565656565655
2018-02-26 14:29:48.165926,opt6,2,0.01,0.60636363636363633
2018-02-26 14:29:48.573797,opt1,2,0.01,0.86868686868686873
2018-02-26 14:29:48.955745,opt2,2,0.01,0.86868686868686873
2018-02-26 14:29:49.304390,opt3,2,0.01,0.86868686868686873
2018-02-26 14:29:49.642436,opt4,2,0.01,0.86868686868686873
2018-02-26 14:29:50.080183,opt5,2,0.01,0.86868686868686873
2018-02-26 14:29:59.819967,opt6,2,0.01,0.6016161616161616
2018-02-26 14:30:00.154892,opt1,2,0.01,0.87676767676767675
2018-02-26 14:30:00.492545,opt2,2,0.01,0.87676767676767675
2018-02-26 14:30:00.806397,opt3,2,0.01,0.87676767676767675
2018-02-26 14:30:01.275136,opt4,2,0.01,0.87676767676767675
2018-02-26 14:30:01.663481,opt5,2,0.01,0.87676767676767675
2018-02-26 14:30:11.377820,opt6,2,0.01,0.60868686868686872
2018-02-26 14:30:11.684898,opt1,2,0.01,0.87333333333333329
2018-02-26 14:30:12.071562,opt2,2,0.01,0.87333333333333329
2018-02-26 14:30:12.432920,opt3,2,0.01,0.87333333333333329
2018-02-26 14:30:12.819067,opt4,2,0.01,0.87333333333333329
2018-02-26 14:30:13.264300,opt5,2,0.01,0.87333333333333329
2018-02-26 14:30:23.281786,opt6,2,0.01,0.60080808080808079
2018-02-26 14:30:23.573136,opt1,2,0.01,0.86767676767676771
2018-02-26 14:30:23.906661,opt2,2,0.01,0.86767676767676771
2018-02-26 14:30:24.244879,opt3,2,0.01,0.86767676767676771
2018-02-26 14:30:24.625909,opt4,2,0.01,0.86767676767676771
2018-02-26 14:30:25.035303,opt5,2,0.01,0.86767676767676771
2018-02-26 14:30:34.745201,opt6,2,0.01,0.58979797979797977
2018-02-26 14:30:35.171698,opt1,2,0.01,0.88161616161616163
2018-02-26 14:30:35.650965,opt2,2,0.01,0.61616161616161613
2018-02-26 14:30:35.987028,opt3,2,0.01,0.61616161616161613
2018-02-26 14:30:36.276427,opt4,2,0.01,0.0
2018-02-26 14:30:36.757186,opt5,2,0.01,0.88161616161616163
2018-02-26 14:30:46.517370,opt6,2,0.01,0.61616161616161613
2018-02-26 14:30:46.807984,opt1,2,0.01,0.87858585858585858
2018-02-26 14:30:47.140842,opt2,2,0.01,0.87858585858585858
2018-02-26 14:30:47.459743,opt3,2,0.01,0.87858585858585858
2018-02-26 14:30:47.785819,opt4,2,0.01,0.87858585858585858
2018-02-26 14:30:48.155001,opt5,2,0.01,0.87858585858585858
2018-02-26 14:30:57.769524,opt6,2,0.01,0.61989898989898995
2018-02-26 14:30:58.066430,opt1,2,0.01,0.88060606060606061
2018-02-26 14:30:58.462388,opt2,2,0.01,0.88060606060606061
2018-02-26 14:30:58.773955,opt3,2,0.01,0.88060606060606061
2018-02-26 14:30:59.207694,opt4,2,0.01,0.88060606060606061
2018-02-26 14:30:59.619246,opt5,2,0.01,0.88060606060606061
2018-02-26 14:31:09.333083,opt6,2,0.01,0.61353535353535349
2018-02-26 14:31:09.652755,opt1,2,0.01,0.87666666666666671
2018-02-26 14:31:10.032450,opt2,2,0.01,0.87666666666666671
2018-02-26 14:31:10.365861,opt3,2,0.01,0.87666666666666671
2018-02-26 14:31:10.717682,opt4,2,0.01,0.87666666666666671
2018-02-26 14:31:11.176467,opt5,2,0.01,0.87666666666666671
2018-02-26 14:31:20.833693,opt6,2,0.01,0.61818181818181817
2018-02-26 14:31:21.129199,opt1,2,0.01,0.87858585858585858
2018-02-26 14:31:21.455123,opt2,2,0.01,0.87858585858585858
2018-02-26 14:31:21.764301,opt3,2,0.01,0.87858585858585858
2018-02-26 14:31:22.173674,opt4,2,0.01,0.87858585858585858
2018-02-26 14:31:22.537778,opt5,2,0.01,0.87858585858585858
2018-02-26 14:31:32.139093,opt6,2,0.01,0.61121212121212121
2018-02-26 14:31:32.480651,opt1,2,0.01,0.88141414141414143
2018-02-26 14:31:32.812625,opt2,2,0.01,0.88141414141414143
2018-02-26 14:31:33.172301,opt3,2,0.01,0.88141414141414143
2018-02-26 14:31:33.520655,opt4,2,0.01,0.88141414141414143
2018-02-26 14:31:33.898730,opt5,2,0.01,0.88141414141414143
2018-02-26 14:31:43.152148,opt6,2,0.01,0.61767676767676771
2018-02-26 14:31:43.451438,opt1,2,0.01,0.87262626262626264
2018-02-26 14:31:43.781838,opt2,2,0.01,0.87262626262626264
2018-02-26 14:31:44.088404,opt3,2,0.01,0.87262626262626264
2018-02-26 14:31:44.516141,opt4,2,0.01,0.87262626262626264
2018-02-26 14:31:44.955257,opt5,2,0.01,0.87262626262626264
2018-02-26 14:31:54.543729,opt6,2,0.01,0.61111111111111116
2018-02-26 14:31:54.837922,opt1,2,0.01,0.87464646464646467
2018-02-26 14:31:55.170792,opt2,2,0.01,0.87464646464646467
2018-02-26 14:31:55.506794,opt3,2,0.01,0.87464646464646467
2018-02-26 14:31:55.864675,opt4,2,0.01,0.87464646464646467
2018-02-26 14:31:56.299541,opt5,2,0.01,0.87464646464646467
2018-02-26 14:32:06.229980,opt6,2,0.01,0.59818181818181815
2018-02-26 14:32:06.626796,opt1,2,0.01,0.88363636363636366
2018-02-26 14:32:07.006782,opt2,2,0.01,0.88363636363636366
2018-02-26 14:32:07.378452,opt3,2,0.01,0.88363636363636366
2018-02-26 14:32:07.799580,opt4,2,0.01,0.88363636363636366
2018-02-26 14:32:08.207031,opt5,2,0.01,0.88363636363636366
2018-02-26 14:32:17.363609,opt6,2,0.01,0.61565656565656568
2018-02-26 14:32:17.690323,opt1,2,0.01,0.88222222222222224
2018-02-26 14:32:18.020041,opt2,2,0.01,0.88222222222222224
2018-02-26 14:32:18.362836,opt3,2,0.01,0.88222222222222224
2018-02-26 14:32:18.755381,opt4,2,0.01,0.88222222222222224
2018-02-26 14:32:19.220616,opt5,2,0.01,0.88222222222222224
2018-02-26 14:32:29.113767,opt6,2,0.01,0.61494949494949491
2018-02-26 14:32:29.438003,opt1,2,0.01,0.88383838383838387
2018-02-26 14:32:29.761613,opt2,2,0.01,0.88383838383838387
2018-02-26 14:32:30.093458,opt3,2,0.01,0.88383838383838387
2018-02-26 14:32:30.468342,opt4,2,0.01,0.88383838383838387
2018-02-26 14:32:30.930452,opt5,2,0.01,0.88383838383838387
2018-02-26 14:32:40.475416,opt6,2,0.01,0.61909090909090914
2018-02-26 14:32:40.907554,opt1,2,0.01,0.88222222222222224
2018-02-26 14:32:41.319566,opt2,2,0.01,0.88222222222222224
2018-02-26 14:32:41.620176,opt3,2,0.01,0.88222222222222224
2018-02-26 14:32:41.962203,opt4,2,0.01,0.88222222222222224
2018-02-26 14:32:42.362535,opt5,2,0.01,0.88222222222222224
2018-02-26 14:32:52.035186,opt6,2,0.01,0.6143434343434343
2018-02-26 14:32:52.367325,opt1,2,0.01,0.8764646464646465
2018-02-26 14:32:52.734841,opt2,2,0.01,0.8764646464646465
2018-02-26 14:32:53.093394,opt3,2,0.01,0.8764646464646465
2018-02-26 14:32:53.489173,opt4,2,0.01,0.8764646464646465
2018-02-26 14:32:53.842594,opt5,2,0.01,0.8764646464646465
2018-02-26 14:33:03.201186,opt6,2,0.01,0.60434343434343429
2018-02-26 14:33:03.544520,opt1,2,0.01,0.88111111111111107
2018-02-26 14:33:03.898548,opt2,2,0.01,0.88111111111111107
2018-02-26 14:33:04.290984,opt3,2,0.01,0.88111111111111107
2018-02-26 14:33:04.686802,opt4,2,0.01,0.88111111111111107
2018-02-26 14:33:05.100897,opt5,2,0.01,0.88111111111111107
2018-02-26 14:33:14.441876,opt6,2,0.01,0.6170707070707071
2018-02-26 14:33:14.783661,opt1,2,0.01,0.87454545454545451
2018-02-26 14:33:15.163362,opt2,2,0.01,0.87454545454545451
2018-02-26 14:33:15.515141,opt3,2,0.01,0.87454545454545451
2018-02-26 14:33:15.906687,opt4,2,0.01,0.87454545454545451
2018-02-26 14:33:16.360996,opt5,2,0.01,0.87454545454545451
2018-02-26 14:33:25.825289,opt6,2,0.01,0.60929292929292933
2018-02-26 14:33:26.136639,opt1,2,0.01,0.87060606060606061
2018-02-26 14:33:26.543622,opt2,2,0.01,0.87060606060606061
2018-02-26 14:33:26.872571,opt3,2,0.01,0.87060606060606061
2018-02-26 14:33:27.295642,opt4,2,0.01,0.87060606060606061
2018-02-26 14:33:27.672411,opt5,2,0.01,0.87060606060606061
2018-02-26 14:33:37.221244,opt6,2,0.01,0.60828282828282831
2018-02-26 14:33:37.548710,opt1,2,0.01,0.87818181818181817
2018-02-26 14:33:37.864803,opt2,2,0.01,0.87818181818181817
2018-02-26 14:33:38.306383,opt3,2,0.01,0.87818181818181817
2018-02-26 14:33:38.715994,opt4,2,0.01,0.87818181818181817
2018-02-26 14:33:39.092191,opt5,2,0.01,0.87818181818181817
2018-02-26 14:33:48.594127,opt6,2,0.01,0.61313131313131308
2018-02-26 14:33:48.931719,opt1,2,0.01,0.87151515151515146
2018-02-26 14:33:49.326896,opt2,2,0.01,0.87151515151515146
2018-02-26 14:33:49.744777,opt3,2,0.01,0.87151515151515146
2018-02-26 14:33:50.122750,opt4,2,0.01,0.87151515151515146
2018-02-26 14:33:50.485954,opt5,2,0.01,0.87151515151515146
2018-02-26 14:33:59.780712,opt6,2,0.01,0.6141414141414141
2018-02-26 14:34:00.229203,opt1,2,0.01,0.88080808080808082
2018-02-26 14:34:00.604050,opt2,2,0.01,0.88080808080808082
2018-02-26 14:34:00.989845,opt3,2,0.01,0.88080808080808082
2018-02-26 14:34:01.359581,opt4,2,0.01,0.88080808080808082
2018-02-26 14:34:01.844624,opt5,2,0.01,0.88080808080808082
2018-02-26 14:34:11.789150,opt6,2,0.01,0.62434343434343431
2018-02-26 14:34:12.121662,opt1,2,0.01,0.88303030303030305
2018-02-26 14:34:12.463131,opt2,2,0.01,0.88303030303030305
2018-02-26 14:34:12.792970,opt3,2,0.01,0.88303030303030305
2018-02-26 14:34:13.131227,opt4,2,0.01,0.88303030303030305
2018-02-26 14:34:13.504543,opt5,2,0.01,0.88303030303030305
2018-02-26 14:34:23.638183,opt6,2,0.01,0.61111111111111116
2018-02-26 14:34:23.928584,opt1,2,0.01,0.86383838383838385
2018-02-26 14:34:24.336011,opt2,2,0.01,0.86383838383838385
2018-02-26 14:34:24.658482,opt3,2,0.01,0.86383838383838385
2018-02-26 14:34:24.973138,opt4,2,0.01,0.86383838383838385
2018-02-26 14:34:25.405565,opt5,2,0.01,0.86383838383838385
2018-02-26 14:34:34.873929,opt6,2,0.01,0.58171717171717174
2018-02-26 14:34:35.207826,opt1,2,0.01,0.87101010101010101
2018-02-26 14:34:35.561231,opt2,2,0.01,0.87101010101010101
2018-02-26 14:34:35.861422,opt3,2,0.01,0.87101010101010101
2018-02-26 14:34:36.202501,opt4,2,0.01,0.87101010101010101
2018-02-26 14:34:36.580231,opt5,2,0.01,0.87101010101010101
2018-02-26 14:34:47.137801,opt6,2,0.01,0.60616161616161612
2018-02-26 14:34:47.456736,opt1,2,0.01,0.8670707070707071
2018-02-26 14:34:47.819502,opt2,2,0.01,0.8670707070707071
2018-02-26 14:34:48.124087,opt3,2,0.01,0.8670707070707071
2018-02-26 14:34:48.481607,opt4,2,0.01,0.8670707070707071
2018-02-26 14:34:48.867755,opt5,2,0.01,0.8670707070707071
2018-02-26 14:34:58.507343,opt6,2,0.01,0.5953535353535353
2018-02-26 14:34:58.800805,opt1,2,0.01,0.88383838383838387
2018-02-26 14:34:59.131670,opt2,2,0.01,0.88383838383838387
2018-02-26 14:34:59.434372,opt3,2,0.01,0.88383838383838387
2018-02-26 14:34:59.779485,opt4,2,0.01,0.88383838383838387
2018-02-26 14:35:00.168534,opt5,2,0.01,0.88383838383838387
2018-02-26 14:35:09.855101,opt6,2,0.01,0.61767676767676771
2018-02-26 14:35:10.174578,opt1,2,0.01,0.88020202020202021
2018-02-26 14:35:10.502668,opt2,2,0.01,0.88020202020202021
2018-02-26 14:35:10.805201,opt3,2,0.01,0.88020202020202021
2018-02-26 14:35:11.228503,opt4,2,0.01,0.88020202020202021
2018-02-26 14:35:11.590480,opt5,2,0.01,0.88020202020202021
2018-02-26 14:35:21.339761,opt6,2,0.01,0.61606060606060609
2018-02-26 14:35:21.681964,opt1,2,0.01,0.8764646464646465
2018-02-26 14:35:22.059852,opt2,2,0.01,0.8764646464646465
2018-02-26 14:35:22.370655,opt3,2,0.01,0.8764646464646465
2018-02-26 14:35:22.716940,opt4,2,0.01,0.8764646464646465
2018-02-26 14:35:23.160218,opt5,2,0.01,0.8764646464646465
2018-02-26 14:35:32.798140,opt6,2,0.01,0.61848484848484853
2018-02-26 14:35:33.111032,opt1,2,0.01,0.87676767676767675
2018-02-26 14:35:33.470371,opt2,2,0.01,0.87676767676767675
2018-02-26 14:35:33.767912,opt3,2,0.01,0.87676767676767675
2018-02-26 14:35:34.179172,opt4,2,0.01,0.87676767676767675
2018-02-26 14:35:34.599439,opt5,2,0.01,0.87676767676767675
2018-02-26 14:35:44.476001,opt6,2,0.01,0.61626262626262629
2018-02-26 14:35:44.897875,opt1,2,0.01,0.87555555555555553
2018-02-26 14:35:45.319016,opt2,2,0.01,0.87555555555555553
2018-02-26 14:35:45.739146,opt3,2,0.01,0.87555555555555553
2018-02-26 14:35:46.184099,opt4,2,0.01,0.87555555555555553
2018-02-26 14:35:46.574300,opt5,2,0.01,0.87555555555555553
2018-02-26 14:35:56.545481,opt6,2,0.01,0.61484848484848487
2018-02-26 14:35:56.933293,opt1,2,0.01,0.8795959595959596
2018-02-26 14:35:57.356000,opt2,2,0.01,0.8795959595959596
2018-02-26 14:35:57.698874,opt3,2,0.01,0.8795959595959596
2018-02-26 14:35:58.054998,opt4,2,0.01,0.8795959595959596
2018-02-26 14:35:58.502359,opt5,2,0.01,0.8795959595959596
2018-02-26 14:36:08.488201,opt6,2,0.01,0.61909090909090914
2018-02-26 14:36:08.880789,opt1,2,0.01,0.87242424242424244
2018-02-26 14:36:09.267645,opt2,2,0.01,0.87242424242424244
2018-02-26 14:36:09.599992,opt3,2,0.01,0.87242424242424244
2018-02-26 14:36:09.936330,opt4,2,0.01,0.87242424242424244
2018-02-26 14:36:10.391280,opt5,2,0.01,0.87242424242424244
2018-02-26 14:36:20.173589,opt6,2,0.01,0.60696969696969694
2018-02-26 14:36:20.461890,opt1,2,0.01,0.87818181818181817
2018-02-26 14:36:20.780301,opt2,2,0.01,0.87818181818181817
2018-02-26 14:36:21.165111,opt3,2,0.01,0.87818181818181817
2018-02-26 14:36:21.513027,opt4,2,0.01,0.87818181818181817
