currenttime,option,k,f,accuracy
2018-02-26 15:10:11.372282,opt3,4,0.01,0.54575757575757577
2018-02-26 15:10:11.856409,opt4,4,0.01,0.58616161616161622
2018-02-26 15:10:13.028927,opt5,4,0.01,0.58727272727272728
2018-02-26 15:10:48.000585,opt6,4,0.01,0.39545454545454545
2018-02-26 15:10:48.348017,opt1,4,0.01,0.59313131313131318
2018-02-26 15:10:48.872228,opt2,4,0.01,0.52575757575757576
2018-02-26 15:10:49.203398,opt3,4,0.01,0.54606060606060602
2018-02-26 15:10:49.675931,opt4,4,0.01,0.58989898989898992
2018-02-26 15:10:50.836683,opt5,4,0.01,0.58919191919191916
2018-02-26 15:11:22.958863,opt6,4,0.01,0.47535353535353536
2018-02-26 15:11:23.425339,opt1,4,0.01,0.59373737373737379
2018-02-26 15:11:24.027051,opt2,4,0.01,0.52000000000000002
2018-02-26 15:11:24.384154,opt3,4,0.01,0.52020202020202022
2018-02-26 15:11:24.822700,opt4,4,0.01,0.58080808080808077
2018-02-26 15:11:25.911608,opt5,4,0.01,0.59292929292929297
2018-02-26 15:11:59.902658,opt6,4,0.01,0.44484848484848483
2018-02-26 15:12:00.233274,opt1,4,0.01,0.59353535353535358
2018-02-26 15:12:00.759080,opt2,4,0.01,0.51575757575757575
2018-02-26 15:12:01.109526,opt3,4,0.01,0.53353535353535353
2018-02-26 15:12:01.565789,opt4,4,0.01,0.58555555555555561
2018-02-26 15:12:02.663452,opt5,4,0.01,0.58666666666666667
2018-02-26 15:12:47.900447,opt6,4,0.01,0.46333333333333332
2018-02-26 15:12:48.343410,opt1,4,0.01,0.58666666666666667
2018-02-26 15:12:48.933684,opt2,4,0.01,0.48020202020202019
2018-02-26 15:12:49.338686,opt3,4,0.01,0.49424242424242426
2018-02-26 15:12:49.885935,opt4,4,0.01,0.58171717171717174
2018-02-26 15:12:50.982439,opt5,4,0.01,0.57949494949494951
2018-02-26 15:13:26.895737,opt6,4,0.01,0.44797979797979798
2018-02-26 15:13:27.262608,opt1,4,0.01,0.59353535353535358
2018-02-26 15:13:27.906696,opt2,4,0.01,0.54919191919191923
2018-02-26 15:13:28.323734,opt3,4,0.01,0.55858585858585863
2018-02-26 15:13:28.802605,opt4,4,0.01,0.58040404040404037
2018-02-26 15:13:29.937775,opt5,4,0.01,0.58060606060606057
2018-02-26 15:14:01.591911,opt6,4,0.01,0.45747474747474748
2018-02-26 15:14:01.902670,opt1,4,0.01,0.61464646464646466
2018-02-26 15:14:02.430786,opt2,4,0.01,0.55464646464646461
2018-02-26 15:14:02.793109,opt3,4,0.01,0.57999999999999996
2018-02-26 15:14:03.260696,opt4,4,0.01,0.60131313131313135
2018-02-26 15:14:04.344067,opt5,4,0.01,0.60999999999999999
2018-02-26 15:21:38.344939,opt6,4,0.01,0.45343434343434341
2018-02-26 15:21:38.677877,opt1,4,0.01,0.57848484848484849
2018-02-26 15:21:39.327315,opt2,4,0.01,0.43616161616161614
2018-02-26 15:21:39.664988,opt3,4,0.01,0.44616161616161615
2018-02-26 15:21:40.071262,opt4,4,0.01,0.56474747474747478
2018-02-26 15:21:41.089372,opt5,4,0.01,0.56707070707070706
2018-02-26 15:22:20.878971,opt6,4,0.01,0.47606060606060607
2018-02-26 15:22:21.223701,opt1,4,0.01,0.6047474747474747
2018-02-26 15:22:21.802596,opt2,4,0.01,0.55636363636363639
2018-02-26 15:22:22.261196,opt3,4,0.01,0.57949494949494951
2018-02-26 15:22:22.713687,opt4,4,0.01,0.6012121212121212
2018-02-26 15:22:23.622212,opt5,4,0.01,0.59868686868686871
2018-02-26 15:23:00.033372,opt6,4,0.01,0.42454545454545456
2018-02-26 15:23:00.434930,opt1,4,0.01,0.60464646464646465
2018-02-26 15:23:01.024983,opt2,4,0.01,0.5980808080808081
2018-02-26 15:23:01.425480,opt3,4,0.01,0.57121212121212117
2018-02-26 15:23:01.979223,opt4,4,0.01,0.59757575757575754
2018-02-26 15:23:03.054214,opt5,4,0.01,0.59626262626262627
2018-02-26 15:23:35.766863,opt6,4,0.01,0.46898989898989901
2018-02-26 15:23:36.080531,opt1,4,0.01,0.58797979797979794
2018-02-26 15:23:36.606107,opt2,4,0.01,0.53878787878787882
2018-02-26 15:23:36.940036,opt3,4,0.01,0.53464646464646459
2018-02-26 15:23:37.363685,opt4,4,0.01,0.57656565656565661
2018-02-26 15:23:38.541077,opt5,4,0.01,0.57898989898989894
2018-02-26 15:24:11.587572,opt6,4,0.01,0.42585858585858588
2018-02-26 15:24:11.964243,opt1,4,0.01,0.57010101010101011
2018-02-26 15:24:12.604881,opt2,4,0.01,0.47969696969696968
2018-02-26 15:24:12.962567,opt3,4,0.01,0.49898989898989898
2018-02-26 15:24:13.533769,opt4,4,0.01,0.55868686868686868
2018-02-26 15:24:14.821032,opt5,4,0.01,0.56353535353535356
2018-02-26 15:24:58.957165,opt6,4,0.01,0.48919191919191918
2018-02-26 15:24:59.526628,opt1,4,0.01,0.60191919191919196
2018-02-26 15:25:00.179282,opt2,4,0.01,0.55222222222222217
2018-02-26 15:25:00.572262,opt3,4,0.01,0.5755555555555556
2018-02-26 15:25:01.032747,opt4,4,0.01,0.5886868686868687
2018-02-26 15:25:02.220397,opt5,4,0.01,0.59242424242424241
2018-02-26 15:25:34.703770,opt6,4,0.01,0.36525252525252527
2018-02-26 15:25:35.014306,opt1,4,0.01,0.60272727272727278
2018-02-26 15:25:35.649413,opt2,4,0.01,0.52494949494949494
2018-02-26 15:25:35.997279,opt3,4,0.01,0.54191919191919191
2018-02-26 15:25:36.413894,opt4,4,0.01,0.59090909090909094
2018-02-26 15:25:37.397996,opt5,4,0.01,0.59343434343434343
2018-02-26 15:26:11.897766,opt6,4,0.01,0.4808080808080808
2018-02-26 15:26:12.199348,opt1,4,0.01,0.58393939393939398
2018-02-26 15:26:12.702378,opt2,4,0.01,0.5281818181818182
2018-02-26 15:26:13.057306,opt3,4,0.01,0.55909090909090908
2018-02-26 15:26:13.486910,opt4,4,0.01,0.57161616161616158
2018-02-26 15:26:14.465575,opt5,4,0.01,0.57939393939393935
2018-02-26 15:26:47.888720,opt6,4,0.01,0.42898989898989898
2018-02-26 15:26:48.200421,opt1,4,0.01,0.58616161616161622
2018-02-26 15:26:48.714861,opt2,4,0.01,0.50737373737373737
2018-02-26 15:26:49.053304,opt3,4,0.01,0.50494949494949493
2018-02-26 15:26:49.462627,opt4,4,0.01,0.57636363636363641
2018-02-26 15:26:50.464478,opt5,4,0.01,0.57717171717171722
2018-02-26 15:27:27.107114,opt6,4,0.01,0.41838383838383836
2018-02-26 15:27:27.466070,opt1,4,0.01,0.59373737373737379
2018-02-26 15:27:28.018611,opt2,4,0.01,0.53707070707070703
2018-02-26 15:27:28.364792,opt3,4,0.01,0.54626262626262623
2018-02-26 15:27:28.793476,opt4,4,0.01,0.58676767676767672
2018-02-26 15:27:29.984657,opt5,4,0.01,0.58989898989898992
2018-02-26 15:28:11.001158,opt6,4,0.01,0.33080808080808083
2018-02-26 15:28:11.312680,opt1,4,0.01,0.58757575757575753
2018-02-26 15:28:11.867066,opt2,4,0.01,0.50040404040404041
2018-02-26 15:28:12.232523,opt3,4,0.01,0.5154545454545455
2018-02-26 15:28:12.650221,opt4,4,0.01,0.58272727272727276
2018-02-26 15:28:13.757914,opt5,4,0.01,0.58050505050505052
2018-02-26 15:28:47.660332,opt6,4,0.01,0.43838383838383838
2018-02-26 15:28:47.984251,opt1,4,0.01,0.58999999999999997
2018-02-26 15:28:48.536315,opt2,4,0.01,0.55747474747474746
2018-02-26 15:28:48.882233,opt3,4,0.01,0.56000000000000005
2018-02-26 15:28:49.306116,opt4,4,0.01,0.58838383838383834
2018-02-26 15:28:50.419424,opt5,4,0.01,0.58111111111111113
2018-02-26 15:29:45.605939,opt6,4,0.01,0.44171717171717173
2018-02-26 15:29:45.990154,opt1,4,0.01,0.59060606060606058
2018-02-26 15:29:46.656075,opt2,4,0.01,0.53909090909090907
2018-02-26 15:29:47.032457,opt3,4,0.01,0.55878787878787883
2018-02-26 15:29:47.420371,opt4,4,0.01,0.58272727272727276
2018-02-26 15:29:48.452499,opt5,4,0.01,0.58373737373737378
2018-02-26 15:30:24.392924,opt6,4,0.01,0.4176767676767677
2018-02-26 15:30:24.701395,opt1,4,0.01,0.58898989898989895
2018-02-26 15:30:25.405764,opt2,4,0.01,0.54585858585858582
2018-02-26 15:30:25.903206,opt3,4,0.01,0.54929292929292928
2018-02-26 15:30:26.426179,opt4,4,0.01,0.58232323232323235
2018-02-26 15:30:27.667857,opt5,4,0.01,0.5886868686868687
2018-02-26 15:31:02.886843,opt6,4,0.01,0.45616161616161616
2018-02-26 15:31:03.352227,opt1,4,0.01,0.59393939393939399
2018-02-26 15:31:04.035698,opt2,4,0.01,0.56121212121212116
2018-02-26 15:31:04.424365,opt3,4,0.01,0.56242424242424238
2018-02-26 15:31:04.942059,opt4,4,0.01,0.47313131313131312
2018-02-26 15:31:06.108542,opt5,4,0.01,0.58666666666666667
2018-02-26 15:31:40.419048,opt6,4,0.01,0.37727272727272726
2018-02-26 15:31:40.788837,opt1,4,0.01,0.58383838383838382
2018-02-26 15:31:41.430422,opt2,4,0.01,0.52515151515151515
2018-02-26 15:31:41.852141,opt3,4,0.01,0.54303030303030309
2018-02-26 15:31:42.351968,opt4,4,0.01,0.575959595959596
2018-02-26 15:31:43.442365,opt5,4,0.01,0.57737373737373743
2018-02-26 15:32:18.241052,opt6,4,0.01,0.33727272727272728
2018-02-26 15:32:18.608645,opt1,4,0.01,0.57505050505050503
2018-02-26 15:32:19.215722,opt2,4,0.01,0.46272727272727271
2018-02-26 15:32:19.569978,opt3,4,0.01,0.462020202020202
2018-02-26 15:32:20.017772,opt4,4,0.01,0.56515151515151518
2018-02-26 15:32:21.256875,opt5,4,0.01,0.56585858585858584
2018-02-26 15:32:54.551259,opt6,4,0.01,0.46131313131313129
2018-02-26 15:32:54.928544,opt1,4,0.01,0.58909090909090911
2018-02-26 15:32:55.627882,opt2,4,0.01,0.48474747474747476
2018-02-26 15:32:56.026165,opt3,4,0.01,0.52919191919191921
2018-02-26 15:32:56.480878,opt4,4,0.01,0.57838383838383833
2018-02-26 15:32:57.693583,opt5,4,0.01,0.58101010101010098
2018-02-26 15:33:32.682306,opt6,4,0.01,0.458989898989899
2018-02-26 15:33:33.093868,opt1,4,0.01,0.57606060606060605
2018-02-26 15:33:33.731367,opt2,4,0.01,0.54212121212121211
2018-02-26 15:33:34.091423,opt3,4,0.01,0.51636363636363636
2018-02-26 15:33:34.675647,opt4,4,0.01,0.56919191919191914
2018-02-26 15:33:35.775122,opt5,4,0.01,0.56585858585858584
2018-02-26 15:34:07.700427,opt6,4,0.01,0.35585858585858587
2018-02-26 15:34:08.091521,opt1,4,0.01,0.57343434343434341
2018-02-26 15:34:08.656707,opt2,4,0.01,0.44414141414141411
2018-02-26 15:34:09.020340,opt3,4,0.01,0.43898989898989899
2018-02-26 15:34:09.473204,opt4,4,0.01,0.55898989898989904
2018-02-26 15:34:10.564698,opt5,4,0.01,0.55747474747474746
2018-02-26 15:34:57.130757,opt6,4,0.01,0.35535353535353537
2018-02-26 15:34:57.600533,opt1,4,0.01,0.60393939393939389
2018-02-26 15:34:58.395550,opt2,4,0.01,0.41787878787878791
2018-02-26 15:34:58.802119,opt3,4,0.01,0.43525252525252528
2018-02-26 15:34:59.289584,opt4,4,0.01,0.58484848484848484
2018-02-26 15:35:00.401501,opt5,4,0.01,0.59252525252525257
2018-02-26 15:35:37.672301,opt6,4,0.01,0.34404040404040404
2018-02-26 15:35:38.004427,opt1,4,0.01,0.60595959595959592
2018-02-26 15:35:38.724497,opt2,4,0.01,0.42969696969696969
2018-02-26 15:35:39.084918,opt3,4,0.01,0.43272727272727274
2018-02-26 15:35:39.549130,opt4,4,0.01,0.59606060606060607
2018-02-26 15:35:40.711930,opt5,4,0.01,0.59545454545454546
2018-02-26 15:36:19.670352,opt6,4,0.01,0.46595959595959596
2018-02-26 15:36:20.006829,opt1,4,0.01,0.6045454545454545
2018-02-26 15:36:20.577942,opt2,4,0.01,0.57727272727272727
2018-02-26 15:36:21.075228,opt3,4,0.01,0.57060606060606056
2018-02-26 15:36:21.560007,opt4,4,0.01,0.60060606060606059
2018-02-26 15:36:22.634358,opt5,4,0.01,0.60060606060606059
2018-02-26 15:36:57.405737,opt6,4,0.01,0.35878787878787877
2018-02-26 15:36:57.769969,opt1,4,0.01,0.59575757575757571
2018-02-26 15:36:58.347556,opt2,4,0.01,0.57868686868686869
2018-02-26 15:36:58.703437,opt3,4,0.01,0.57494949494949499
2018-02-26 15:36:59.135743,opt4,4,0.01,0.58575757575757581
2018-02-26 15:37:00.225892,opt5,4,0.01,0.58454545454545459
2018-02-26 15:37:36.213421,opt6,4,0.01,0.33080808080808083
2018-02-26 15:37:36.589197,opt1,4,0.01,0.57272727272727275
2018-02-26 15:37:37.183241,opt2,4,0.01,0.52070707070707067
2018-02-26 15:37:37.567447,opt3,4,0.01,0.51909090909090905
2018-02-26 15:37:37.977740,opt4,4,0.01,0.55737373737373741
2018-02-26 15:37:38.923613,opt5,4,0.01,0.55959595959595965
2018-02-26 15:38:14.693769,opt6,4,0.01,0.42464646464646466
2018-02-26 15:38:15.071898,opt1,4,0.01,0.59747474747474749
2018-02-26 15:38:15.644108,opt2,4,0.01,0.47505050505050506
2018-02-26 15:38:16.007564,opt3,4,0.01,0.50787878787878793
2018-02-26 15:38:16.465718,opt4,4,0.01,0.58191919191919195
2018-02-26 15:38:17.553796,opt5,4,0.01,0.58404040404040403
2018-02-26 15:39:02.011114,opt6,4,0.01,0.52585858585858591
2018-02-26 15:39:02.342456,opt1,4,0.01,0.60101010101010099
2018-02-26 15:39:02.910370,opt2,4,0.01,0.56787878787878787
2018-02-26 15:39:03.272826,opt3,4,0.01,0.55949494949494949
2018-02-26 15:39:03.689085,opt4,4,0.01,0.58878787878787875
2018-02-26 15:39:04.785191,opt5,4,0.01,0.59313131313131318
2018-02-26 15:39:36.536788,opt6,4,0.01,0.37353535353535355
2018-02-26 15:39:37.019462,opt1,4,0.01,0.58202020202020199
2018-02-26 15:39:37.707958,opt2,4,0.01,0.45919191919191921
2018-02-26 15:39:38.128063,opt3,4,0.01,0.47616161616161617
2018-02-26 15:39:38.632972,opt4,4,0.01,0.56999999999999995
2018-02-26 15:39:39.688176,opt5,4,0.01,0.57050505050505051
2018-02-26 15:40:11.602020,opt6,4,0.01,0.36717171717171715
2018-02-26 15:40:11.923439,opt1,4,0.01,0.58333333333333337
2018-02-26 15:40:12.615149,opt2,4,0.01,0.53080808080808084
2018-02-26 15:40:12.975723,opt3,4,0.01,0.53656565656565658
2018-02-26 15:40:13.531301,opt4,4,0.01,0.57737373737373743
2018-02-26 15:40:14.652496,opt5,4,0.01,0.57949494949494951
2018-02-26 15:48:43.029479,opt6,4,0.01,0.43525252525252528
2018-02-26 15:48:43.419473,opt1,4,0.01,0.59898989898989896
2018-02-26 15:48:44.077526,opt2,4,0.01,0.48505050505050507
2018-02-26 15:48:44.550040,opt3,4,0.01,0.48444444444444446
2018-02-26 15:48:45.038729,opt4,4,0.01,0.58959595959595956
2018-02-26 15:48:46.277098,opt5,4,0.01,0.59070707070707074
2018-02-26 15:49:18.865530,opt6,4,0.01,0.47454545454545455
2018-02-26 15:49:19.356089,opt1,4,0.01,0.6168686868686869
2018-02-26 15:49:20.051759,opt2,4,0.01,0.57373737373737377
2018-02-26 15:49:20.515898,opt3,4,0.01,0.57090909090909092
2018-02-26 15:49:20.969234,opt4,4,0.01,0.60484848484848486
2018-02-26 15:49:22.190479,opt5,4,0.01,0.60575757575757572
2018-02-26 15:49:59.947971,opt6,4,0.01,0.45161616161616164
2018-02-26 15:50:00.322920,opt1,4,0.01,0.58191919191919195
2018-02-26 15:50:00.922639,opt2,4,0.01,0.54686868686868684
2018-02-26 15:50:01.358163,opt3,4,0.01,0.55101010101010106
2018-02-26 15:50:01.803769,opt4,4,0.01,0.57272727272727275
2018-02-26 15:50:02.909736,opt5,4,0.01,0.57161616161616158
2018-02-26 15:50:46.023678,opt6,4,0.01,0.41717171717171719
2018-02-26 15:50:46.424686,opt1,4,0.01,0.59040404040404038
2018-02-26 15:50:47.024789,opt2,4,0.01,0.53343434343434348
2018-02-26 15:50:47.416161,opt3,4,0.01,0.53676767676767678
2018-02-26 15:50:47.898609,opt4,4,0.01,0.58101010101010098
2018-02-26 15:50:49.143221,opt5,4,0.01,0.58141414141414138
2018-02-26 15:51:22.382546,opt6,4,0.01,0.41525252525252526
2018-02-26 15:51:22.721853,opt1,4,0.01,0.58020202020202016
2018-02-26 15:51:23.520299,opt2,4,0.01,0.47464646464646465
2018-02-26 15:51:24.066990,opt3,4,0.01,0.49515151515151518
2018-02-26 15:51:24.534372,opt4,4,0.01,0.56474747474747478
2018-02-26 15:51:25.687987,opt5,4,0.01,0.56555555555555559
2018-02-26 15:52:06.019643,opt6,4,0.01,0.45616161616161616
2018-02-26 15:52:06.512856,opt1,4,0.01,0.57656565656565661
2018-02-26 15:52:07.297478,opt2,4,0.01,0.40353535353535352
2018-02-26 15:52:07.725915,opt3,4,0.01,0.39303030303030301
2018-02-26 15:52:08.240255,opt4,4,0.01,0.53929292929292927
2018-02-26 15:52:09.413834,opt5,4,0.01,0.56898989898989893
2018-02-26 15:52:45.196868,opt6,4,0.01,0.43868686868686868
2018-02-26 15:52:45.720454,opt1,4,0.01,0.60353535353535348
2018-02-26 15:52:46.597752,opt2,4,0.01,0.55323232323232319
2018-02-26 15:52:47.333265,opt3,4,0.01,0.56484848484848482
2018-02-26 15:52:47.871463,opt4,4,0.01,0.59020202020202017
2018-02-26 15:52:49.182885,opt5,4,0.01,0.59090909090909094
2018-02-26 15:53:24.944122,opt6,4,0.01,0.43626262626262624
2018-02-26 15:53:29.499000,opt1,5,0.01,0.47303030303030302
2018-02-26 15:53:30.323937,opt2,5,0.01,0.44878787878787879
2018-02-26 15:53:30.693454,opt3,5,0.01,0.4494949494949495
2018-02-26 15:53:31.136580,opt4,5,0.01,0.46606060606060606
2018-02-26 15:53:32.309605,opt5,5,0.01,0.46535353535353535
2018-02-26 15:54:22.234925,opt6,5,0.01,0.39525252525252524
2018-02-26 15:54:22.632748,opt1,5,0.01,0.49191919191919192
2018-02-26 15:54:23.531889,opt2,5,0.01,0.37555555555555553
2018-02-26 15:54:23.952430,opt3,5,0.01,0.38040404040404041
2018-02-26 15:54:24.444116,opt4,5,0.01,0.48222222222222222
2018-02-26 15:54:25.648820,opt5,5,0.01,0.48202020202020202
2018-02-26 15:55:25.433906,opt6,5,0.01,0.40707070707070708
2018-02-26 15:55:25.763713,opt1,5,0.01,0.47666666666666668
2018-02-26 15:55:26.820704,opt2,5,0.01,0.35898989898989897
2018-02-26 15:55:27.229781,opt3,5,0.01,0.37111111111111111
2018-02-26 15:55:27.679980,opt4,5,0.01,0.42858585858585857
2018-02-26 15:55:28.772519,opt5,5,0.01,0.4624242424242424
2018-02-26 15:56:15.293068,opt6,5,0.01,0.43313131313131314
2018-02-26 15:56:15.832647,opt1,5,0.01,0.47464646464646465
2018-02-26 15:56:16.709982,opt2,5,0.01,0.35363636363636364
2018-02-26 15:56:17.145468,opt3,5,0.01,0.3797979797979798
2018-02-26 15:56:17.644068,opt4,5,0.01,0.40151515151515149
2018-02-26 15:56:19.050889,opt5,5,0.01,0.40676767676767678
2018-02-26 15:57:11.642359,opt6,5,0.01,0.38262626262626265
2018-02-26 15:57:12.006849,opt1,5,0.01,0.481010101010101
2018-02-26 15:57:12.756691,opt2,5,0.01,0.38292929292929295
2018-02-26 15:57:13.164856,opt3,5,0.01,0.4114141414141414
2018-02-26 15:57:13.608584,opt4,5,0.01,0.46868686868686871
2018-02-26 15:57:14.778746,opt5,5,0.01,0.47272727272727272
2018-02-26 15:58:05.799338,opt6,5,0.01,0.37494949494949498
2018-02-26 15:58:06.157005,opt1,5,0.01,0.47202020202020201
2018-02-26 15:58:06.893110,opt2,5,0.01,0.39767676767676768
2018-02-26 15:58:07.254451,opt3,5,0.01,0.41959595959595958
2018-02-26 15:58:07.720620,opt4,5,0.01,0.4491919191919192
2018-02-26 15:58:08.932419,opt5,5,0.01,0.45161616161616164
2018-02-26 15:59:04.963152,opt6,5,0.01,0.34949494949494947
2018-02-26 15:59:05.530457,opt1,5,0.01,0.46292929292929291
2018-02-26 15:59:06.624352,opt2,5,0.01,0.41999999999999998
2018-02-26 15:59:07.089393,opt3,5,0.01,0.43272727272727274
2018-02-26 15:59:07.640575,opt4,5,0.01,0.45212121212121215
2018-02-26 15:59:08.929188,opt5,5,0.01,0.45444444444444443
2018-02-26 16:00:00.953173,opt6,5,0.01,0.32070707070707072
2018-02-26 16:00:01.343999,opt1,5,0.01,0.47383838383838384
2018-02-26 16:00:02.181672,opt2,5,0.01,0.35858585858585856
2018-02-26 16:00:02.610626,opt3,5,0.01,0.39040404040404042
2018-02-26 16:00:03.136049,opt4,5,0.01,0.43161616161616162
2018-02-26 16:00:04.280105,opt5,5,0.01,0.43404040404040406
2018-02-26 16:00:49.236638,opt6,5,0.01,0.29353535353535354
2018-02-26 16:00:49.563984,opt1,5,0.01,0.48818181818181816
2018-02-26 16:00:50.573973,opt2,5,0.01,0.3324242424242424
2018-02-26 16:00:50.933581,opt3,5,0.01,0.37828282828282828
2018-02-26 16:00:51.325316,opt4,5,0.01,0.37222222222222223
2018-02-26 16:00:52.525580,opt5,5,0.01,0.47353535353535353
2018-02-26 16:01:37.136245,opt6,5,0.01,0.30313131313131314
2018-02-26 16:01:37.510597,opt1,5,0.01,0.48999999999999999
2018-02-26 16:01:38.252061,opt2,5,0.01,0.41373737373737374
2018-02-26 16:01:38.600766,opt3,5,0.01,0.41464646464646465
2018-02-26 16:01:39.041244,opt4,5,0.01,0.47979797979797978
2018-02-26 16:01:40.354597,opt5,5,0.01,0.48020202020202019
2018-02-26 16:02:26.302368,opt6,5,0.01,0.3194949494949495
2018-02-26 16:02:26.639237,opt1,5,0.01,0.48626262626262629
2018-02-26 16:02:27.524081,opt2,5,0.01,0.37343434343434345
2018-02-26 16:02:27.925179,opt3,5,0.01,0.34555555555555556
2018-02-26 16:02:28.383221,opt4,5,0.01,0.34757575757575759
2018-02-26 16:02:29.407094,opt5,5,0.01,0.46777777777777779
2018-02-26 16:03:25.040624,opt6,5,0.01,0.35414141414141415
2018-02-26 16:03:25.373794,opt1,5,0.01,0.47959595959595958
2018-02-26 16:03:26.535950,opt2,5,0.01,0.43202020202020203
2018-02-26 16:03:26.892723,opt3,5,0.01,0.44212121212121214
2018-02-26 16:03:27.322639,opt4,5,0.01,0.46747474747474749
2018-02-26 16:03:28.544958,opt5,5,0.01,0.46858585858585861
2018-02-26 16:04:23.801840,opt6,5,0.01,0.3419191919191919
2018-02-26 16:04:24.125307,opt1,5,0.01,0.47858585858585856
2018-02-26 16:04:24.946689,opt2,5,0.01,0.42868686868686867
2018-02-26 16:04:25.506312,opt3,5,0.01,0.3704040404040404
2018-02-26 16:04:26.008315,opt4,5,0.01,0.45040404040404042
2018-02-26 16:04:27.179401,opt5,5,0.01,0.44131313131313132
2018-02-26 16:05:14.308162,opt6,5,0.01,0.36636363636363639
2018-02-26 16:05:14.636545,opt1,5,0.01,0.47313131313131312
2018-02-26 16:05:15.468650,opt2,5,0.01,0.41515151515151516
2018-02-26 16:05:15.831397,opt3,5,0.01,0.42757575757575755
2018-02-26 16:05:16.265156,opt4,5,0.01,0.46353535353535352
2018-02-26 16:05:17.524024,opt5,5,0.01,0.46595959595959596
2018-02-26 16:06:08.161986,opt6,5,0.01,0.31818181818181818
2018-02-26 16:06:08.590575,opt1,5,0.01,0.48878787878787877
2018-02-26 16:06:09.637469,opt2,5,0.01,0.42252525252525253
2018-02-26 16:06:10.003639,opt3,5,0.01,0.40777777777777779
2018-02-26 16:06:10.487912,opt4,5,0.01,0.47373737373737373
2018-02-26 16:06:11.617325,opt5,5,0.01,0.47545454545454546
2018-02-26 16:07:03.800338,opt6,5,0.01,0.32020202020202021
2018-02-26 16:07:04.120198,opt1,5,0.01,0.47333333333333333
2018-02-26 16:07:04.982865,opt2,5,0.01,0.33111111111111113
2018-02-26 16:07:05.349731,opt3,5,0.01,0.32686868686868686
2018-02-26 16:07:05.794030,opt4,5,0.01,0.46030303030303032
2018-02-26 16:07:06.975196,opt5,5,0.01,0.45949494949494951
2018-02-26 16:08:01.867989,opt6,5,0.01,0.30767676767676766
2018-02-26 16:08:02.245229,opt1,5,0.01,0.48020202020202019
2018-02-26 16:08:03.429239,opt2,5,0.01,0.30777777777777776
2018-02-26 16:08:03.838386,opt3,5,0.01,0.31595959595959594
2018-02-26 16:08:04.352100,opt4,5,0.01,0.38
2018-02-26 16:08:05.590569,opt5,5,0.01,0.46060606060606063
2018-02-26 16:08:53.606549,opt6,5,0.01,0.37474747474747477
2018-02-26 16:08:54.093888,opt1,5,0.01,0.4774747474747475
2018-02-26 16:08:55.341384,opt2,5,0.01,0.40141414141414139
2018-02-26 16:08:55.840759,opt3,5,0.01,0.41303030303030303
2018-02-26 16:08:56.343902,opt4,5,0.01,0.46707070707070708
2018-02-26 16:08:57.521342,opt5,5,0.01,0.46616161616161617
2018-02-26 16:09:42.879067,opt6,5,0.01,0.40363636363636363
2018-02-26 16:09:43.237135,opt1,5,0.01,0.47949494949494947
2018-02-26 16:09:44.105687,opt2,5,0.01,0.35353535353535354
2018-02-26 16:09:44.474194,opt3,5,0.01,0.35575757575757577
2018-02-26 16:09:44.927961,opt4,5,0.01,0.46141414141414139
2018-02-26 16:09:46.174984,opt5,5,0.01,0.46343434343434342
2018-02-26 16:10:49.837095,opt6,5,0.01,0.32424242424242422
2018-02-26 16:10:50.221750,opt1,5,0.01,0.47535353535353536
2018-02-26 16:10:51.319797,opt2,5,0.01,0.44898989898989899
2018-02-26 16:10:51.698111,opt3,5,0.01,0.44828282828282828
2018-02-26 16:10:52.122261,opt4,5,0.01,0.45757575757575758
2018-02-26 16:10:53.441663,opt5,5,0.01,0.45979797979797982
2018-02-26 16:11:40.219506,opt6,5,0.01,0.41313131313131313
2018-02-26 16:11:40.546388,opt1,5,0.01,0.47515151515151516
2018-02-26 16:11:41.396093,opt2,5,0.01,0.42454545454545456
2018-02-26 16:11:41.761585,opt3,5,0.01,0.42525252525252527
2018-02-26 16:11:42.230053,opt4,5,0.01,0.45808080808080809
2018-02-26 16:11:43.600513,opt5,5,0.01,0.45929292929292931
2018-02-26 16:12:26.883355,opt6,5,0.01,0.34393939393939393
2018-02-26 16:12:27.274291,opt1,5,0.01,0.48171717171717171
2018-02-26 16:12:28.095604,opt2,5,0.01,0.43909090909090909
2018-02-26 16:12:28.547814,opt3,5,0.01,0.4491919191919192
2018-02-26 16:12:28.992090,opt4,5,0.01,0.35090909090909089
2018-02-26 16:12:30.294638,opt5,5,0.01,0.4714141414141414
2018-02-26 16:13:16.113306,opt6,5,0.01,0.34141414141414139
2018-02-26 16:13:16.445022,opt1,5,0.01,0.48737373737373735
2018-02-26 16:13:17.520796,opt2,5,0.01,0.43515151515151518
2018-02-26 16:13:17.892602,opt3,5,0.01,0.4495959595959596
2018-02-26 16:13:18.348569,opt4,5,0.01,0.47646464646464648
2018-02-26 16:13:19.574209,opt5,5,0.01,0.47696969696969699
2018-02-26 16:14:11.241622,opt6,5,0.01,0.3197979797979798
2018-02-26 16:14:11.563361,opt1,5,0.01,0.49010101010101009
2018-02-26 16:14:12.388209,opt2,5,0.01,0.39181818181818184
2018-02-26 16:14:12.752420,opt3,5,0.01,0.40313131313131312
2018-02-26 16:14:13.128656,opt4,5,0.01,0.30313131313131314
2018-02-26 16:14:14.321059,opt5,5,0.01,0.47505050505050506
