currenttime,choice,l,valueH,valueM
2020-03-03 23:12:53.017829,Hrow,4,0.407580320606951,1854443.0
2020-03-03 23:12:53.018009,Hrow,5,0.35786031725137013,35546246.222222224
2020-03-03 23:12:53.018168,Hrow,6,0.3612630414847212,714694626.3333334
2020-03-03 23:12:53.018332,Hrow,7,0.34601389643058117,14219821628.666666
2020-03-03 23:12:53.018587,Hrow,8,0.3525196938706751,284602144454.0
2020-03-03 23:12:53.018745,HrowEC,1,0.6129032258064516,225.33333333333334
2020-03-03 23:12:53.018955,HrowEC,2,0.4555256064690027,4205.777777777777
2020-03-03 23:12:53.019164,HrowEC,3,0.3837145088634158,80071.33333333333
2020-03-03 23:12:53.019375,HrowEC,4,0.3661330215519181,1523861.3333333333
2020-03-03 23:12:53.019585,HrowEC,5,0.3485781760702743,28956919.777777776
2020-03-03 23:12:53.019797,HrowEC,6,0.35267532568677706,550158268.6666666
2020-03-03 23:12:53.020212,HrowEC,7,0.34310777103784673,10453167667.555555
2020-03-03 23:12:53.024729,HrowEC,8,0.35051473316146603,198612450726.44446
2020-03-03 23:12:55.381450,Hrow,1,0.6111975116640747,218.44444444444446
2020-03-03 23:12:55.381996,Hrow,2,0.6112401300510915,6443.666666666667
2020-03-03 23:12:55.383823,Hrow,3,0.42440009895275005,88541.33333333333
2020-03-03 23:12:55.384239,Hrow,4,0.35973489281877796,1855319.2222222222
2020-03-03 23:12:55.384594,Hrow,5,0.3748797282591102,35530949.777777776
2020-03-03 23:12:55.384786,Hrow,6,0.31148995390623274,714798950.0
2020-03-03 23:12:55.385180,Hrow,7,0.3623232399244074,14219545333.11111
2020-03-03 23:12:55.385421,Hrow,8,0.3024973414450537,284624055685.7778
2020-03-03 23:12:55.385621,HrowEC,1,0.6111975116640747,218.44444444444446
2020-03-03 23:12:55.385909,HrowEC,2,0.4034212401995724,4221.555555555556
2020-03-03 23:12:55.386077,HrowEC,3,0.4028593369906605,80022.22222222222
2020-03-03 23:12:55.386296,HrowEC,4,0.3163046740702338,1523814.888888889
2020-03-03 23:12:55.386496,HrowEC,5,0.36524159191258715,28958287.555555556
2020-03-03 23:12:55.386673,HrowEC,6,0.3026515267619939,550212751.7777778
2020-03-03 23:12:55.386842,HrowEC,7,0.3592017866266954,10453657701.11111
2020-03-03 23:12:55.387213,HrowEC,8,0.3004498463133653,198623692612.8889
2020-03-03 23:12:56.523257,Hrow,1,0.625,224.44444444444446
2020-03-03 23:12:56.523649,Hrow,2,0.6280869885735348,6445.0
2020-03-03 23:12:56.524135,Hrow,3,0.4164354443832913,89129.77777777778
2020-03-03 23:12:56.524459,Hrow,4,0.38646587653272935,1856199.6666666667
2020-03-03 23:12:56.524755,Hrow,5,0.36974556173923473,35579407.333333336
2020-03-03 23:12:56.525050,Hrow,6,0.3387098827894813,715084280.0
2020-03-03 23:12:56.525294,Hrow,7,0.358029473286453,14227446121.11111
2020-03-03 23:12:56.525531,Hrow,8,0.3296092728992321,284737110324.6667
2020-03-03 23:12:56.525725,HrowEC,1,0.625,224.44444444444446
2020-03-03 23:12:56.525931,HrowEC,2,0.43264519238493054,4222.444444444444
2020-03-03 23:12:56.526119,HrowEC,3,0.39369664415969285,80375.55555555556
2020-03-03 23:12:56.526353,HrowEC,4,0.3441539243385207,1524585.5555555555
2020-03-03 23:12:56.526645,HrowEC,5,0.3608703381550464,28967529.111111112
2020-03-03 23:12:56.526887,HrowEC,6,0.3298164796859499,550404479.3333334
2020-03-03 23:12:56.527111,HrowEC,7,0.3551178612504396,10457757204.0
2020-03-03 23:12:56.527325,HrowEC,8,0.3275095362158035,198698961950.8889
2020-03-03 23:12:57.641849,Hrow,1,0.5672782874617737,218.0
2020-03-03 23:12:57.642240,Hrow,2,0.6206634453553396,6417.666666666667
2020-03-03 23:12:57.644247,Hrow,3,0.38702543879996903,88690.88888888889
2020-03-03 23:12:57.645029,Hrow,4,0.37924655837952886,1853799.111111111
2020-03-03 23:12:57.645408,Hrow,5,0.34276825778339504,35542630.0
2020-03-03 23:12:57.645652,Hrow,6,0.3337792167693608,714713482.3333334
2020-03-03 23:12:57.645897,Hrow,7,0.3317397316001857,14220734718.88889
2020-03-03 23:12:57.646130,Hrow,8,0.32534983145511287,284623841441.0
2020-03-03 23:12:57.646370,HrowEC,1,0.5672782874617737,218.0
2020-03-03 23:12:57.646595,HrowEC,2,0.4157538255706999,4195.555555555556
2020-03-03 23:12:57.646827,HrowEC,3,0.36730658706262814,80189.33333333333
2020-03-03 23:12:57.647158,HrowEC,4,0.3381755295370503,1523802.2222222222
2020-03-03 23:12:57.647381,HrowEC,5,0.33425316364322777,28957922.888888888
2020-03-03 23:12:57.647610,HrowEC,6,0.3254938360414859,550214646.0
2020-03-03 23:12:57.647828,HrowEC,7,0.3290140832090164,10454052339.11111
2020-03-03 23:12:57.648055,HrowEC,8,0.32343345960730263,198628102178.22223
2020-03-03 23:12:58.771130,Hrow,1,0.5714285714285714,231.11111111111111
2020-03-03 23:12:58.771576,Hrow,2,0.6525851506983582,6406.888888888889
2020-03-03 23:12:58.773111,Hrow,3,0.37214782846333216,89264.22222222222
2020-03-03 23:12:58.773353,Hrow,4,0.41429414738826,1853520.4444444445
2020-03-03 23:12:58.773566,Hrow,5,0.32503052755914,35577188.44444445
2020-03-03 23:12:58.773807,Hrow,6,0.36682672673821526,714797772.7777778
2020-03-03 23:12:58.774046,Hrow,7,0.3131091219922175,14224357097.777779
2020-03-03 23:12:58.774402,Hrow,8,0.35763932380431934,284664226979.6667
2020-03-03 23:12:58.774664,HrowEC,1,0.5714285714285714,231.11111111111111
2020-03-03 23:12:58.774919,HrowEC,2,0.4671927846674182,4184.666666666667
2020-03-03 23:12:58.775129,HrowEC,3,0.35124017176133804,80250.88888888889
2020-03-03 23:12:58.775294,HrowEC,4,0.37266692816659774,1524137.3333333333
2020-03-03 23:12:58.775602,HrowEC,5,0.3160225340547881,28962805.333333332
2020-03-03 23:12:58.775801,HrowEC,6,0.3579193462187482,550297644.6666666
2020-03-03 23:12:58.776073,HrowEC,7,0.31013929794455014,10455363683.333334
2020-03-03 23:12:58.776238,HrowEC,8,0.3554990119823789,198654981889.77777
2020-03-03 23:12:59.909012,Hrow,1,0.5743440233236151,219.77777777777777
2020-03-03 23:12:59.909385,Hrow,2,0.657608695652174,6445.777777777777
2020-03-03 23:12:59.911353,Hrow,3,0.3584065826055211,88841.33333333333
2020-03-03 23:12:59.911776,Hrow,4,0.4219262588544802,1855376.0
2020-03-03 23:12:59.912150,Hrow,5,0.3085932733533359,35550866.0
2020-03-03 23:12:59.912398,Hrow,6,0.3726779056429282,714912480.4444444
2020-03-03 23:12:59.912568,Hrow,7,0.29624713860733115,14222620899.11111
2020-03-03 23:12:59.912728,Hrow,8,0.3628649348284316,284676117180.44446
2020-03-03 23:12:59.912960,HrowEC,1,0.5743440233236151,219.77777777777777
2020-03-03 23:12:59.913254,HrowEC,2,0.47865853658536583,4223.555555555556
2020-03-03 23:12:59.913424,HrowEC,3,0.3360246088998055,80270.22222222222
2020-03-03 23:12:59.913641,HrowEC,4,0.3799992530104185,1523728.6666666667
2020-03-03 23:12:59.913834,HrowEC,5,0.2991089075498307,28956339.111111112
2020-03-03 23:12:59.914061,HrowEC,6,0.363221325563253,550320061.3333334
2020-03-03 23:12:59.914247,HrowEC,7,0.2931953959985542,10455406659.11111
2020-03-03 23:12:59.914460,HrowEC,8,0.36054465990327883,198658732222.44446
2020-03-03 23:13:01.054507,Hrow,1,0.5911047345767576,219.33333333333334
2020-03-03 23:13:01.054894,Hrow,2,0.6383671054577725,6449.0
2020-03-03 23:13:01.056516,Hrow,3,0.39655104573924305,88882.22222222222
2020-03-03 23:13:01.056950,Hrow,4,0.4054473253527375,1855924.6666666667
2020-03-03 23:13:01.057309,Hrow,5,0.35132907574358313,35553781.11111111
2020-03-03 23:13:01.057511,Hrow,6,0.3593235059155663,714740376.4444444
2020-03-03 23:13:01.057699,Hrow,7,0.3399401370857288,14219624268.0
2020-03-03 23:13:01.057857,Hrow,8,0.3505216548151527,284585327465.7778
2020-03-03 23:13:01.058052,HrowEC,1,0.5911047345767576,219.33333333333334
2020-03-03 23:13:01.058209,HrowEC,2,0.4494483224498987,4227.111111111111
2020-03-03 23:13:01.058391,HrowEC,3,0.37559483479342737,80329.55555555556
2020-03-03 23:13:01.058545,HrowEC,4,0.3645357758152336,1524123.111111111
2020-03-03 23:13:01.058727,HrowEC,5,0.34266193330984335,28956063.333333332
2020-03-03 23:13:01.058979,HrowEC,6,0.35073125411313655,550111657.1111112
2020-03-03 23:13:01.059129,HrowEC,7,0.33710643753456293,10452413149.555555
2020-03-03 23:13:01.059352,HrowEC,8,0.34848938245586886,198597122215.77777
2020-03-03 23:13:02.180475,Hrow,1,0.578386605783866,212.88888888888889
2020-03-03 23:13:02.180854,Hrow,2,0.6443723363037582,6431.777777777777
2020-03-03 23:13:02.182924,Hrow,3,0.37624142602647664,88533.77777777778
2020-03-03 23:13:02.183376,Hrow,4,0.41273216653322825,1855205.6666666667
2020-03-03 23:13:02.183701,Hrow,5,0.3319110075585204,35536807.11111111
2020-03-03 23:13:02.183907,Hrow,6,0.366493091443758,714846458.1111112
2020-03-03 23:13:02.184093,Hrow,7,0.32085562216482094,14221195044.0
2020-03-03 23:13:02.184309,Hrow,8,0.35759242179756767,284649075029.55554
2020-03-03 23:13:02.184508,HrowEC,1,0.578386605783866,212.88888888888889
2020-03-03 23:13:02.184686,HrowEC,2,0.4579611722152506,4209.555555555556
2020-03-03 23:13:02.184850,HrowEC,3,0.35597643229370435,80232.0
2020-03-03 23:13:02.185043,HrowEC,4,0.3721267161138261,1524383.3333333333
2020-03-03 23:13:02.185205,HrowEC,5,0.32349262897966685,28958300.444444444
2020-03-03 23:13:02.185383,HrowEC,6,0.3578160165439921,550241314.2222222
2020-03-03 23:13:02.185641,HrowEC,7,0.31811039179409867,10454699612.666666
2020-03-03 23:13:02.185796,HrowEC,8,0.3555269508519251,198641324793.77777
2020-03-03 23:13:03.603121,Hrow,1,0.5771065182829889,219.77777777777777
2020-03-03 23:13:03.603463,Hrow,2,0.6396703464414711,6433.444444444444
2020-03-03 23:13:03.605410,Hrow,3,0.3704166963138835,88841.55555555556
2020-03-03 23:13:03.606007,Hrow,4,0.39887568855712835,1854533.111111111
2020-03-03 23:13:03.606527,Hrow,5,0.32382047934956465,35556073.55555555
2020-03-03 23:13:03.606919,Hrow,6,0.3501039516085175,714784205.3333334
2020-03-03 23:13:03.607294,Hrow,7,0.31208948232415223,14222119954.222221
2020-03-03 23:13:03.607765,Hrow,8,0.34068446831841764,284638194201.2222
2020-03-03 23:13:03.608117,HrowEC,1,0.5771065182829889,219.77777777777777
2020-03-03 23:13:03.608470,HrowEC,2,0.4508025122121423,4211.333333333333
2020-03-03 23:13:03.608822,HrowEC,3,0.34949998969050905,80270.0
2020-03-03 23:13:03.609171,HrowEC,4,0.3563282476915395,1523614.888888889
2020-03-03 23:13:03.609587,HrowEC,5,0.31495844146018603,28961663.777777776
2020-03-03 23:13:03.609818,HrowEC,6,0.3409123980565211,550248440.6666666
2020-03-03 23:13:03.610052,HrowEC,7,0.3091653473520507,10454370796.444445
2020-03-03 23:13:03.610272,HrowEC,8,0.3384984799193796,198635428338.22223
2020-03-03 23:13:04.722902,Hrow,1,0.5848214285714285,225.33333333333334
2020-03-03 23:13:04.723274,Hrow,2,0.6366921329754285,6395.777777777777
2020-03-03 23:13:04.725135,Hrow,3,0.39399881008954263,89088.66666666667
2020-03-03 23:13:04.725627,Hrow,4,0.39355081072115405,1853629.0
2020-03-03 23:13:04.726144,Hrow,5,0.3470257956067992,35572304.88888889
2020-03-03 23:13:04.726347,Hrow,6,0.345631739376239,714906553.8888888
2020-03-03 23:13:04.726554,Hrow,7,0.33516159724766886,14226287634.88889
2020-03-03 23:13:04.726723,Hrow,8,0.33653505701586955,284711820453.2222
2020-03-03 23:13:04.726918,HrowEC,1,0.5848214285714285,225.33333333333334
2020-03-03 23:13:04.727078,HrowEC,2,0.44547746612039074,4173.333333333333
2020-03-03 23:13:04.727255,HrowEC,3,0.3732336516839948,80299.55555555556
2020-03-03 23:13:04.727512,HrowEC,4,0.3507055734978944,1524879.111111111
2020-03-03 23:13:04.727708,HrowEC,5,0.33797172874321024,28964674.444444444
2020-03-03 23:13:04.727915,HrowEC,6,0.33674574213269914,550365744.2222222
2020-03-03 23:13:04.728087,HrowEC,7,0.3322069496508971,10457266359.777779
2020-03-03 23:13:04.728252,HrowEC,8,0.3344442050272045,198687344018.0
2020-03-03 23:13:05.968993,Hrow,1,0.626453488372093,221.77777777777777
2020-03-03 23:13:05.969360,Hrow,2,0.6289488799540494,6421.666666666667
2020-03-03 23:13:05.971303,Hrow,3,0.4099714373533447,88933.55555555556
2020-03-03 23:13:05.971706,Hrow,4,0.3896396600029728,1854848.888888889
2020-03-03 23:13:05.972080,Hrow,5,0.3594718130782074,35563203.55555555
2020-03-03 23:13:05.972304,Hrow,6,0.3425231652783074,714917616.2222222
2020-03-03 23:13:05.972471,Hrow,7,0.34711775111718784,14224515506.666666
2020-03-03 23:13:05.972627,Hrow,8,0.333547822822849,284686226513.7778
2020-03-03 23:13:05.972787,HrowEC,1,0.626453488372093,221.77777777777777
2020-03-03 23:13:05.973039,HrowEC,2,0.4328810853950518,4199.333333333333
2020-03-03 23:13:05.973189,HrowEC,3,0.3857653084613814,80284.0
2020-03-03 23:13:05.973342,HrowEC,4,0.34804390289193554,1524604.6666666667
2020-03-03 23:13:05.973497,HrowEC,5,0.34984109819163145,28963733.777777776
2020-03-03 23:13:05.973651,HrowEC,6,0.33374411797608355,550320938.8888888
2020-03-03 23:13:05.973799,HrowEC,7,0.3440877452151187,10456141886.444445
2020-03-03 23:13:05.973956,HrowEC,8,0.33147862171657005,198666510161.77777
2020-03-03 23:13:07.368620,Hrow,1,0.588150289017341,222.88888888888889
2020-03-03 23:13:07.368958,Hrow,2,0.6349303535894689,6440.888888888889
2020-03-03 23:13:07.369124,Hrow,3,0.38648701296314675,88766.66666666667
2020-03-03 23:13:07.369275,Hrow,4,0.39754483178221756,1855906.3333333333
2020-03-03 23:13:07.369420,Hrow,5,0.3379537612915756,35557534.88888889
2020-03-03 23:13:07.369563,Hrow,6,0.35054059172308394,715044062.6666666
2020-03-03 23:13:07.369703,Hrow,7,0.32606333166016643,14225949674.666666
2020-03-03 23:13:07.369849,Hrow,8,0.3415203266891595,284728099319.6667
2020-03-03 23:13:07.369988,HrowEC,1,0.588150289017341,222.88888888888889
2020-03-03 23:13:07.370126,HrowEC,2,0.44184413760823776,4218.444444444444
2020-03-03 23:13:07.370264,HrowEC,3,0.3642680528467558,80072.44444444444
2020-03-03 23:13:07.370400,HrowEC,4,0.35622634371970757,1524532.4444444445
2020-03-03 23:13:07.370535,HrowEC,5,0.32864165410890744,28971920.888888888
2020-03-03 23:13:07.370671,HrowEC,6,0.3417619746767813,550384150.6666666
2020-03-03 23:13:07.370814,HrowEC,7,0.3231427717335046,10457496204.222221
2020-03-03 23:13:07.370950,HrowEC,8,0.3394332933320692,198694298750.44446
2020-03-03 23:13:08.573227,Hrow,1,0.61198738170347,216.0
2020-03-03 23:13:08.574693,Hrow,2,0.6308616187989556,6448.111111111111
2020-03-03 23:13:08.575266,Hrow,3,0.3994802831454436,88456.44444444444
2020-03-03 23:13:08.575526,Hrow,4,0.3867091731390655,1855668.6666666667
2020-03-03 23:13:08.575720,Hrow,5,0.34950112106429554,35537535.333333336
2020-03-03 23:13:08.575894,Hrow,6,0.33788819067744685,714927973.7777778
2020-03-03 23:13:08.576118,Hrow,7,0.3371613343615732,14222849483.333334
2020-03-03 23:13:08.576313,Hrow,8,0.32861232256904976,284679811581.3333
2020-03-03 23:13:08.576530,HrowEC,1,0.61198738170347,216.0
2020-03-03 23:13:08.576714,HrowEC,2,0.44025655237944417,4225.777777777777
2020-03-03 23:13:08.576924,HrowEC,3,0.3770739129137704,80031.33333333333
2020-03-03 23:13:08.577111,HrowEC,4,0.3430493479133563,1523888.888888889
2020-03-03 23:13:08.577325,HrowEC,5,0.3399499813371717,28968339.555555556
2020-03-03 23:13:08.577512,HrowEC,6,0.3288019424273302,550312074.2222222
2020-03-03 23:13:08.577691,HrowEC,7,0.33411987544340277,10455846754.444445
2020-03-03 23:13:08.577952,HrowEC,8,0.3264814070916368,198661599805.1111
2020-03-03 23:13:09.690353,Hrow,1,0.625,211.55555555555554
2020-03-03 23:13:09.690759,Hrow,2,0.6538176083124594,6494.555555555556
2020-03-03 23:13:09.692600,Hrow,3,0.4013173484070593,88428.88888888889
2020-03-03 23:13:09.693103,Hrow,4,0.4252928212262008,1858702.4444444445
2020-03-03 23:13:09.693581,Hrow,5,0.3521865239483778,35534920.666666664
2020-03-03 23:13:09.693781,Hrow,6,0.37875320732936135,715130955.2222222
2020-03-03 23:13:09.693960,Hrow,7,0.3400732011322848,14222612713.777779
2020-03-03 23:13:09.694133,Hrow,8,0.36971359342724536,284697913740.0
2020-03-03 23:13:09.694335,HrowEC,1,0.625,211.55555555555554
2020-03-03 23:13:09.694511,HrowEC,2,0.4749912064720366,4272.222222222223
2020-03-03 23:13:09.694732,HrowEC,3,0.37889745333635605,80176.66666666667
2020-03-03 23:13:09.694939,HrowEC,4,0.3845322750687232,1524231.3333333333
2020-03-03 23:13:09.695128,HrowEC,5,0.3428465399549076,28962808.444444444
2020-03-03 23:13:09.695428,HrowEC,6,0.36996504047789136,550325967.7777778
2020-03-03 23:13:09.695611,HrowEC,7,0.3370852923375745,10455913938.666666
2020-03-03 23:13:09.695820,HrowEC,8,0.367601767846684,198665528906.66666
2020-03-03 23:13:11.080208,Hrow,1,0.5939849624060151,220.88888888888889
2020-03-03 23:13:11.080822,Hrow,2,0.6291546435823447,6393.333333333333
2020-03-03 23:13:11.082379,Hrow,3,0.39434213317392064,88723.77777777778
2020-03-03 23:13:11.082653,Hrow,4,0.38468517108920003,1853615.4444444445
2020-03-03 23:13:11.082996,Hrow,5,0.34538525961327704,35548729.777777776
2020-03-03 23:13:11.083169,Hrow,6,0.33671477338238576,714921980.5555556
2020-03-03 23:13:11.083353,Hrow,7,0.3331985969823558,14224436995.11111
2020-03-03 23:13:11.083522,Hrow,8,0.32755420403657126,284709508562.2222
2020-03-03 23:13:11.083735,HrowEC,1,0.5939849624060151,220.88888888888889
2020-03-03 23:13:11.083916,HrowEC,2,0.431799574259047,4170.888888888889
2020-03-03 23:13:11.084081,HrowEC,3,0.37214803640914,80108.0
2020-03-03 23:13:11.084338,HrowEC,4,0.3422402403667907,1525006.888888889
2020-03-03 23:13:11.084792,HrowEC,5,0.33602854815820493,28964266.0
2020-03-03 23:13:11.085038,HrowEC,6,0.32779297014785175,550377801.3333334
2020-03-03 23:13:11.085290,HrowEC,7,0.33018073103525325,10456925358.222221
2020-03-03 23:13:11.085854,HrowEC,8,0.3254394100996004,198683378619.33334
2020-03-03 23:13:12.371328,Hrow,1,0.551219512195122,213.77777777777777
2020-03-03 23:13:12.375784,Hrow,2,0.63409488525265,6488.222222222223
2020-03-03 23:13:12.376173,Hrow,3,0.36246917134858064,88615.55555555556
2020-03-03 23:13:12.376496,Hrow,4,0.391937754994749,1858682.6666666667
2020-03-03 23:13:12.376771,Hrow,5,0.3185310361520177,35543660.88888889
2020-03-03 23:13:12.376951,Hrow,6,0.34503961198648814,715072097.4444444
2020-03-03 23:13:12.377206,Hrow,7,0.307653498790768,14221493346.88889
2020-03-03 23:13:12.377357,Hrow,8,0.3363861976822279,284657343642.6667
2020-03-03 23:13:12.377515,HrowEC,1,0.551219512195122,213.77777777777777
2020-03-03 23:13:12.377663,HrowEC,2,0.44240570846075433,4266.0
2020-03-03 23:13:12.377815,HrowEC,3,0.34360974634012176,80277.77777777778
2020-03-03 23:13:12.377978,HrowEC,4,0.34920720825311724,1524591.3333333333
2020-03-03 23:13:12.378199,HrowEC,5,0.31010786458174483,28959965.111111112
2020-03-03 23:13:12.378449,HrowEC,6,0.3364354500106789,550260120.6666666
2020-03-03 23:13:12.378593,HrowEC,7,0.3049694502844522,10454514082.222221
2020-03-03 23:13:12.378742,HrowEC,8,0.33443660786366497,198635082748.44446
2020-03-03 23:13:13.701043,Hrow,1,0.6011730205278593,222.44444444444446
2020-03-03 23:13:13.701427,Hrow,2,0.6395213999578325,6377.0
2020-03-03 23:13:13.701915,Hrow,3,0.39934431406754617,89017.11111111111
2020-03-03 23:13:13.702228,Hrow,4,0.39257648526746686,1851139.0
2020-03-03 23:13:13.702398,Hrow,5,0.35176005377425157,35559698.88888889
2020-03-03 23:13:13.702599,Hrow,6,0.3439645074678627,714476822.2222222
2020-03-03 23:13:13.702766,Hrow,7,0.34001890146863495,14220441780.88889
2020-03-03 23:13:13.702952,Hrow,8,0.334690677852972,284580579024.8889
2020-03-03 23:13:13.703210,HrowEC,1,0.6011730205278593,222.44444444444446
2020-03-03 23:13:13.703500,HrowEC,2,0.4453815586732625,4154.888888888889
2020-03-03 23:13:13.703849,HrowEC,3,0.3769189959186743,80343.11111111111
2020-03-03 23:13:13.704035,HrowEC,4,0.3497124586743775,1523516.888888889
2020-03-03 23:13:13.704256,HrowEC,5,0.34270064522815813,28954984.222222224
2020-03-03 23:13:13.704422,HrowEC,6,0.33489689242416315,550145850.0
2020-03-03 23:13:13.704644,HrowEC,7,0.3371234770445854,10452927129.555555
2020-03-03 23:13:13.704846,HrowEC,8,0.33254668403054677,198605826611.77777
2020-03-03 23:13:14.962557,Hrow,1,0.6381260096930533,221.77777777777777
2020-03-03 23:13:14.963054,Hrow,2,0.6229706011408512,6442.333333333333
2020-03-03 23:13:14.964637,Hrow,3,0.40852434232801316,88987.11111111111
2020-03-03 23:13:14.964980,Hrow,4,0.37660919687120464,1855997.4444444445
2020-03-03 23:13:14.965337,Hrow,5,0.35768149902320834,35569552.0
2020-03-03 23:13:14.965551,Hrow,6,0.3285973048261949,714971776.5555556
2020-03-03 23:13:14.965738,Hrow,7,0.3452330185867239,14224859645.333334
2020-03-03 23:13:14.965908,Hrow,8,0.31951700655573173,284688670662.1111
2020-03-03 23:13:14.966131,HrowEC,1,0.6381260096930533,221.77777777777777
2020-03-03 23:13:14.966331,HrowEC,2,0.42196434577867475,4220.0
2020-03-03 23:13:14.966506,HrowEC,3,0.3844105785670471,80337.55555555556
2020-03-03 23:13:14.966676,HrowEC,4,0.3339333483854946,1524556.4444444445
2020-03-03 23:13:14.966903,HrowEC,5,0.34800691557074637,28965948.666666668
2020-03-03 23:13:14.967204,HrowEC,6,0.3197099699395947,550310876.6666666
2020-03-03 23:13:14.967381,HrowEC,7,0.3421698126433208,10455955345.333334
2020-03-03 23:13:14.967589,HrowEC,8,0.3174336280858975,198666602519.55554
2020-03-03 23:13:16.182022,Hrow,1,0.5736434108527132,216.88888888888889
2020-03-03 23:13:16.182394,Hrow,2,0.6350466566994897,6438.888888888889
2020-03-03 23:13:16.184244,Hrow,3,0.38264083809552285,88558.0
2020-03-03 23:13:16.184677,Hrow,4,0.39491549689778205,1855402.3333333333
2020-03-03 23:13:16.185183,Hrow,5,0.33737372409386646,35515769.11111111
2020-03-03 23:13:16.185393,Hrow,6,0.3475951646617369,714488286.8888888
2020-03-03 23:13:16.185622,Hrow,7,0.32597335967176566,14211843878.0
2020-03-03 23:13:16.185818,Hrow,8,0.338613792663679,284466635774.0
2020-03-03 23:13:16.186008,HrowEC,1,0.5736434108527132,216.88888888888889
2020-03-03 23:13:16.186176,HrowEC,2,0.4415871262917094,4217.333333333333
2020-03-03 23:13:16.186440,HrowEC,3,0.3628169269737547,80102.44444444444
2020-03-03 23:13:16.186642,HrowEC,4,0.35307889042757634,1524222.6666666667
2020-03-03 23:13:16.186812,HrowEC,5,0.3286652303436913,28940917.555555556
2020-03-03 23:13:16.187004,HrowEC,6,0.338771672330817,549899479.1111112
2020-03-03 23:13:16.187169,HrowEC,7,0.3231366941470908,10448110869.11111
2020-03-03 23:13:16.187348,HrowEC,8,0.3365463422540003,198514466306.44446
2020-03-03 23:13:17.316142,Hrow,1,0.5475841874084919,224.22222222222223
2020-03-03 23:13:17.317620,Hrow,2,0.6392189734234013,6459.555555555556
2020-03-03 23:13:17.318152,Hrow,3,0.3637894523825011,89022.22222222222
2020-03-03 23:13:17.318373,Hrow,4,0.4059322532083864,1856446.2222222222
2020-03-03 23:13:17.318548,Hrow,5,0.3191770275091711,35559932.44444445
2020-03-03 23:13:17.318713,Hrow,6,0.3594727056291725,714808225.5555556
2020-03-03 23:13:17.318891,Hrow,7,0.30789313732775414,14220587331.555555
2020-03-03 23:13:17.319049,Hrow,8,0.35056634173110746,284604504074.0
2020-03-03 23:13:17.319241,HrowEC,1,0.5475841874084919,224.22222222222223
2020-03-03 23:13:17.319393,HrowEC,2,0.4507169131446588,4237.555555555556
2020-03-03 23:13:17.319571,HrowEC,3,0.34421208364988604,80278.66666666667
2020-03-03 23:13:17.319720,HrowEC,4,0.3648994353160814,1524028.6666666667
2020-03-03 23:13:17.319895,HrowEC,5,0.31061739014428585,28956830.444444444
2020-03-03 23:13:17.320043,HrowEC,6,0.35079752910911505,550151195.7777778
2020-03-03 23:13:17.320217,HrowEC,7,0.3050827777257024,10453011845.555555
2020-03-03 23:13:17.320465,HrowEC,8,0.3485036856228813,198608707595.1111
2020-03-03 23:13:18.478643,Hrow,1,0.6236044657097288,219.77777777777777
2020-03-03 23:13:18.479022,Hrow,2,0.6356215989953956,6465.777777777777
2020-03-03 23:13:18.481112,Hrow,3,0.38983884622131376,88745.11111111111
2020-03-03 23:13:18.481698,Hrow,4,0.3896383700793808,1857413.6666666667
2020-03-03 23:13:18.481940,Hrow,5,0.34226614871578137,35549969.333333336
2020-03-03 23:13:18.482169,Hrow,6,0.3414323719019387,715016147.1111112
2020-03-03 23:13:18.482365,Hrow,7,0.33085933700896597,14223086528.666666
2020-03-03 23:13:18.482550,Hrow,8,0.33245338382781453,284678625513.0
2020-03-03 23:13:18.482733,HrowEC,1,0.6236044657097288,219.77777777777777
2020-03-03 23:13:18.482951,HrowEC,2,0.4434143222506394,4243.555555555556
2020-03-03 23:13:18.483247,HrowEC,3,0.36579611405500884,80173.33333333333
2020-03-03 23:13:18.483423,HrowEC,4,0.34627802740149993,1524610.4444444445
2020-03-03 23:13:18.483647,HrowEC,5,0.3333919623879828,28962812.888888888
2020-03-03 23:13:18.483847,HrowEC,6,0.3325250271150279,550272562.0
2020-03-03 23:13:18.484038,HrowEC,7,0.3280667545238066,10455619964.0
2020-03-03 23:13:18.484209,HrowEC,8,0.33042076578648805,198657141136.22223
2020-03-03 23:13:19.770090,Hrow,1,0.6053333333333333,227.11111111111111
2020-03-03 23:13:19.770482,Hrow,2,0.6542217116599656,6460.222222222223
2020-03-03 23:13:19.772257,Hrow,3,0.40883532189821964,88847.11111111111
2020-03-03 23:13:19.772715,Hrow,4,0.41760101727509225,1857349.111111111
2020-03-03 23:13:19.773152,Hrow,5,0.3601586543112633,35551529.11111111
2020-03-03 23:13:19.773576,Hrow,6,0.3705344550449043,715026152.2222222
2020-03-03 23:13:19.773983,Hrow,7,0.3480738951316972,14222667984.88889
2020-03-03 23:13:19.774307,Hrow,8,0.36154500546576457,284670740284.55554
2020-03-03 23:13:19.774568,HrowEC,1,0.6053333333333333,227.11111111111111
2020-03-03 23:13:19.774772,HrowEC,2,0.4731621936989498,4238.0
2020-03-03 23:13:19.774948,HrowEC,3,0.38669250446896386,79989.77777777778
2020-03-03 23:13:19.775169,HrowEC,4,0.3755517829580334,1524879.3333333333
2020-03-03 23:13:19.775369,HrowEC,5,0.3508015878087757,28964861.555555556
2020-03-03 23:13:19.775544,HrowEC,6,0.36176584707889153,550278152.4444444
