currenttime,method,f,accuracy,precision,recall,learntime,proptime
2020-02-29 20:52:30.874435,GS,0.9,0.9291139840457335,0.9291139840457335,0.9291139840457335,-1,2.1689701080322266
2020-02-29 20:52:31.069030,GS,0.0567861610032174,0.6802065990031666,0.6807072469643781,0.6816737004391448,-1,2.233853340148926
2020-02-29 20:52:34.684616,LCE,0.9,0.9560183869423461,0.9560183869423461,0.9560183869423461,0.23732829093933105,3.3725194931030273
2020-02-29 20:52:38.316310,MCE,0.9,0.9557996642826786,0.9557996642826786,0.9557996642826786,0.10488343238830566,3.424520969390869
2020-02-29 20:52:41.983030,DCE,0.9,0.6096819355120969,0.6096819355120969,0.6096819355120969,0.08602666854858398,3.4711296558380127
2020-02-29 20:52:44.355444,LCE,0.0567861610032174,0.5902829813171386,0.59078362927835,0.5917500827531167,10.934474468231201,2.1938998699188232
2020-02-29 20:52:44.739511,DCEr,0.9,0.6121757010981318,0.6121757010981318,0.6121757010981318,0.13123059272766113,2.4440226554870605
2020-02-29 20:52:46.763512,MCE,0.0567861610032174,0.6048671643558129,0.6053445640722667,0.606287769302276,0.03545737266540527,2.191612720489502
2020-02-29 20:52:47.183235,GS,0.567861610032174,0.8635901690911091,0.8635901690911091,0.8635901690911091,-1,2.2687325477600098
2020-02-29 20:52:49.508368,DCE,0.0567861610032174,0.5985305707203726,0.5990536016073327,0.5999975524784299,0.06622028350830078,2.465125560760498
2020-02-29 20:52:49.741072,LCE,0.567861610032174,0.92148806363004,0.9217110690370599,0.9219340744440799,0.19536304473876953,2.228320598602295
2020-02-29 20:52:52.205767,MCE,0.567861610032174,0.9216910062987361,0.9218379698335005,0.921984933368265,0.02724909782409668,2.2162797451019287
2020-02-29 20:52:52.995601,DCEr,0.0567861610032174,0.5985541181599324,0.599111931655588,0.6000906651353809,0.7172918319702148,2.5765178203582764
2020-02-29 20:52:54.998662,DCE,0.567861610032174,0.5812789315343879,0.5812789315343879,0.5812789315343879,0.10872912406921387,2.43701434135437
2020-02-29 20:52:55.631943,GS,0.035829645349814754,0.6990660201247717,0.6996616521127154,0.7007644240609553,-1,2.426379680633545
2020-02-29 20:52:58.236815,DCEr,0.567861610032174,0.5812789315343879,0.5812789315343879,0.5812789315343879,0.180342435836792,2.853163003921509
2020-02-29 20:53:01.470896,GS,0.35829645349814754,0.8182108081770899,0.8184428261861262,0.8189068622041988,-1,2.9986305236816406
2020-02-29 20:53:05.297174,LCE,0.35829645349814754,0.9006381656109843,0.9010032342059976,0.9016003208100473,0.3984863758087158,3.222095251083374
