currenttime,method,f,accuracy,precision,recall,learntime,proptime
2020-02-29 21:18:45.897188,GS,0.9,0.9314849015050438,0.9314849015050438,0.9314849015050438,-1,2.2475385665893555
2020-02-29 21:18:46.106435,GS,0.0567861610032174,0.7353077068321948,0.7358841152091985,0.7368814435703394,-1,2.4030914306640625
2020-02-29 21:18:49.431471,LCE,0.9,0.9519143500552391,0.9519143500552391,0.9519143500552391,0.19642162322998047,3.1863033771514893
2020-02-29 21:18:52.602797,MCE,0.9,0.9519143500552391,0.9519143500552391,0.9519143500552391,0.07383918762207031,2.9200751781463623
2020-02-29 21:18:55.696087,DCE,0.9,0.9387106266198941,0.9387106266198941,0.9387106266198941,0.09266138076782227,2.894205093383789
2020-02-29 21:18:58.531958,DCEr,0.9,0.940677979385009,0.940677979385009,0.940677979385009,0.07860922813415527,2.643568277359009
2020-02-29 21:18:58.621829,LCE,0.0567861610032174,0.8258518141783289,0.8264305193175571,0.8274301444409226,9.912723302841187,2.437865734100342
2020-02-29 21:19:00.935215,GS,0.567861610032174,0.8703109925862584,0.8703109925862584,0.8703109925862584,-1,2.2138822078704834
2020-02-29 21:19:01.080528,MCE,0.0567861610032174,0.7834577276378273,0.7839459759160916,0.7848551441784931,0.026713848114013672,2.236738681793213
2020-02-29 21:19:03.886381,LCE,0.567861610032174,0.92641656582996,0.9268371471819075,0.9272577285338549,0.33200955390930176,2.4956018924713135
2020-02-29 21:19:03.929264,DCE,0.0567861610032174,0.7666211680579126,0.767132604741974,0.7680649614101727,0.054344892501831055,2.555370807647705
2020-02-29 21:19:06.322934,DCEr,0.0567861610032174,0.7666443564637095,0.7671557931477709,0.7680881498159698,0.038652896881103516,2.2028377056121826
2020-02-29 21:19:06.556979,MCE,0.567861610032174,0.9266601270033482,0.9268070905381126,0.9269540540728771,0.0490877628326416,2.4164023399353027
2020-02-29 21:19:08.666282,GS,0.035829645349814754,0.6932620213988292,0.693908337087514,0.6950693544018763,-1,2.183722972869873
2020-02-29 21:19:09.209450,DCE,0.567861610032174,0.8852718975599282,0.8854188610946926,0.8855658246294572,0.08366203308105469,2.434048652648926
2020-02-29 21:19:12.856989,DCEr,0.567861610032174,0.8877519056579137,0.8878988691926782,0.8880458327274429,0.0763545036315918,3.326054811477661
2020-02-29 21:19:15.985539,GS,0.35829645349814754,0.8173216322656409,0.8174763109383317,0.8177856682837136,-1,2.889913558959961
2020-02-29 21:19:19.670428,LCE,0.35829645349814754,0.8973309894535463,0.8978372287417424,0.8984981467026296,0.3219268321990967,3.1927196979522705
2020-02-29 21:19:22.183826,LCE,0.035829645349814754,0.6545838485455472,0.6551870421988718,0.6563049374778742,10.713438749313354,2.6217963695526123
2020-02-29 21:19:22.439005,MCE,0.35829645349814754,0.8681638704551866,0.8685164839739962,0.8690237761654968,0.04703927040100098,2.5757012367248535
2020-02-29 21:19:24.994507,MCE,0.035829645349814754,0.64031671129031,0.6409199049436346,0.642037800222637,0.3166360855102539,2.298260450363159
2020-02-29 21:19:25.045572,DCE,0.35829645349814754,0.8182560745976893,0.8186257296979579,0.8191500634709171,0.04429364204406738,2.4131486415863037
2020-02-29 21:19:27.529153,DCEr,0.35829645349814754,0.816961082097662,0.8173307371979305,0.8178550709708899,0.0411376953125,2.2840511798858643
2020-02-29 21:19:27.671396,DCE,0.035829645349814754,0.7541221729017996,0.754736709053196,0.7558659468302701,0.04091310501098633,2.4739089012145996
2020-02-29 21:19:30.014865,GS,0.2260697788358622,0.7863366137724749,0.7865289923231451,0.7869137494244853,-1,2.296739101409912
2020-02-29 21:19:30.385447,DCEr,0.035829645349814754,0.7594256386470408,0.7600832968337974,0.7612556566462315,0.07023096084594727,2.4455480575561523
2020-02-29 21:19:32.790458,LCE,0.2260697788358622,0.8911968793470985,0.8916494955067645,0.8922944902171007,0.2110445499420166,2.379671812057495
2020-02-29 21:19:33.037684,GS,0.022606977883586222,0.6829866041495909,0.6839495224749502,0.6854634284132194,-1,2.4574012756347656
2020-02-29 21:19:35.254166,MCE,0.2260697788358622,0.8911968793470985,0.8916494955067645,0.8922944902171007,0.037364959716796875,2.2784314155578613
2020-02-29 21:19:35.978960,LCE,0.022606977883586222,0.5935482441361584,0.5942178557720728,0.595438455020897,0.53598952293396,2.2160158157348633
2020-02-29 21:19:37.601343,DCE,0.2260697788358622,0.8644550044515737,0.8647435722775789,0.8652245186542545,0.045137643814086914,2.144943952560425
2020-02-29 21:19:38.694835,MCE,0.022606977883586222,0.6021073980678057,0.602830726996637,0.6041050435383779,0.28083133697509766,2.248589277267456
2020-02-29 21:19:40.102897,DCEr,0.2260697788358622,0.8645115255763441,0.8648000934023493,0.8652810397790249,0.07610034942626953,2.2588675022125244
2020-02-29 21:19:41.199049,DCE,0.022606977883586222,0.7316304654232101,0.7322463597662076,0.7334132417221149,0.03037261962890625,2.3084120750427246
2020-02-29 21:19:42.733653,GS,0.14264038732150022,0.7598086535575725,0.7601686964869255,0.7608760265927872,-1,2.4406771659851074
2020-02-29 21:19:44.037794,DCEr,0.022606977883586222,0.707487555313954,0.708287036138834,0.7096375045766236,0.0754544734954834,2.5284173488616943
2020-02-29 21:19:46.172350,LCE,0.14264038732150022,0.8571215254667166,0.8577394400351842,0.8587046417801604,0.9938399791717529,2.261171817779541
2020-02-29 21:19:46.381660,GS,0.014264038732150021,0.6309363399848772,0.6319542892614963,0.6335616103723996,-1,2.1744284629821777
2020-02-29 21:19:49.926169,MCE,0.14264038732150022,0.855759992707454,0.8563779072759216,0.8573431090208977,0.17484402656555176,3.3080837726593018
2020-02-29 21:19:52.839831,DCE,0.14264038732150022,0.8059462173166794,0.8064543923285976,0.8073098545170243,0.057787418365478516,2.692668914794922
2020-02-29 21:19:53.219699,LCE,0.014264038732150021,0.5443352348828743,0.5452717413153944,0.5469072081563895,4.395964860916138,2.264946460723877
2020-02-29 21:19:55.446515,DCEr,0.14264038732150022,0.8073490995946134,0.807844518853687,0.8086872252892695,0.059273719787597656,2.3500897884368896
2020-02-29 21:19:55.741555,MCE,0.014264038732150021,0.5385757262991447,0.5393456686104484,0.5407123788228079,0.0434720516204834,2.280824899673462
2020-02-29 21:19:58.019093,GS,0.09000000000000001,0.7289985559901383,0.7294804328098472,0.7303985118352155,-1,2.35750412940979
2020-02-29 21:19:58.658422,DCE,0.014264038732150021,0.5588665678547925,0.5596046781298369,0.5609321602391656,0.05639076232910156,2.506648302078247
2020-02-29 21:20:02.648189,DCEr,0.014264038732150021,0.5477277594109532,0.5485946676956156,0.550050947814562,0.08881497383117676,3.583662986755371
