currenttime,option,variant,length,diff,time
2017-06-30 01:00:24.139785,0,1,1,0.1094068552368445,0.4510619640350342
2017-06-30 01:00:24.619521,1,1,1,0.1094068552368445,0.4713099002838135
2017-06-30 01:00:25.131764,2,1,1,0.10940685523538766,0.5119140148162842
2017-06-30 01:00:25.623544,3,1,1,0.10940685523538766,0.4914689064025879
2017-06-30 01:00:26.115806,4,1,1,0.1094068552368445,0.49201202392578125
2017-06-30 01:00:26.563409,5,1,1,0.1094068552368445,0.4473240375518799
2017-06-30 01:00:27.001728,6,1,1,0.1094068552368445,0.4380500316619873
2017-06-30 01:00:27.422968,7,1,1,0.1094068552368445,0.4209630489349365
2017-06-30 01:00:27.876144,8,1,1,0.10940685523538766,0.4529390335083008
2017-06-30 01:00:28.363270,9,1,1,0.10940685523538766,0.48688602447509766
2017-06-30 01:00:28.878647,10,1,1,0.1094068552368445,0.5151000022888184
2017-06-30 01:00:29.450334,11,1,1,0.1094068552368445,0.5713520050048828
2017-06-30 01:00:29.960917,12,1,1,0.1094068552368445,0.5102419853210449
2017-06-30 01:00:30.453934,13,1,1,0.1094068552368445,0.49268603324890137
2017-06-30 01:00:30.859213,14,1,1,0.10940685523538766,0.40500402450561523
2017-06-30 01:00:31.384969,15,1,1,0.10940685523538766,0.525521993637085
2017-06-30 01:00:31.907721,16,1,1,0.1094068552368445,0.5224418640136719
2017-06-30 01:00:32.452457,17,1,1,0.1094068552368445,0.5443370342254639
2017-06-30 01:00:32.966604,18,1,1,0.1094068552368445,0.5137228965759277
2017-06-30 01:00:33.461376,19,1,1,0.1094068552368445,0.494520902633667
2017-06-30 01:00:33.849176,20,1,1,0.10940685523538766,0.38753700256347656
2017-06-30 01:00:34.179587,21,1,1,0.10940685523538766,0.3301839828491211
2017-06-30 01:00:34.472293,22,1,1,0.1094068552368445,0.2924611568450928
2017-06-30 01:00:34.754997,23,1,1,0.1094068552368445,0.28244519233703613
2017-06-30 01:00:35.038689,24,1,1,0.1094068552368445,0.28343892097473145
2017-06-30 01:00:35.333950,25,1,1,0.1094068552368445,0.29499006271362305
2017-06-30 01:00:35.645824,26,1,1,0.10940685523538766,0.3115839958190918
2017-06-30 01:00:35.977030,27,1,1,0.10940685523538766,0.33095407485961914
2017-06-30 01:00:36.363013,28,1,1,0.1094068552368445,0.38571786880493164
2017-06-30 01:00:36.657722,29,1,1,0.1094068552368445,0.2944300174713135
2017-06-30 01:00:36.951221,30,1,1,0.1094068552368445,0.2933011054992676
2017-06-30 01:00:37.263896,31,1,1,0.1094068552368445,0.2897770404815674
2017-06-30 01:00:37.538907,32,1,1,0.10940685523538766,0.27477407455444336
2017-06-30 01:00:37.814174,33,1,1,0.10940685523538766,0.27501606941223145
2017-06-30 01:00:38.393338,0,1,2,0.62927611182402099,0.5784509181976318
2017-06-30 01:00:39.119232,1,1,2,0.10655371775903268,0.7255990505218506
2017-06-30 01:00:39.853524,2,1,2,0.10561414551234981,0.7340829372406006
2017-06-30 01:00:40.850763,3,1,2,0.10437689079565417,0.9891800880432129
2017-06-30 01:00:42.006322,4,1,2,0.10278961938486074,1.1552791595458984
2017-06-30 01:00:43.104614,5,1,2,0.10060205313531526,1.0979640483856201
2017-06-30 01:00:44.188385,6,1,2,0.097735079254988463,1.0835139751434326
2017-06-30 01:00:45.264367,7,1,2,0.094045603878444239,1.075692892074585
2017-06-30 01:00:46.186233,8,1,2,0.089606238170937616,0.921544075012207
2017-06-30 01:00:47.264218,9,1,2,0.085698501292361964,1.077692985534668
2017-06-30 01:00:48.308223,10,1,2,0.083669167452304002,1.0437049865722656
2017-06-30 01:00:49.435265,11,1,2,0.083117152178012896,1.1267211437225342
2017-06-30 01:00:50.538331,12,1,2,0.082843954041509058,1.102782964706421
2017-06-30 01:00:51.466060,13,1,2,0.082380516859199907,0.9274320602416992
2017-06-30 01:00:52.572827,14,1,2,0.082216446526510403,1.1064798831939697
2017-06-30 01:00:53.775112,15,1,2,0.081977449287400098,1.20198392868042
2017-06-30 01:00:54.709639,16,1,2,0.081577743825926363,0.9342319965362549
2017-06-30 01:00:55.367144,17,1,2,0.081052768101622416,0.6572308540344238
2017-06-30 01:00:56.031887,18,1,2,0.080449362237710639,0.6644971370697021
2017-06-30 01:00:56.912778,19,1,2,0.079418145787122946,0.8806588649749756
2017-06-30 01:00:57.878304,20,1,2,0.07813853443160941,0.96527099609375
2017-06-30 01:00:58.788541,21,1,2,0.076600247417755826,0.8626720905303955
2017-06-30 01:00:59.450972,22,1,2,0.074307744400543066,0.6621279716491699
2017-06-30 01:01:00.172519,23,1,2,0.071037809853947392,0.7212700843811035
2017-06-30 01:01:00.933536,24,1,2,0.066767794013998558,0.7607471942901611
2017-06-30 01:01:01.643135,25,1,2,0.060204695514529047,0.7093219757080078
2017-06-30 01:01:02.372725,26,1,2,0.050170564548545085,0.7261481285095215
2017-06-30 01:01:03.100128,27,1,2,0.033399524772878324,0.7272419929504395
2017-06-30 01:01:03.890332,28,1,2,0.012452163968666993,0.7899601459503174
2017-06-30 01:01:04.675135,29,1,2,0.39802462762688084,0.761591911315918
2017-06-30 01:01:05.426247,30,1,2,0.46653383593043291,0.7508039474487305
2017-06-30 01:01:06.274642,31,1,2,0.50690467280960216,0.8481669425964355
2017-06-30 01:01:07.213295,32,1,2,0.53350468181279753,0.9383790493011475
2017-06-30 01:01:07.983387,33,1,2,0.55240485067889533,0.7697761058807373
2017-06-30 01:01:08.997653,0,1,3,0.090170883887221956,1.0140950679779053
