n,type,time
2017-07-02 03:12:18.679962,400,LHE,0.0026481151580810547
2017-07-02 03:12:18.681389,400,MHE,0.0011239051818847656
2017-07-02 03:12:18.691207,400,DHE,0.009741067886352539
2017-07-02 03:12:18.761846,400,DHEr,0.07052898406982422
2017-07-02 03:12:18.763907,400,LHE,0.0019431114196777344
2017-07-02 03:12:18.765550,400,MHE,0.001277923583984375
2017-07-02 03:12:18.773247,400,DHE,0.007597923278808594
2017-07-02 03:12:18.853858,400,DHEr,0.08049488067626953
2017-07-02 03:12:18.856503,400,LHE,0.0024640560150146484
2017-07-02 03:12:18.858379,400,MHE,0.001497030258178711
2017-07-02 03:12:18.866410,400,DHE,0.007922172546386719
2017-07-02 03:12:18.941256,400,DHEr,0.07469582557678223
2017-07-02 03:12:18.944311,400,LHE,0.0028421878814697266
2017-07-02 03:12:18.946118,400,MHE,0.0014541149139404297
2017-07-02 03:12:18.954393,400,DHE,0.008196115493774414
2017-07-02 03:12:19.040787,400,DHEr,0.08623600006103516
2017-07-02 03:12:19.043482,400,LHE,0.002538919448852539
2017-07-02 03:12:19.045509,400,MHE,0.0017189979553222656
2017-07-02 03:12:19.057137,400,DHE,0.011538028717041016
2017-07-02 03:12:19.137939,400,DHEr,0.08064889907836914
2017-07-02 03:12:19.140704,400,LHE,0.002599954605102539
2017-07-02 03:12:19.142981,400,MHE,0.0018389225006103516
2017-07-02 03:12:19.152540,400,DHE,0.009380817413330078
2017-07-02 03:12:19.263691,400,DHEr,0.11099004745483398
2017-07-02 03:12:19.266586,400,LHE,0.002702951431274414
2017-07-02 03:12:19.268375,400,MHE,0.0014989376068115234
2017-07-02 03:12:19.281653,400,DHE,0.013209104537963867
2017-07-02 03:12:19.365875,400,DHEr,0.0840909481048584
2017-07-02 03:12:19.368660,400,LHE,0.002657175064086914
2017-07-02 03:12:19.371053,400,MHE,0.0020949840545654297
2017-07-02 03:12:19.380363,400,DHE,0.009206771850585938
2017-07-02 03:12:19.467930,400,DHEr,0.0874629020690918
2017-07-02 03:12:19.470757,400,LHE,0.0026640892028808594
2017-07-02 03:12:19.472734,400,MHE,0.0016679763793945312
2017-07-02 03:12:19.482266,400,DHE,0.009449005126953125
2017-07-02 03:12:19.562528,400,DHEr,0.08011484146118164
2017-07-02 03:12:19.565460,400,LHE,0.0027501583099365234
2017-07-02 03:12:19.566936,400,MHE,0.0011661052703857422
2017-07-02 03:12:19.576735,400,DHE,0.009724855422973633
2017-07-02 03:12:19.645155,400,DHEr,0.06826090812683105
2017-07-02 03:12:19.648348,400,LHE,0.0030579566955566406
2017-07-02 03:12:19.650556,400,MHE,0.001753091812133789
2017-07-02 03:12:19.662612,400,DHE,0.011929988861083984
2017-07-02 03:12:19.740022,400,DHEr,0.07725977897644043
2017-07-02 03:12:19.743476,400,LHE,0.0032639503479003906
2017-07-02 03:12:19.745616,400,MHE,0.0016810894012451172
2017-07-02 03:12:19.757038,400,DHE,0.011324167251586914
2017-07-02 03:12:19.832455,400,DHEr,0.07525014877319336
2017-07-02 03:12:19.835649,400,LHE,0.0030319690704345703
2017-07-02 03:12:19.837420,400,MHE,0.001409769058227539
2017-07-02 03:12:19.846118,400,DHE,0.00860285758972168
2017-07-02 03:12:19.921476,400,DHEr,0.0752100944519043
2017-07-02 03:12:19.924185,400,LHE,0.002547025680541992
2017-07-02 03:12:19.926554,400,MHE,0.0020630359649658203
2017-07-02 03:12:19.939836,400,DHE,0.013142108917236328
2017-07-02 03:12:20.023913,400,DHEr,0.08386921882629395
2017-07-02 03:12:20.026770,400,LHE,0.0026102066040039062
2017-07-02 03:12:20.028448,400,MHE,0.001374959945678711
2017-07-02 03:12:20.039300,400,DHE,0.010764837265014648
2017-07-02 03:12:20.108957,400,DHEr,0.06947493553161621
2017-07-02 03:12:20.111797,400,LHE,0.002644062042236328
2017-07-02 03:12:20.113698,400,MHE,0.0015611648559570312
2017-07-02 03:12:20.124752,400,DHE,0.010974884033203125
2017-07-02 03:12:20.205320,400,DHEr,0.08042311668395996
2017-07-02 03:12:20.208121,400,LHE,0.0026140213012695312
2017-07-02 03:12:20.209739,400,MHE,0.0013079643249511719
2017-07-02 03:12:20.215345,400,DHE,0.0055310726165771484
2017-07-02 03:12:20.303865,400,DHEr,0.08839893341064453
2017-07-02 03:12:20.306312,400,LHE,0.0022759437561035156
2017-07-02 03:12:20.308310,400,MHE,0.0017027854919433594
2017-07-02 03:12:20.317703,400,DHE,0.009317874908447266
2017-07-02 03:12:20.387316,400,DHEr,0.06947088241577148
2017-07-02 03:12:20.389967,400,LHE,0.002482175827026367
2017-07-02 03:12:20.391748,400,MHE,0.0014801025390625
2017-07-02 03:12:20.400884,400,DHE,0.009061098098754883
2017-07-02 03:12:20.476064,400,DHEr,0.07502484321594238
2017-07-02 03:12:20.479296,400,LHE,0.0030450820922851562
2017-07-02 03:12:20.481214,400,MHE,0.0015628337860107422
2017-07-02 03:12:20.491733,400,DHE,0.01040196418762207
2017-07-02 03:12:20.575826,400,DHEr,0.08394002914428711
2017-07-02 03:12:20.578817,400,LHE,0.0028181076049804688
2017-07-02 03:12:20.580552,400,MHE,0.0014379024505615234
2017-07-02 03:12:20.589909,400,DHE,0.009276866912841797
2017-07-02 03:12:20.679942,400,DHEr,0.08988118171691895
2017-07-02 03:12:20.682159,400,LHE,0.0020139217376708984
2017-07-02 03:12:20.684515,400,MHE,0.0020520687103271484
2017-07-02 03:12:20.695932,400,DHE,0.011342048645019531
2017-07-02 03:12:20.769922,400,DHEr,0.07383990287780762
2017-07-02 03:12:20.772665,400,LHE,0.0025589466094970703
2017-07-02 03:12:20.774458,400,MHE,0.001483917236328125
2017-07-02 03:12:20.784009,400,DHE,0.009479045867919922
2017-07-02 03:12:20.855123,400,DHEr,0.0709528923034668
2017-07-02 03:12:20.857838,400,LHE,0.0025529861450195312
2017-07-02 03:12:20.859654,400,MHE,0.0013849735260009766
2017-07-02 03:12:20.871502,400,DHE,0.011749029159545898
2017-07-02 03:12:20.947617,400,DHEr,0.07593607902526855
2017-07-02 03:12:20.950527,400,LHE,0.002719879150390625
2017-07-02 03:12:20.952264,400,MHE,0.001344919204711914
2017-07-02 03:12:20.961855,400,DHE,0.009521961212158203
2017-07-02 03:12:21.035228,400,DHEr,0.07324695587158203
2017-07-02 03:12:21.037554,400,LHE,0.002151012420654297
2017-07-02 03:12:21.039461,400,MHE,0.0015959739685058594
2017-07-02 03:12:21.048834,400,DHE,0.009303808212280273
2017-07-02 03:12:21.126098,400,DHEr,0.07712411880493164
2017-07-02 03:12:21.128991,400,LHE,0.002711057662963867
2017-07-02 03:12:21.130945,400,MHE,0.0016109943389892578
2017-07-02 03:12:21.140607,400,DHE,0.009579181671142578
2017-07-02 03:12:21.218558,400,DHEr,0.07780790328979492
2017-07-02 03:12:21.221544,400,LHE,0.0028030872344970703
2017-07-02 03:12:21.223450,400,MHE,0.0015192031860351562
2017-07-02 03:12:21.234397,400,DHE,0.010874032974243164
2017-07-02 03:12:21.305776,400,DHEr,0.07121706008911133
2017-07-02 03:12:21.308481,400,LHE,0.002515077590942383
2017-07-02 03:12:21.310519,400,MHE,0.0016720294952392578
2017-07-02 03:12:21.324205,400,DHE,0.013617992401123047
2017-07-02 03:12:21.402375,400,DHEr,0.07795596122741699
2017-07-02 03:12:21.405083,400,LHE,0.002547025680541992
2017-07-02 03:12:21.407109,400,MHE,0.0017130374908447266
2017-07-02 03:12:21.415144,400,DHE,0.007964134216308594
2017-07-02 03:12:21.489570,400,DHEr,0.07432889938354492
2017-07-02 03:12:21.492630,400,LHE,0.0027670860290527344
2017-07-02 03:12:21.494990,400,MHE,0.001964092254638672
2017-07-02 03:12:21.502678,400,DHE,0.007580995559692383
2017-07-02 03:12:21.577447,400,DHEr,0.07463216781616211
2017-07-02 03:12:21.579853,400,LHE,0.002218961715698242
2017-07-02 03:12:21.581601,400,MHE,0.0012619495391845703
2017-07-02 03:12:21.591752,400,DHE,0.01006007194519043
2017-07-02 03:12:21.660738,400,DHEr,0.06886696815490723
2017-07-02 03:12:21.663103,400,LHE,0.002176046371459961
2017-07-02 03:12:21.665276,400,MHE,0.0018258094787597656
2017-07-02 03:12:21.674496,400,DHE,0.009083986282348633
2017-07-02 03:12:21.757123,400,DHEr,0.08250999450683594
2017-07-02 03:12:21.759826,400,LHE,0.002532958984375
2017-07-02 03:12:21.761917,400,MHE,0.001634836196899414
2017-07-02 03:12:21.771635,400,DHE,0.00963592529296875
2017-07-02 03:12:21.858596,400,DHEr,0.08679819107055664
2017-07-02 03:12:21.861987,400,LHE,0.0031630992889404297
2017-07-02 03:12:21.863505,400,MHE,0.0011830329895019531
2017-07-02 03:12:21.872720,400,DHE,0.009137868881225586
2017-07-02 03:12:21.949347,400,DHEr,0.07646894454956055
2017-07-02 03:12:21.951787,400,LHE,0.0022618770599365234
2017-07-02 03:12:21.954216,400,MHE,0.002019166946411133
2017-07-02 03:12:21.963279,400,DHE,0.008965015411376953
2017-07-02 03:12:22.041156,400,DHEr,0.07768106460571289
2017-07-02 03:12:22.043811,400,LHE,0.002501964569091797
2017-07-02 03:12:22.045775,400,MHE,0.0015981197357177734
2017-07-02 03:12:22.054854,400,DHE,0.00899505615234375
2017-07-02 03:12:22.136708,400,DHEr,0.08170294761657715
2017-07-02 03:12:22.138827,400,LHE,0.001956939697265625
2017-07-02 03:12:22.142039,400,MHE,0.002749204635620117
2017-07-02 03:12:22.153560,400,DHE,0.011288166046142578
2017-07-02 03:12:22.241358,400,DHEr,0.08760905265808105
2017-07-02 03:12:22.243798,400,LHE,0.0022788047790527344
2017-07-02 03:12:22.245819,400,MHE,0.001708984375
2017-07-02 03:12:22.257237,400,DHE,0.01134490966796875
2017-07-02 03:12:22.328009,400,DHEr,0.07062101364135742
2017-07-02 03:12:22.330496,400,LHE,0.002279996871948242
2017-07-02 03:12:22.340840,800,MHE,0.0017390251159667969
2017-07-02 03:12:22.350142,800,DHE,0.009150028228759766
2017-07-02 03:12:22.429322,800,DHEr,0.07902002334594727
2017-07-02 03:12:22.432245,800,LHE,0.0027611255645751953
2017-07-02 03:12:22.434279,800,MHE,0.0016231536865234375
2017-07-02 03:12:22.444329,800,DHE,0.00997304916381836
2017-07-02 03:12:22.516922,800,DHEr,0.07244110107421875
2017-07-02 03:12:22.519820,800,LHE,0.002740144729614258
2017-07-02 03:12:22.521960,800,MHE,0.0016660690307617188
2017-07-02 03:12:22.532704,800,DHE,0.010638952255249023
2017-07-02 03:12:22.613251,800,DHEr,0.0803978443145752
2017-07-02 03:12:22.616719,800,LHE,0.0033059120178222656
2017-07-02 03:12:22.619007,800,MHE,0.0017590522766113281
2017-07-02 03:12:22.633043,800,DHE,0.013943910598754883
2017-07-02 03:12:22.713544,800,DHEr,0.08033299446105957
2017-07-02 03:12:22.716411,800,LHE,0.0026671886444091797
2017-07-02 03:12:22.718453,800,MHE,0.0016520023345947266
2017-07-02 03:12:22.732201,800,DHE,0.013671159744262695
2017-07-02 03:12:22.811389,800,DHEr,0.07900190353393555
2017-07-02 03:12:22.814205,800,LHE,0.0026590824127197266
2017-07-02 03:12:22.816987,800,MHE,0.0023908615112304688
2017-07-02 03:12:22.827140,800,DHE,0.009991884231567383
2017-07-02 03:12:22.905034,800,DHEr,0.07770800590515137
2017-07-02 03:12:22.908947,800,LHE,0.003743886947631836
2017-07-02 03:12:22.911153,800,MHE,0.00173187255859375
2017-07-02 03:12:22.920393,800,DHE,0.009147882461547852
2017-07-02 03:12:23.000034,800,DHEr,0.0794830322265625
2017-07-02 03:12:23.004121,800,LHE,0.0038280487060546875
2017-07-02 03:12:23.006550,800,MHE,0.0019600391387939453
2017-07-02 03:12:23.015971,800,DHE,0.009330987930297852
2017-07-02 03:12:23.099128,800,DHEr,0.08299398422241211
2017-07-02 03:12:23.101949,800,LHE,0.0026612281799316406
2017-07-02 03:12:23.104078,800,MHE,0.0017349720001220703
2017-07-02 03:12:23.117288,800,DHE,0.013134956359863281
2017-07-02 03:12:23.208072,800,DHEr,0.0906059741973877
2017-07-02 03:12:23.211279,800,LHE,0.003017902374267578
2017-07-02 03:12:23.213690,800,MHE,0.0019469261169433594
2017-07-02 03:12:23.223541,800,DHE,0.00975489616394043
2017-07-02 03:12:23.301759,800,DHEr,0.07803606986999512
2017-07-02 03:12:23.305329,800,LHE,0.00339508056640625
2017-07-02 03:12:23.307704,800,MHE,0.001873016357421875
2017-07-02 03:12:23.318525,800,DHE,0.010697126388549805
2017-07-02 03:12:23.393034,800,DHEr,0.07430505752563477
2017-07-02 03:12:23.395866,800,LHE,0.0026700496673583984
2017-07-02 03:12:23.398017,800,MHE,0.0017669200897216797
2017-07-02 03:12:23.409844,800,DHE,0.011714935302734375
2017-07-02 03:12:23.486709,800,DHEr,0.07670712471008301
2017-07-02 03:12:23.489754,800,LHE,0.0028839111328125
2017-07-02 03:12:23.491800,800,MHE,0.0016210079193115234
2017-07-02 03:12:23.502816,800,DHE,0.010937929153442383
2017-07-02 03:12:23.587280,800,DHEr,0.08431196212768555
2017-07-02 03:12:23.590102,800,LHE,0.0026481151580810547
2017-07-02 03:12:23.592274,800,MHE,0.0017709732055664062
2017-07-02 03:12:23.608967,800,DHE,0.016614198684692383
2017-07-02 03:12:23.692303,800,DHEr,0.08316183090209961
2017-07-02 03:12:23.695135,800,LHE,0.0026590824127197266
2017-07-02 03:12:23.698074,800,MHE,0.002502918243408203
2017-07-02 03:12:23.719500,800,DHE,0.021344900131225586
2017-07-02 03:12:23.806610,800,DHEr,0.08694815635681152
2017-07-02 03:12:23.809731,800,LHE,0.00292205810546875
2017-07-02 03:12:23.811624,800,MHE,0.0014798641204833984
2017-07-02 03:12:23.821292,800,DHE,0.009592056274414062
2017-07-02 03:12:23.900194,800,DHEr,0.07874083518981934
2017-07-02 03:12:23.904320,800,LHE,0.0038650035858154297
2017-07-02 03:12:23.906317,800,MHE,0.001474142074584961
2017-07-02 03:12:23.920941,800,DHE,0.01453399658203125
2017-07-02 03:12:23.986853,800,DHEr,0.0657491683959961
2017-07-02 03:12:23.990158,800,LHE,0.003145933151245117
2017-07-02 03:12:23.992521,800,MHE,0.0019428730010986328
2017-07-02 03:12:24.003625,800,DHE,0.01100921630859375
2017-07-02 03:12:24.076047,800,DHEr,0.07226705551147461
2017-07-02 03:12:24.078862,800,LHE,0.0026581287384033203
2017-07-02 03:12:24.081308,800,MHE,0.0019130706787109375
2017-07-02 03:12:24.089824,800,DHE,0.00838780403137207
2017-07-02 03:12:24.167492,800,DHEr,0.07750296592712402
2017-07-02 03:12:24.170419,800,LHE,0.0027310848236083984
2017-07-02 03:12:24.172787,800,MHE,0.0018889904022216797
2017-07-02 03:12:24.206676,800,DHE,0.0336909294128418
2017-07-02 03:12:24.312322,800,DHEr,0.10532903671264648
2017-07-02 03:12:24.318843,800,LHE,0.0062329769134521484
2017-07-02 03:12:24.322562,800,MHE,0.002972841262817383
2017-07-02 03:12:24.356234,800,DHE,0.033514976501464844
2017-07-02 03:12:24.461205,800,DHEr,0.10465693473815918
2017-07-02 03:12:24.464076,800,LHE,0.002714872360229492
2017-07-02 03:12:24.467087,800,MHE,0.002543926239013672
2017-07-02 03:12:24.479374,800,DHE,0.012187004089355469
2017-07-02 03:12:24.557307,800,DHEr,0.07779479026794434
2017-07-02 03:12:24.560163,800,LHE,0.002714872360229492
2017-07-02 03:12:24.562620,800,MHE,0.0017321109771728516
2017-07-02 03:12:24.576699,800,DHE,0.013985872268676758
2017-07-02 03:12:24.656790,800,DHEr,0.07994389533996582
2017-07-02 03:12:24.659832,800,LHE,0.002864837646484375
2017-07-02 03:12:24.661683,800,MHE,0.0014338493347167969
2017-07-02 03:12:24.673759,800,DHE,0.012001991271972656
2017-07-02 03:12:24.751267,800,DHEr,0.07735180854797363
2017-07-02 03:12:24.754622,800,LHE,0.0031328201293945312
2017-07-02 03:12:24.756372,800,MHE,0.0013041496276855469
2017-07-02 03:12:24.763410,800,DHE,0.00696110725402832
2017-07-02 03:12:24.840725,800,DHEr,0.07714486122131348
2017-07-02 03:12:24.843923,800,LHE,0.0030188560485839844
2017-07-02 03:12:24.845987,800,MHE,0.0016179084777832031
2017-07-02 03:12:24.854928,800,DHE,0.008829116821289062
2017-07-02 03:12:24.937408,800,DHEr,0.08233094215393066
2017-07-02 03:12:24.940252,800,LHE,0.0026869773864746094
2017-07-02 03:12:24.942755,800,MHE,0.0020210742950439453
2017-07-02 03:12:24.956898,800,DHE,0.014009952545166016
2017-07-02 03:12:25.020149,800,DHEr,0.06308984756469727
2017-07-02 03:12:25.023000,800,LHE,0.002686023712158203
2017-07-02 03:12:25.025722,800,MHE,0.0023038387298583984
2017-07-02 03:12:25.037240,800,DHE,0.011380910873413086
2017-07-02 03:12:25.115724,800,DHEr,0.07818889617919922
2017-07-02 03:12:25.119190,800,LHE,0.0032820701599121094
2017-07-02 03:12:25.122030,800,MHE,0.0023050308227539062
2017-07-02 03:12:25.133475,800,DHE,0.011296987533569336
2017-07-02 03:12:25.216531,800,DHEr,0.08288908004760742
2017-07-02 03:12:25.219390,800,LHE,0.002679109573364258
2017-07-02 03:12:25.221316,800,MHE,0.0015249252319335938
2017-07-02 03:12:25.234334,800,DHE,0.012924909591674805
2017-07-02 03:12:25.299637,800,DHEr,0.06512904167175293
2017-07-02 03:12:25.302658,800,LHE,0.0028340816497802734
2017-07-02 03:12:25.305518,800,MHE,0.0022051334381103516
2017-07-02 03:12:25.317495,800,DHE,0.011868000030517578
2017-07-02 03:12:25.403706,800,DHEr,0.08605408668518066
2017-07-02 03:12:25.406586,800,LHE,0.0026810169219970703
2017-07-02 03:12:25.408563,800,MHE,0.0015599727630615234
2017-07-02 03:12:25.420315,800,DHE,0.011672019958496094
2017-07-02 03:12:25.501144,800,DHEr,0.0806741714477539
2017-07-02 03:12:25.504586,800,LHE,0.0032639503479003906
2017-07-02 03:12:25.507077,800,MHE,0.0019969940185546875
2017-07-02 03:12:25.518410,800,DHE,0.011183977127075195
2017-07-02 03:12:25.596251,800,DHEr,0.07769083976745605
2017-07-02 03:12:25.599082,800,LHE,0.0026760101318359375
2017-07-02 03:12:25.600930,800,MHE,0.0014460086822509766
2017-07-02 03:12:25.612645,800,DHE,0.011575937271118164
2017-07-02 03:12:25.687590,800,DHEr,0.07479095458984375
2017-07-02 03:12:25.690705,800,LHE,0.002933025360107422
2017-07-02 03:12:25.692640,800,MHE,0.0014979839324951172
2017-07-02 03:12:25.699093,800,DHE,0.006371021270751953
2017-07-02 03:12:25.778377,800,DHEr,0.07910394668579102
2017-07-02 03:12:25.782599,800,LHE,0.004064083099365234
2017-07-02 03:12:25.784867,800,MHE,0.0017230510711669922
2017-07-02 03:12:25.793105,800,DHE,0.008126020431518555
2017-07-02 03:12:25.863409,800,DHEr,0.07011103630065918
2017-07-02 03:12:25.866727,800,LHE,0.003161907196044922
2017-07-02 03:12:25.869641,800,MHE,0.002413034439086914
2017-07-02 03:12:25.881427,800,DHE,0.011678934097290039
2017-07-02 03:12:25.967678,800,DHEr,0.0860910415649414
2017-07-02 03:12:25.970481,800,LHE,0.002638101577758789
2017-07-02 03:12:25.972930,800,MHE,0.002042055130004883
2017-07-02 03:12:25.985724,800,DHE,0.012666940689086914
2017-07-02 03:12:26.071731,800,DHEr,0.08581113815307617
2017-07-02 03:12:26.074590,800,LHE,0.002699136734008789
2017-07-02 03:12:26.076779,800,MHE,0.0017540454864501953
2017-07-02 03:12:26.092442,800,DHE,0.01557302474975586
2017-07-02 03:12:26.165500,800,DHEr,0.07289600372314453
2017-07-02 03:12:26.168486,800,LHE,0.002808094024658203
2017-07-02 03:12:26.171115,800,MHE,0.0022220611572265625
2017-07-02 03:12:26.182322,800,DHE,0.011131048202514648
2017-07-02 03:12:26.259710,800,DHEr,0.07723712921142578
2017-07-02 03:12:26.262713,800,LHE,0.0028400421142578125
2017-07-02 03:12:26.264909,800,MHE,0.0017600059509277344
2017-07-02 03:12:26.276060,800,DHE,0.011062145233154297
2017-07-02 03:12:26.360995,800,DHEr,0.08476996421813965
2017-07-02 03:12:26.364067,800,LHE,0.002889871597290039
2017-07-02 03:12:26.366138,800,MHE,0.0016491413116455078
2017-07-02 03:12:26.378447,800,DHE,0.01222991943359375
2017-07-02 03:12:26.454605,800,DHEr,0.07599902153015137
2017-07-02 03:12:26.457722,800,LHE,0.0029501914978027344
2017-07-02 03:12:26.459877,800,MHE,0.0017101764678955078
2017-07-02 03:12:26.474243,800,DHE,0.014289140701293945
2017-07-02 03:12:26.547255,800,DHEr,0.07284998893737793
2017-07-02 03:12:26.550497,800,LHE,0.003077983856201172
2017-07-02 03:12:26.552581,800,MHE,0.0016169548034667969
2017-07-02 03:12:26.564981,800,DHE,0.012306928634643555
2017-07-02 03:12:26.643316,800,DHEr,0.07817983627319336
2017-07-02 03:12:26.647006,800,LHE,0.0034759044647216797
2017-07-02 03:12:26.649083,800,MHE,0.0015909671783447266
2017-07-02 03:12:26.659615,800,DHE,0.010444879531860352
2017-07-02 03:12:26.739657,800,DHEr,0.07988286018371582
2017-07-02 03:12:26.744082,800,LHE,0.004261016845703125
2017-07-02 03:12:26.746561,800,MHE,0.0019538402557373047
2017-07-02 03:12:26.760117,800,DHE,0.01346588134765625
2017-07-02 03:12:26.837681,800,DHEr,0.07740592956542969
2017-07-02 03:12:26.840714,800,LHE,0.0028581619262695312
2017-07-02 03:12:26.842918,800,MHE,0.0017740726470947266
2017-07-02 03:12:26.852651,800,DHE,0.009653091430664062
2017-07-02 03:12:26.928436,800,DHEr,0.07563209533691406
2017-07-02 03:12:26.932847,800,LHE,0.003139019012451172
2017-07-02 03:12:26.935019,800,MHE,0.0016248226165771484
2017-07-02 03:12:26.946331,800,DHE,0.011213064193725586
2017-07-02 03:12:27.019978,800,DHEr,0.07348489761352539
2017-07-02 03:12:27.022963,800,LHE,0.002828836441040039
2017-07-02 03:12:27.025443,800,MHE,0.0020689964294433594
2017-07-02 03:12:27.035968,800,DHE,0.010396003723144531
2017-07-02 03:12:27.110254,800,DHEr,0.07404804229736328
2017-07-02 03:12:27.113269,800,LHE,0.002866983413696289
2017-07-02 03:12:27.115600,800,MHE,0.0019278526306152344
2017-07-02 03:12:27.128150,800,DHE,0.012470006942749023
2017-07-02 03:12:27.267777,800,DHEr,0.13944602012634277
2017-07-02 03:12:27.270642,800,LHE,0.0026857852935791016
2017-07-02 03:12:27.285100,1600,MHE,0.0022628307342529297
2017-07-02 03:12:27.296765,1600,DHE,0.011491060256958008
2017-07-02 03:12:27.379345,1600,DHEr,0.08242297172546387
2017-07-02 03:12:27.383864,1600,LHE,0.004348039627075195
2017-07-02 03:12:27.386312,1600,MHE,0.00177001953125
2017-07-02 03:12:27.395817,1600,DHE,0.009423017501831055
2017-07-02 03:12:27.478142,1600,DHEr,0.0821678638458252
2017-07-02 03:12:27.482449,1600,LHE,0.0041348934173583984
2017-07-02 03:12:27.485952,1600,MHE,0.002843141555786133
2017-07-02 03:12:27.496085,1600,DHE,0.009963035583496094
2017-07-02 03:12:27.584843,1600,DHEr,0.08852601051330566
2017-07-02 03:12:27.589178,1600,LHE,0.004158973693847656
2017-07-02 03:12:27.591681,1600,MHE,0.0018548965454101562
2017-07-02 03:12:27.603950,1600,DHE,0.012132883071899414
2017-07-02 03:12:27.682327,1600,DHEr,0.07821393013000488
2017-07-02 03:12:27.687409,1600,LHE,0.004845142364501953
2017-07-02 03:12:27.690103,1600,MHE,0.001875162124633789
2017-07-02 03:12:27.700729,1600,DHE,0.01050877571105957
2017-07-02 03:12:27.795091,1600,DHEr,0.09420108795166016
2017-07-02 03:12:27.799593,1600,LHE,0.004324197769165039
2017-07-02 03:12:27.802156,1600,MHE,0.0018591880798339844
2017-07-02 03:12:27.812981,1600,DHE,0.01073598861694336
2017-07-02 03:12:27.885371,1600,DHEr,0.07222700119018555
2017-07-02 03:12:27.890328,1600,LHE,0.004756927490234375
2017-07-02 03:12:27.893062,1600,MHE,0.0019152164459228516
2017-07-02 03:12:27.906549,1600,DHE,0.01337885856628418
2017-07-02 03:12:27.987650,1600,DHEr,0.08092117309570312
2017-07-02 03:12:27.991825,1600,LHE,0.004008054733276367
2017-07-02 03:12:27.994205,1600,MHE,0.001605987548828125
2017-07-02 03:12:28.006050,1600,DHE,0.011752128601074219
2017-07-02 03:12:28.080737,1600,DHEr,0.07454109191894531
2017-07-02 03:12:28.086242,1600,LHE,0.005337953567504883
2017-07-02 03:12:28.089212,1600,MHE,0.0022249221801757812
2017-07-02 03:12:28.101633,1600,DHE,0.012246131896972656
2017-07-02 03:12:28.181677,1600,DHEr,0.07984709739685059
2017-07-02 03:12:28.185885,1600,LHE,0.0040111541748046875
2017-07-02 03:12:28.188272,1600,MHE,0.0016400814056396484
2017-07-02 03:12:28.198574,1600,DHE,0.010223865509033203
2017-07-02 03:12:28.267703,1600,DHEr,0.0689690113067627
2017-07-02 03:12:28.271761,1600,LHE,0.0038700103759765625
2017-07-02 03:12:28.274093,1600,MHE,0.0016360282897949219
2017-07-02 03:12:28.284240,1600,DHE,0.01007699966430664
2017-07-02 03:12:28.368143,1600,DHEr,0.08378410339355469
2017-07-02 03:12:28.372202,1600,LHE,0.003885030746459961
2017-07-02 03:12:28.374567,1600,MHE,0.001672983169555664
2017-07-02 03:12:28.387239,1600,DHE,0.012595891952514648
2017-07-02 03:12:28.462399,1600,DHEr,0.07495689392089844
2017-07-02 03:12:28.467218,1600,LHE,0.0046460628509521484
2017-07-02 03:12:28.470075,1600,MHE,0.0021660327911376953
2017-07-02 03:12:28.483774,1600,DHE,0.013625860214233398
2017-07-02 03:12:28.558066,1600,DHEr,0.07415294647216797
2017-07-02 03:12:28.562077,1600,LHE,0.003820180892944336
2017-07-02 03:12:28.565231,1600,MHE,0.0022199153900146484
2017-07-02 03:12:28.576467,1600,DHE,0.011130094528198242
2017-07-02 03:12:28.655504,1600,DHEr,0.07886195182800293
2017-07-02 03:12:28.659590,1600,LHE,0.003915071487426758
2017-07-02 03:12:28.661780,1600,MHE,0.0015230178833007812
2017-07-02 03:12:28.670824,1600,DHE,0.008970022201538086
2017-07-02 03:12:28.736518,1600,DHEr,0.06553220748901367
2017-07-02 03:12:28.740729,1600,LHE,0.003952980041503906
2017-07-02 03:12:28.743184,1600,MHE,0.0017650127410888672
2017-07-02 03:12:28.752078,1600,DHE,0.00881814956665039
2017-07-02 03:12:28.831917,1600,DHEr,0.07969212532043457
2017-07-02 03:12:28.836370,1600,LHE,0.004266977310180664
2017-07-02 03:12:28.839129,1600,MHE,0.0020101070404052734
2017-07-02 03:12:28.849823,1600,DHE,0.010587930679321289
2017-07-02 03:12:28.911984,1600,DHEr,0.06199789047241211
2017-07-02 03:12:28.916188,1600,LHE,0.004028797149658203
2017-07-02 03:12:28.918580,1600,MHE,0.0016779899597167969
2017-07-02 03:12:28.927978,1600,DHE,0.009307861328125
2017-07-02 03:12:29.011874,1600,DHEr,0.08378481864929199
2017-07-02 03:12:29.016799,1600,LHE,0.004717826843261719
2017-07-02 03:12:29.019309,1600,MHE,0.0017540454864501953
2017-07-02 03:12:29.035049,1600,DHE,0.01565694808959961
2017-07-02 03:12:29.113248,1600,DHEr,0.07800006866455078
2017-07-02 03:12:29.117416,1600,LHE,0.004004955291748047
2017-07-02 03:12:29.120057,1600,MHE,0.0019960403442382812
2017-07-02 03:12:29.129440,1600,DHE,0.009239912033081055
2017-07-02 03:12:29.224931,1600,DHEr,0.0953211784362793
2017-07-02 03:12:29.238932,1600,LHE,0.012468099594116211
2017-07-02 03:12:29.242416,1600,MHE,0.002499103546142578
2017-07-02 03:12:29.251678,1600,DHE,0.009128808975219727
2017-07-02 03:12:29.323494,1600,DHEr,0.07169198989868164
