n,type,time
2017-07-02 03:12:05.064630,100,DHEr,0.17526507377624512
2017-07-02 03:12:05.066379,100,LHE,0.0015628337860107422
2017-07-02 03:12:05.067811,100,MHE,0.0011310577392578125
2017-07-02 03:12:05.093648,100,DHE,0.025753021240234375
2017-07-02 03:12:05.299631,100,DHEr,0.2057640552520752
2017-07-02 03:12:05.307711,100,LHE,0.005750179290771484
2017-07-02 03:12:05.316594,100,MHE,0.0070629119873046875
2017-07-02 03:12:05.329498,100,DHE,0.012007951736450195
2017-07-02 03:12:05.459377,100,DHEr,0.12971997261047363
2017-07-02 03:12:05.465132,100,LHE,0.005552053451538086
2017-07-02 03:12:05.470884,100,MHE,0.005018949508666992
2017-07-02 03:12:05.481316,100,DHE,0.010303974151611328
2017-07-02 03:12:05.660705,100,DHEr,0.1792919635772705
2017-07-02 03:12:05.662609,100,LHE,0.001703023910522461
2017-07-02 03:12:05.690884,100,MHE,0.028002023696899414
2017-07-02 03:12:05.743608,100,DHE,0.0519099235534668
2017-07-02 03:12:05.902264,100,DHEr,0.15841412544250488
2017-07-02 03:12:05.903982,100,LHE,0.0015180110931396484
2017-07-02 03:12:05.905021,100,MHE,0.0007719993591308594
2017-07-02 03:12:05.922720,100,DHE,0.017590999603271484
2017-07-02 03:12:06.092324,100,DHEr,0.1685471534729004
2017-07-02 03:12:06.094114,100,LHE,0.0015540122985839844
2017-07-02 03:12:06.095440,100,MHE,0.0011179447174072266
2017-07-02 03:12:06.104198,100,DHE,0.008692026138305664
2017-07-02 03:12:06.271319,100,DHEr,0.1670241355895996
2017-07-02 03:12:06.273161,100,LHE,0.0016460418701171875
2017-07-02 03:12:06.278160,100,MHE,0.004736900329589844
2017-07-02 03:12:06.322400,100,DHE,0.044090986251831055
2017-07-02 03:12:06.552003,100,DHEr,0.22935795783996582
2017-07-02 03:12:06.557972,100,LHE,0.004868984222412109
2017-07-02 03:12:06.559629,100,MHE,0.001268148422241211
2017-07-02 03:12:06.608507,100,DHE,0.04878807067871094
2017-07-02 03:12:06.765886,100,DHEr,0.15717411041259766
2017-07-02 03:12:06.767686,100,LHE,0.0016069412231445312
2017-07-02 03:12:06.769333,100,MHE,0.001338958740234375
2017-07-02 03:12:06.791451,100,DHE,0.022031068801879883
2017-07-02 03:12:07.032281,100,DHEr,0.2406470775604248
2017-07-02 03:12:07.042307,100,LHE,0.009804010391235352
2017-07-02 03:12:07.049540,100,MHE,0.00554203987121582
2017-07-02 03:12:07.070695,100,DHE,0.020918846130371094
2017-07-02 03:12:07.351803,100,DHEr,0.28090810775756836
2017-07-02 03:12:07.353671,100,LHE,0.001672983169555664
2017-07-02 03:12:07.355128,100,MHE,0.0012099742889404297
2017-07-02 03:12:07.395540,100,DHE,0.04032492637634277
2017-07-02 03:12:07.538378,100,DHEr,0.14264893531799316
2017-07-02 03:12:07.540066,100,LHE,0.0015151500701904297
2017-07-02 03:12:07.541486,100,MHE,0.0011720657348632812
2017-07-02 03:12:07.556777,100,DHE,0.015205860137939453
2017-07-02 03:12:07.776367,100,DHEr,0.21945691108703613
2017-07-02 03:12:07.788295,100,LHE,0.011748075485229492
2017-07-02 03:12:07.811915,100,MHE,0.02240896224975586
2017-07-02 03:12:07.864441,100,DHE,0.052229881286621094
2017-07-02 03:12:08.077182,100,DHEr,0.21190595626831055
2017-07-02 03:12:08.079872,100,LHE,0.0024521350860595703
2017-07-02 03:12:08.081735,100,MHE,0.0015490055084228516
2017-07-02 03:12:08.115592,100,DHE,0.03372597694396973
2017-07-02 03:12:08.350930,100,DHEr,0.23444890975952148
2017-07-02 03:12:08.355155,100,LHE,0.003964900970458984
2017-07-02 03:12:08.356840,100,MHE,0.0012860298156738281
2017-07-02 03:12:08.377533,100,DHE,0.020550966262817383
2017-07-02 03:12:08.589305,100,DHEr,0.21154284477233887
2017-07-02 03:12:08.603073,100,LHE,0.012856006622314453
2017-07-02 03:12:08.605808,100,MHE,0.0015230178833007812
2017-07-02 03:12:08.641842,100,DHE,0.03588604927062988
2017-07-02 03:12:08.892055,100,DHEr,0.24912405014038086
2017-07-02 03:12:08.896761,100,LHE,0.0041561126708984375
2017-07-02 03:12:08.898304,100,MHE,0.0012969970703125
2017-07-02 03:12:08.928948,100,DHE,0.030568838119506836
2017-07-02 03:12:09.162154,100,DHEr,0.23294711112976074
2017-07-02 03:12:09.164177,100,LHE,0.0017650127410888672
2017-07-02 03:12:09.165843,100,MHE,0.001432180404663086
2017-07-02 03:12:09.200585,100,DHE,0.03465104103088379
2017-07-02 03:12:09.436762,100,DHEr,0.2359299659729004
2017-07-02 03:12:09.440574,100,LHE,0.0032961368560791016
2017-07-02 03:12:09.442116,100,MHE,0.0012660026550292969
2017-07-02 03:12:09.473744,100,DHE,0.03154587745666504
2017-07-02 03:12:09.668642,100,DHEr,0.19465899467468262
2017-07-02 03:12:09.670410,100,LHE,0.0015399456024169922
2017-07-02 03:12:09.672091,100,MHE,0.001435995101928711
2017-07-02 03:12:09.697608,100,DHE,0.02536487579345703
2017-07-02 03:12:09.942605,100,DHEr,0.24478888511657715
2017-07-02 03:12:09.967042,100,LHE,0.02378988265991211
2017-07-02 03:12:09.974849,100,MHE,0.00557398796081543
2017-07-02 03:12:10.011120,100,DHE,0.03574800491333008
2017-07-02 03:12:10.232965,100,DHEr,0.22159790992736816
2017-07-02 03:12:10.245845,100,LHE,0.008306026458740234
2017-07-02 03:12:10.253721,100,MHE,0.005758047103881836
2017-07-02 03:12:10.282523,100,DHE,0.028593063354492188
2017-07-02 03:12:10.416690,100,DHEr,0.13377094268798828
2017-07-02 03:12:10.418619,100,LHE,0.0017271041870117188
2017-07-02 03:12:10.420134,100,MHE,0.0012822151184082031
2017-07-02 03:12:10.429739,100,DHE,0.009541988372802734
2017-07-02 03:12:10.523098,100,DHEr,0.0932459831237793
2017-07-02 03:12:10.524846,100,LHE,0.0015869140625
2017-07-02 03:12:10.529364,100,MHE,0.004295825958251953
2017-07-02 03:12:10.538515,100,DHE,0.00907588005065918
2017-07-02 03:12:10.617646,100,DHEr,0.07902812957763672
2017-07-02 03:12:10.619337,100,LHE,0.0015609264373779297
2017-07-02 03:12:10.620702,100,MHE,0.0011339187622070312
2017-07-02 03:12:10.629061,100,DHE,0.008281946182250977
2017-07-02 03:12:10.755840,100,DHEr,0.12662506103515625
2017-07-02 03:12:10.757883,100,LHE,0.0018589496612548828
2017-07-02 03:12:10.759670,100,MHE,0.0015320777893066406
2017-07-02 03:12:10.773912,100,DHE,0.014123916625976562
2017-07-02 03:12:10.851468,100,DHEr,0.07739400863647461
2017-07-02 03:12:10.854285,100,LHE,0.0026788711547851562
2017-07-02 03:12:10.855727,100,MHE,0.0010731220245361328
2017-07-02 03:12:10.867251,100,DHE,0.011450052261352539
2017-07-02 03:12:10.938405,100,DHEr,0.0710148811340332
2017-07-02 03:12:10.940263,100,LHE,0.0017228126525878906
2017-07-02 03:12:10.945087,100,MHE,0.004601001739501953
2017-07-02 03:12:10.955298,100,DHE,0.010123968124389648
2017-07-02 03:12:11.046579,100,DHEr,0.09110522270202637
2017-07-02 03:12:11.048295,100,LHE,0.0015330314636230469
2017-07-02 03:12:11.052615,100,MHE,0.004065036773681641
2017-07-02 03:12:11.058176,100,DHE,0.005495786666870117
2017-07-02 03:12:11.137053,100,DHEr,0.07878279685974121
2017-07-02 03:12:11.138887,100,LHE,0.0017011165618896484
2017-07-02 03:12:11.140470,100,MHE,0.0013620853424072266
2017-07-02 03:12:11.150967,100,DHE,0.010431051254272461
2017-07-02 03:12:11.281893,100,DHEr,0.13072586059570312
2017-07-02 03:12:11.283473,100,LHE,0.0014081001281738281
2017-07-02 03:12:11.284957,100,MHE,0.0012149810791015625
2017-07-02 03:12:11.292932,100,DHE,0.007905960083007812
2017-07-02 03:12:11.372319,100,DHEr,0.07931089401245117
2017-07-02 03:12:11.373862,100,LHE,0.001409769058227539
2017-07-02 03:12:11.375548,100,MHE,0.0013608932495117188
2017-07-02 03:12:11.384881,100,DHE,0.009266853332519531
2017-07-02 03:12:11.462289,100,DHEr,0.07726812362670898
2017-07-02 03:12:11.463894,100,LHE,0.0014140605926513672
2017-07-02 03:12:11.480808,200,MHE,0.0017938613891601562
2017-07-02 03:12:11.522313,200,DHE,0.041285037994384766
2017-07-02 03:12:11.600757,200,DHEr,0.07770109176635742
2017-07-02 03:12:11.602666,200,LHE,0.0016989707946777344
2017-07-02 03:12:11.603959,200,MHE,0.0009989738464355469
2017-07-02 03:12:11.613542,200,DHE,0.00951695442199707
2017-07-02 03:12:11.701593,200,DHEr,0.08793306350708008
2017-07-02 03:12:11.703259,200,LHE,0.0014641284942626953
2017-07-02 03:12:11.704713,200,MHE,0.001138925552368164
2017-07-02 03:12:11.715169,200,DHE,0.010385990142822266
2017-07-02 03:12:11.786366,200,DHEr,0.07108187675476074
2017-07-02 03:12:11.788343,200,LHE,0.0018570423126220703
2017-07-02 03:12:11.792541,200,MHE,0.003988027572631836
2017-07-02 03:12:11.805160,200,DHE,0.012550830841064453
2017-07-02 03:12:11.873256,200,DHEr,0.06797981262207031
2017-07-02 03:12:11.875245,200,LHE,0.0018088817596435547
2017-07-02 03:12:11.876639,200,MHE,0.001096963882446289
2017-07-02 03:12:11.886790,200,DHE,0.010085821151733398
2017-07-02 03:12:11.955403,200,DHEr,0.06849312782287598
2017-07-02 03:12:11.957488,200,LHE,0.0019028186798095703
2017-07-02 03:12:11.958899,200,MHE,0.0010840892791748047
2017-07-02 03:12:11.977578,200,DHE,0.018605947494506836
2017-07-02 03:12:12.057121,200,DHEr,0.07929706573486328
2017-07-02 03:12:12.059293,200,LHE,0.0019958019256591797
2017-07-02 03:12:12.060586,200,MHE,0.0010569095611572266
2017-07-02 03:12:12.069925,200,DHE,0.009200096130371094
2017-07-02 03:12:12.146449,200,DHEr,0.07639002799987793
2017-07-02 03:12:12.148309,200,LHE,0.0017151832580566406
2017-07-02 03:12:12.150241,200,MHE,0.00167083740234375
2017-07-02 03:12:12.190636,200,DHE,0.04029202461242676
2017-07-02 03:12:12.296724,200,DHEr,0.10499906539916992
2017-07-02 03:12:12.298934,200,LHE,0.002048969268798828
2017-07-02 03:12:12.303393,200,MHE,0.00415492057800293
2017-07-02 03:12:12.319505,200,DHE,0.016042232513427734
2017-07-02 03:12:12.389992,200,DHEr,0.07037687301635742
2017-07-02 03:12:12.391882,200,LHE,0.0017590522766113281
2017-07-02 03:12:12.393283,200,MHE,0.0011169910430908203
2017-07-02 03:12:12.404094,200,DHE,0.010748147964477539
2017-07-02 03:12:12.466698,200,DHEr,0.062499046325683594
2017-07-02 03:12:12.475553,200,LHE,0.008656978607177734
2017-07-02 03:12:12.482495,200,MHE,0.0047838687896728516
2017-07-02 03:12:12.498148,200,DHE,0.014974832534790039
2017-07-02 03:12:12.576395,200,DHEr,0.07811617851257324
2017-07-02 03:12:12.579419,200,LHE,0.002131938934326172
2017-07-02 03:12:12.581089,200,MHE,0.0014231204986572266
2017-07-02 03:12:12.589302,200,DHE,0.008137941360473633
2017-07-02 03:12:12.658015,200,DHEr,0.06859397888183594
2017-07-02 03:12:12.660322,200,LHE,0.0020639896392822266
2017-07-02 03:12:12.661816,200,MHE,0.0011501312255859375
2017-07-02 03:12:12.675906,200,DHE,0.013923883438110352
2017-07-02 03:12:12.779836,200,DHEr,0.1029510498046875
2017-07-02 03:12:12.781779,200,LHE,0.0017859935760498047
2017-07-02 03:12:12.787647,200,MHE,0.005632877349853516
2017-07-02 03:12:12.799191,200,DHE,0.01140594482421875
2017-07-02 03:12:12.865696,200,DHEr,0.06633901596069336
2017-07-02 03:12:12.867786,200,LHE,0.0019109249114990234
2017-07-02 03:12:12.869694,200,MHE,0.0015730857849121094
2017-07-02 03:12:12.881211,200,DHE,0.011410951614379883
2017-07-02 03:12:12.953802,200,DHEr,0.07246994972229004
2017-07-02 03:12:12.955806,200,LHE,0.0018131732940673828
2017-07-02 03:12:12.957464,200,MHE,0.0013539791107177734
2017-07-02 03:12:12.969431,200,DHE,0.011898994445800781
2017-07-02 03:12:13.070497,200,DHEr,0.10086703300476074
2017-07-02 03:12:13.072723,200,LHE,0.002032041549682617
2017-07-02 03:12:13.074205,200,MHE,0.0011169910430908203
2017-07-02 03:12:13.085363,200,DHE,0.01108694076538086
2017-07-02 03:12:13.188351,200,DHEr,0.10286092758178711
2017-07-02 03:12:13.191233,200,LHE,0.002565145492553711
2017-07-02 03:12:13.201500,200,MHE,0.009415149688720703
2017-07-02 03:12:13.227016,200,DHE,0.024669885635375977
2017-07-02 03:12:13.305577,200,DHEr,0.07795596122741699
2017-07-02 03:12:13.307728,200,LHE,0.002012968063354492
2017-07-02 03:12:13.309292,200,MHE,0.0012919902801513672
2017-07-02 03:12:13.316793,200,DHE,0.0074310302734375
2017-07-02 03:12:13.389577,200,DHEr,0.07267212867736816
2017-07-02 03:12:13.391552,200,LHE,0.0018301010131835938
2017-07-02 03:12:13.393352,200,MHE,0.0015599727630615234
2017-07-02 03:12:13.401694,200,DHE,0.008272886276245117
2017-07-02 03:12:13.489203,200,DHEr,0.08738899230957031
2017-07-02 03:12:13.495112,200,LHE,0.005705833435058594
2017-07-02 03:12:13.498012,200,MHE,0.0019328594207763672
2017-07-02 03:12:13.505566,200,DHE,0.007467985153198242
2017-07-02 03:12:13.569651,200,DHEr,0.0639791488647461
2017-07-02 03:12:13.571902,200,LHE,0.0020859241485595703
2017-07-02 03:12:13.573328,200,MHE,0.0011050701141357422
2017-07-02 03:12:13.586179,200,DHE,0.012778997421264648
2017-07-02 03:12:13.654035,200,DHEr,0.06770515441894531
2017-07-02 03:12:13.656372,200,LHE,0.002156972885131836
2017-07-02 03:12:13.657959,200,MHE,0.0012240409851074219
2017-07-02 03:12:13.664876,200,DHE,0.006844997406005859
2017-07-02 03:12:13.832551,200,DHEr,0.16748690605163574
2017-07-02 03:12:13.836788,200,LHE,0.002215862274169922
2017-07-02 03:12:13.838633,200,MHE,0.001455068588256836
2017-07-02 03:12:13.857320,200,DHE,0.0185089111328125
2017-07-02 03:12:14.024576,200,DHEr,0.1664738655090332
2017-07-02 03:12:14.033324,200,LHE,0.007643938064575195
2017-07-02 03:12:14.040120,200,MHE,0.005347013473510742
2017-07-02 03:12:14.054704,200,DHE,0.014265060424804688
2017-07-02 03:12:14.513218,200,DHEr,0.4575469493865967
2017-07-02 03:12:14.517242,200,LHE,0.003593921661376953
2017-07-02 03:12:14.523225,200,MHE,0.003359079360961914
2017-07-02 03:12:14.547897,200,DHE,0.024289846420288086
2017-07-02 03:12:14.870854,200,DHEr,0.3225870132446289
2017-07-02 03:12:14.874281,200,LHE,0.003165006637573242
2017-07-02 03:12:14.876671,200,MHE,0.0020148754119873047
2017-07-02 03:12:14.889273,200,DHE,0.012282133102416992
2017-07-02 03:12:15.130767,200,DHEr,0.24123096466064453
2017-07-02 03:12:15.134423,200,LHE,0.0032668113708496094
2017-07-02 03:12:15.136204,200,MHE,0.0014870166778564453
2017-07-02 03:12:15.170658,200,DHE,0.034365177154541016
2017-07-02 03:12:15.394967,200,DHEr,0.22410798072814941
2017-07-02 03:12:15.409377,200,LHE,0.012838125228881836
2017-07-02 03:12:15.422681,200,MHE,0.011482000350952148
2017-07-02 03:12:15.461216,200,DHE,0.037988901138305664
2017-07-02 03:12:15.539038,200,DHEr,0.07762479782104492
2017-07-02 03:12:15.541127,200,LHE,0.001961946487426758
2017-07-02 03:12:15.542456,200,MHE,0.0010979175567626953
2017-07-02 03:12:15.550485,200,DHE,0.007956981658935547
2017-07-02 03:12:15.642890,200,DHEr,0.09229207038879395
2017-07-02 03:12:15.644725,200,LHE,0.001692056655883789
2017-07-02 03:12:15.646462,200,MHE,0.0013852119445800781
2017-07-02 03:12:15.655282,200,DHE,0.008725881576538086
2017-07-02 03:12:15.736823,200,DHEr,0.08141803741455078
2017-07-02 03:12:15.739097,200,LHE,0.0021479129791259766
2017-07-02 03:12:15.740493,200,MHE,0.001149892807006836
2017-07-02 03:12:15.751167,200,DHE,0.010601043701171875
2017-07-02 03:12:15.827671,200,DHEr,0.07638287544250488
2017-07-02 03:12:15.830151,200,LHE,0.0023450851440429688
2017-07-02 03:12:15.831896,200,MHE,0.0015070438385009766
2017-07-02 03:12:15.845509,200,DHE,0.013511896133422852
2017-07-02 03:12:15.912984,200,DHEr,0.06735110282897949
2017-07-02 03:12:15.915186,200,LHE,0.002081155776977539
2017-07-02 03:12:15.916464,200,MHE,0.0010399818420410156
2017-07-02 03:12:15.924059,200,DHE,0.007516145706176758
2017-07-02 03:12:16.007938,200,DHEr,0.08375215530395508
2017-07-02 03:12:16.010766,200,LHE,0.002683877944946289
2017-07-02 03:12:16.012526,200,MHE,0.0014078617095947266
2017-07-02 03:12:16.022115,200,DHE,0.00943899154663086
2017-07-02 03:12:16.085831,200,DHEr,0.06360006332397461
2017-07-02 03:12:16.087921,200,LHE,0.0019559860229492188
2017-07-02 03:12:16.089370,200,MHE,0.0011851787567138672
2017-07-02 03:12:16.100582,200,DHE,0.011133909225463867
2017-07-02 03:12:16.178855,200,DHEr,0.07814598083496094
2017-07-02 03:12:16.180777,200,LHE,0.001786947250366211
2017-07-02 03:12:16.182454,200,MHE,0.0014500617980957031
2017-07-02 03:12:16.192609,200,DHE,0.010081052780151367
2017-07-02 03:12:16.270947,200,DHEr,0.0782010555267334
2017-07-02 03:12:16.273133,200,LHE,0.002026796340942383
2017-07-02 03:12:16.274686,200,MHE,0.0012519359588623047
2017-07-02 03:12:16.282095,200,DHE,0.007299184799194336
2017-07-02 03:12:16.369332,200,DHEr,0.08711791038513184
2017-07-02 03:12:16.372593,200,LHE,0.0030841827392578125
2017-07-02 03:12:16.374613,200,MHE,0.0017139911651611328
2017-07-02 03:12:16.383601,200,DHE,0.008893013000488281
2017-07-02 03:12:16.464701,200,DHEr,0.08097600936889648
2017-07-02 03:12:16.467993,200,LHE,0.0020780563354492188
2017-07-02 03:12:16.469451,200,MHE,0.0011970996856689453
2017-07-02 03:12:16.479218,200,DHE,0.009681940078735352
2017-07-02 03:12:16.553799,200,DHEr,0.07438302040100098
2017-07-02 03:12:16.555638,200,LHE,0.0016679763793945312
2017-07-02 03:12:16.557315,200,MHE,0.0014348030090332031
2017-07-02 03:12:16.565879,200,DHE,0.008491039276123047
2017-07-02 03:12:16.640118,200,DHEr,0.07412600517272949
2017-07-02 03:12:16.641940,200,LHE,0.0016939640045166016
2017-07-02 03:12:16.646662,200,MHE,0.0045070648193359375
2017-07-02 03:12:16.656211,200,DHE,0.009449005126953125
2017-07-02 03:12:16.749564,200,DHEr,0.0932459831237793
2017-07-02 03:12:16.751577,200,LHE,0.0018379688262939453
2017-07-02 03:12:16.753182,200,MHE,0.0013599395751953125
2017-07-02 03:12:16.763855,200,DHE,0.010574817657470703
2017-07-02 03:12:16.846094,200,DHEr,0.08212995529174805
2017-07-02 03:12:16.848612,200,LHE,0.0023908615112304688
2017-07-02 03:12:16.850271,200,MHE,0.0013699531555175781
2017-07-02 03:12:16.861466,200,DHE,0.011111974716186523
2017-07-02 03:12:16.963891,200,DHEr,0.10230612754821777
2017-07-02 03:12:16.967344,200,LHE,0.0032770633697509766
2017-07-02 03:12:16.971112,200,MHE,0.0033111572265625
2017-07-02 03:12:16.994577,200,DHE,0.02336597442626953
2017-07-02 03:12:17.147160,200,DHEr,0.15242695808410645
2017-07-02 03:12:17.151851,200,LHE,0.0045049190521240234
2017-07-02 03:12:17.154662,200,MHE,0.0024361610412597656
2017-07-02 03:12:17.168374,200,DHE,0.013566017150878906
2017-07-02 03:12:17.255989,200,DHEr,0.08745694160461426
2017-07-02 03:12:17.258416,200,LHE,0.002250194549560547
2017-07-02 03:12:17.263063,200,MHE,0.004403114318847656
2017-07-02 03:12:17.277138,200,DHE,0.013992786407470703
2017-07-02 03:12:17.348348,200,DHEr,0.0709841251373291
2017-07-02 03:12:17.351229,200,LHE,0.002758026123046875
2017-07-02 03:12:17.355883,200,MHE,0.004378080368041992
2017-07-02 03:12:17.364874,200,DHE,0.00890207290649414
2017-07-02 03:12:17.444640,200,DHEr,0.07965207099914551
2017-07-02 03:12:17.446882,200,LHE,0.0021250247955322266
2017-07-02 03:12:17.451753,200,MHE,0.004640102386474609
2017-07-02 03:12:17.459947,200,DHE,0.008085966110229492
2017-07-02 03:12:17.539610,200,DHEr,0.07955002784729004
2017-07-02 03:12:17.541723,200,LHE,0.0019779205322265625
2017-07-02 03:12:17.543564,200,MHE,0.0015959739685058594
2017-07-02 03:12:17.553880,200,DHE,0.010245084762573242
2017-07-02 03:12:17.628560,200,DHEr,0.07456207275390625
2017-07-02 03:12:17.631012,200,LHE,0.002315044403076172
2017-07-02 03:12:17.638721,400,MHE,0.0014629364013671875
2017-07-02 03:12:17.650678,400,DHE,0.011854171752929688
2017-07-02 03:12:17.742333,400,DHEr,0.0915369987487793
2017-07-02 03:12:17.744983,400,LHE,0.002526998519897461
2017-07-02 03:12:17.746700,400,MHE,0.0014400482177734375
2017-07-02 03:12:17.757699,400,DHE,0.010912895202636719
2017-07-02 03:12:17.840919,400,DHEr,0.08310389518737793
2017-07-02 03:12:17.843321,400,LHE,0.002276897430419922
2017-07-02 03:12:17.845321,400,MHE,0.00162506103515625
2017-07-02 03:12:17.854234,400,DHE,0.008825063705444336
2017-07-02 03:12:17.929375,400,DHEr,0.07502412796020508
2017-07-02 03:12:17.931990,400,LHE,0.002480030059814453
2017-07-02 03:12:17.933555,400,MHE,0.0011780261993408203
2017-07-02 03:12:17.943720,400,DHE,0.010093927383422852
2017-07-02 03:12:18.016381,400,DHEr,0.07254600524902344
2017-07-02 03:12:18.019345,400,LHE,0.0028388500213623047
2017-07-02 03:12:18.021198,400,MHE,0.0015537738800048828
2017-07-02 03:12:18.033768,400,DHE,0.012483835220336914
2017-07-02 03:12:18.112637,400,DHEr,0.07874798774719238
2017-07-02 03:12:18.116524,400,LHE,0.0035619735717773438
2017-07-02 03:12:18.118734,400,MHE,0.0019059181213378906
2017-07-02 03:12:18.132761,400,DHE,0.013940811157226562
2017-07-02 03:12:18.208607,400,DHEr,0.07573080062866211
2017-07-02 03:12:18.211370,400,LHE,0.002628803253173828
2017-07-02 03:12:18.213074,400,MHE,0.0014200210571289062
2017-07-02 03:12:18.225495,400,DHE,0.012346029281616211
2017-07-02 03:12:18.297424,400,DHEr,0.0717020034790039
2017-07-02 03:12:18.300262,400,LHE,0.002710103988647461
2017-07-02 03:12:18.301951,400,MHE,0.0013949871063232422
2017-07-02 03:12:18.309818,400,DHE,0.007791042327880859
2017-07-02 03:12:18.391178,400,DHEr,0.08118414878845215
2017-07-02 03:12:18.394163,400,LHE,0.002856016159057617
2017-07-02 03:12:18.396678,400,MHE,0.002190113067626953
2017-07-02 03:12:18.405404,400,DHE,0.00864100456237793
2017-07-02 03:12:18.480915,400,DHEr,0.07539701461791992
2017-07-02 03:12:18.483532,400,LHE,0.002479076385498047
2017-07-02 03:12:18.485900,400,MHE,0.0020530223846435547
2017-07-02 03:12:18.498104,400,DHE,0.012113094329833984
2017-07-02 03:12:18.580246,400,DHEr,0.08202600479125977
2017-07-02 03:12:18.583596,400,LHE,0.0032269954681396484
2017-07-02 03:12:18.585527,400,MHE,0.0016121864318847656
2017-07-02 03:12:18.596196,400,DHE,0.010595083236694336
2017-07-02 03:12:18.677181,400,DHEr,0.08077788352966309
